[2025-08-25 15:07:08] INFO: CheckM v1.2.4
[2025-08-25 15:07:08] INFO: checkm qa --out_format 3 checkm_out/Xanthomonas.ms checkm_out
[2025-08-25 15:07:08] INFO: CheckM data: /data/djs217/miniconda3/envs/checkm_env/checkm_data
[2025-08-25 15:07:08] INFO: [CheckM - qa] Tabulating genome statistics.
[2025-08-25 15:07:08] INFO: Calculating AAI between multi-copy marker genes.
[2025-08-25 15:07:08] INFO: Reading HMM info from file.
[2025-08-25 15:07:12] INFO: Parsing HMM hits to marker genes:
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                    Node Id      Marker lineage     # genomes   # markers   # marker sets   0     1     2    3   4   5+   Completeness   Contamination   Strain heterogeneity  
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  GCA_000009165.1_ASM916v1_genomic             5          Xanthomonas           16         1163          401        3    1159   1    0   0   0       99.94            0.03               0.00          
  GCA_000009165.1_ASM916v1_genomic             4        Xanthomonadaceae        58         540           311        0    540    0    0   0   0       100.00           0.00               0.00          
  GCA_000009165.1_ASM916v1_genomic             3        Xanthomonadales         63         499           264        0    499    0    0   0   0       100.00           0.00               0.00          
  GCA_000009165.1_ASM916v1_genomic             2      Gammaproteobacteria      1167        280           178        1    279    0    0   0   0       99.72            0.00               0.00          
  GCA_000009165.1_ASM916v1_genomic             1         Proteobacteria        2343        182           119        1    181    0    0   0   0       99.16            0.00               0.00          
  GCA_000009165.1_ASM916v1_genomic             0            Bacteria           5449        104            58        1    103    0    0   0   0       98.28            0.00               0.00          
  GCA_000802325.1_XEU_66b_E1.0_genomic         5          Xanthomonas           16         1163          401        4    1154   5    0   0   0       99.89            0.23              60.00          
  GCA_000802325.1_XEU_66b_E1.0_genomic         4        Xanthomonadaceae        58         540           311        0    538    2    0   0   0       100.00           0.32              60.00          
  GCA_000802325.1_XEU_66b_E1.0_genomic         3        Xanthomonadales         63         499           264        0    497    2    0   0   0       100.00           0.38              60.00          
  GCA_000802325.1_XEU_66b_E1.0_genomic         2      Gammaproteobacteria      1167        280           178        1    277    2    0   0   0       99.72            0.84              60.00          
  GCA_000802325.1_XEU_66b_E1.0_genomic         1         Proteobacteria        2343        182           119        1    180    1    0   0   0       99.16            0.42              60.00          
  GCA_000802325.1_XEU_66b_E1.0_genomic         0            Bacteria           5449        104            58        1    103    0    0   0   0       98.28            0.00              60.00          
  GCA_000802345.1_XEU_83M_E1.0_genomic         5          Xanthomonas           16         1163          401        6    1145   12   0   0   0       99.61            0.92              58.33          
  GCA_000802345.1_XEU_83M_E1.0_genomic         4        Xanthomonadaceae        58         540           311        1    535    4    0   0   0       99.94            0.98              58.33          
  GCA_000802345.1_XEU_83M_E1.0_genomic         3        Xanthomonadales         63         499           264        1    494    4    0   0   0       99.92            1.16              58.33          
  GCA_000802345.1_XEU_83M_E1.0_genomic         2      Gammaproteobacteria      1167        280           178        2    274    4    0   0   0       99.16            1.72              58.33          
  GCA_000802345.1_XEU_83M_E1.0_genomic         1         Proteobacteria        2343        182           119        2    177    3    0   0   0       98.32            1.76              58.33          
  GCA_000802345.1_XEU_83M_E1.0_genomic         0            Bacteria           5449        104            58        1    101    2    0   0   0       98.28            1.88              58.33          
  GCA_001401555.1_Xeu_LMG27970_genomic         5          Xanthomonas           16         1163          401        32   1092   38   1   0   0       96.98            3.45              63.41          
  GCA_001401555.1_Xeu_LMG27970_genomic         4        Xanthomonadaceae        58         540           311        9    516    15   0   0   0       98.37            1.95              63.41          
  GCA_001401555.1_Xeu_LMG27970_genomic         3        Xanthomonadales         63         499           264        8    477    14   0   0   0       98.42            1.59              63.41          
  GCA_001401555.1_Xeu_LMG27970_genomic         2      Gammaproteobacteria      1167        280           178        6    269    5    0   0   0       97.19            0.83              63.41          
  GCA_001401555.1_Xeu_LMG27970_genomic         1         Proteobacteria        2343        182           119        4    174    4    0   0   0       96.64            0.40              63.41          
  GCA_001401555.1_Xeu_LMG27970_genomic         0            Bacteria           5449        104            58        2     98    4    0   0   0       96.55            1.33              63.41          
  GCA_001691315.1_XEU_LMG667_E1.0_genomic      5          Xanthomonas           16         1163          401        6    1146   11   0   0   0       99.61            1.14              36.36          
  GCA_001691315.1_XEU_LMG667_E1.0_genomic      4        Xanthomonadaceae        58         540           311        1    535    4    0   0   0       99.68            1.13              36.36          
  GCA_001691315.1_XEU_LMG667_E1.0_genomic      3        Xanthomonadales         63         499           264        2    494    3    0   0   0       99.59            0.95              36.36          
