#Coverage	Number of genomic locations
0.0	468674.0
1.0	3410.0
2.0	2042.0
3.0	1368.0
4.0	1076.0
5.0	905.0
6.0	743.0
7.0	794.0
8.0	504.0
9.0	482.0
10.0	520.0
11.0	534.0
12.0	470.0
13.0	335.0
14.0	330.0
15.0	342.0
16.0	341.0
17.0	357.0
18.0	400.0
19.0	368.0
20.0	422.0
21.0	337.0
22.0	276.0
23.0	265.0
24.0	291.0
25.0	205.0
26.0	241.0
27.0	300.0
28.0	285.0
29.0	330.0
30.0	323.0
31.0	324.0
32.0	271.0
33.0	289.0
34.0	279.0
35.0	273.0
36.0	261.0
37.0	299.0
38.0	316.0
39.0	253.0
40.0	240.0
41.0	267.0
42.0	238.0
43.0	275.0
44.0	289.0
45.0	291.0
46.0	341.0
47.0	307.0
48.0	397.0
49.0	349.0
50.0	305.0
51.0	331.0
52.0	343.0
53.0	357.0
54.0	348.0
55.0	392.0
56.0	351.0
57.0	266.0
58.0	303.0
59.0	364.0
60.0	336.0
61.0	322.0
62.0	312.0
63.0	339.0
64.0	381.0
65.0	327.0
66.0	323.0
67.0	350.0
68.0	352.0
69.0	418.0
70.0	444.0
71.0	442.0
72.0	427.0
73.0	420.0
74.0	382.0
75.0	372.0
76.0	461.0
77.0	402.0
78.0	489.0
79.0	541.0
80.0	601.0
81.0	567.0
82.0	529.0
83.0	527.0
84.0	585.0
85.0	647.0
86.0	776.0
87.0	865.0
88.0	933.0
89.0	1063.0
90.0	1064.0
91.0	1120.0
92.0	1122.0
93.0	1278.0
94.0	1233.0
95.0	1506.0
96.0	1547.0
97.0	1702.0
98.0	1957.0
99.0	2139.0
100.0	2317.0
101.0	2751.0
102.0	3102.0
103.0	3479.0
104.0	3425.0
105.0	3796.0
106.0	4238.0
107.0	4707.0
108.0	5123.0
109.0	5529.0
110.0	5971.0
111.0	6513.0
112.0	7261.0
113.0	8002.0
114.0	8714.0
115.0	9634.0
116.0	10563.0
117.0	11436.0
118.0	12760.0
119.0	13838.0
120.0	14950.0
121.0	16284.0
122.0	17455.0
123.0	19017.0
124.0	20186.0
125.0	21472.0
126.0	22561.0
127.0	23971.0
128.0	25131.0
129.0	26763.0
130.0	28322.0
131.0	29501.0
132.0	31197.0
133.0	32167.0
134.0	34092.0
135.0	35484.0
136.0	36690.0
137.0	38438.0
138.0	39796.0
139.0	40866.0
140.0	42271.0
141.0	43284.0
142.0	43983.0
143.0	46264.0
144.0	47247.0
145.0	48342.0
146.0	49025.0
147.0	50098.0
148.0	51106.0
149.0	52268.0
150.0	53134.0
151.0	52776.0
152.0	53732.0
153.0	53991.0
154.0	54456.0
155.0	54768.0
156.0	55237.0
157.0	55765.0
158.0	56729.0
159.0	56719.0
160.0	56789.0
161.0	56983.0
162.0	56645.0
163.0	57401.0
164.0	57054.0
165.0	57801.0
166.0	58040.0
167.0	57736.0
168.0	57644.0
169.0	57540.0
170.0	57472.0
171.0	57875.0
172.0	58532.0
173.0	57687.0
174.0	57498.0
175.0	57466.0
176.0	56876.0
177.0	56589.0
178.0	56643.0
179.0	56303.0
180.0	55244.0
181.0	56115.0
182.0	55197.0
183.0	54348.0
184.0	53460.0
185.0	52911.0
186.0	53048.0
187.0	52620.0
188.0	51473.0
189.0	51289.0
190.0	50383.0
191.0	49874.0
192.0	49482.0
193.0	48282.0
194.0	47876.0
195.0	47285.0
196.0	46668.0
197.0	45942.0
198.0	44951.0
199.0	44359.0
200.0	42787.0
201.0	42228.0
202.0	41503.0
203.0	40530.0
204.0	38733.0
205.0	38346.0
206.0	37778.0
207.0	36560.0
208.0	35387.0
209.0	34625.0
210.0	33682.0
211.0	31884.0
212.0	30537.0
213.0	29715.0
214.0	28409.0
215.0	27892.0
216.0	26426.0
217.0	25708.0
218.0	24307.0
219.0	23049.0
220.0	22086.0
221.0	21253.0
222.0	20527.0
223.0	19364.0
224.0	18640.0
225.0	17718.0
226.0	16860.0
227.0	16088.0
228.0	15187.0
229.0	14378.0
230.0	13489.0
231.0	13004.0
232.0	11950.0
233.0	11124.0
234.0	10985.0
235.0	10420.0
236.0	9769.0
237.0	9186.0
238.0	8926.0
239.0	8390.0
240.0	7752.0
241.0	7484.0
242.0	6986.0
243.0	6432.0
244.0	5986.0
245.0	5582.0
246.0	5305.0
247.0	5014.0
248.0	4589.0
249.0	4203.0
250.0	4162.0
251.0	3875.0
252.0	3476.0
253.0	3304.0
254.0	3057.0
255.0	2726.0
256.0	2551.0
257.0	2358.0
258.0	2054.0
259.0	1903.0
260.0	1703.0
261.0	1614.0
262.0	1531.0
263.0	1375.0
264.0	1293.0
265.0	1170.0
266.0	1147.0
267.0	1014.0
268.0	865.0
269.0	864.0
270.0	723.0
271.0	676.0
272.0	614.0
273.0	514.0
274.0	610.0
275.0	532.0
276.0	468.0
277.0	429.0
278.0	380.0
279.0	359.0
280.0	272.0
281.0	279.0
282.0	260.0
283.0	249.0
284.0	221.0
285.0	201.0
286.0	177.0
287.0	186.0
288.0	132.0
289.0	111.0
290.0	135.0
291.0	135.0
292.0	146.0
293.0	127.0
294.0	112.0
295.0	121.0
296.0	113.0
297.0	127.0
298.0	119.0
299.0	140.0
300.0	113.0
301.0	89.0
302.0	121.0
303.0	117.0
304.0	102.0
305.0	129.0
306.0	89.0
307.0	85.0
308.0	88.0
309.0	73.0
310.0	75.0
311.0	60.0
312.0	55.0
313.0	67.0
314.0	74.0
315.0	70.0
316.0	81.0
317.0	78.0
318.0	71.0
319.0	61.0
320.0	106.0
321.0	82.0
322.0	77.0
323.0	68.0
324.0	74.0
325.0	76.0
326.0	84.0
327.0	86.0
328.0	98.0
329.0	106.0
330.0	90.0
331.0	124.0
332.0	112.0
333.0	100.0
334.0	116.0
335.0	101.0
336.0	100.0
337.0	95.0
338.0	136.0
339.0	122.0
340.0	113.0
341.0	123.0
342.0	138.0
343.0	133.0
344.0	127.0
345.0	140.0
346.0	121.0
347.0	113.0
348.0	129.0
349.0	111.0
350.0	140.0
351.0	129.0
352.0	128.0
353.0	112.0
354.0	97.0
355.0	120.0
356.0	118.0
357.0	105.0
358.0	90.0
359.0	108.0
360.0	116.0
361.0	126.0
362.0	122.0
363.0	107.0
364.0	111.0
365.0	111.0
366.0	126.0
367.0	107.0
368.0	107.0
369.0	107.0
370.0	80.0
371.0	111.0
372.0	88.0
373.0	86.0
374.0	71.0
375.0	92.0
376.0	88.0
377.0	98.0
378.0	129.0
379.0	100.0
380.0	92.0
381.0	112.0
382.0	97.0
383.0	100.0
384.0	102.0
385.0	100.0
386.0	89.0
387.0	80.0
388.0	84.0
389.0	95.0
390.0	105.0
391.0	107.0
392.0	106.0
393.0	103.0
394.0	101.0
395.0	79.0
396.0	97.0
397.0	93.0
398.0	104.0
399.0	121.0
400.0	78.0
401.0	97.0
402.0	84.0
403.0	97.0
404.0	75.0
405.0	87.0
406.0	99.0
407.0	70.0
408.0	56.0
409.0	74.0
410.0	54.0
411.0	82.0
412.0	78.0
413.0	80.0
414.0	72.0
415.0	70.0
416.0	68.0
417.0	59.0
418.0	69.0
419.0	51.0
420.0	60.0
421.0	57.0
422.0	34.0
423.0	49.0
424.0	59.0
425.0	47.0
426.0	35.0
427.0	46.0
428.0	35.0
429.0	40.0
430.0	40.0
431.0	49.0
432.0	29.0
433.0	33.0
434.0	30.0
435.0	37.0
436.0	27.0
437.0	29.0
438.0	34.0
439.0	34.0
440.0	28.0
441.0	37.0
442.0	40.0
443.0	40.0
444.0	25.0
445.0	21.0
446.0	19.0
447.0	24.0
448.0	15.0
449.0	17.0
450.0	14.0
451.0	13.0
452.0	10.0
453.0	17.0
454.0	28.0
455.0	21.0
456.0	40.0
457.0	17.0
458.0	8.0
459.0	54.0
460.0	22.0
461.0	13.0
462.0	13.0
463.0	20.0
464.0	15.0
465.0	23.0
466.0	23.0
467.0	17.0
468.0	21.0
469.0	20.0
470.0	28.0
471.0	26.0
472.0	22.0
473.0	24.0
474.0	21.0
475.0	18.0
476.0	17.0
477.0	14.0
478.0	18.0
479.0	19.0
480.0	42.0
481.0	28.0
482.0	24.0
483.0	20.0
484.0	35.0
485.0	42.0
486.0	27.0
487.0	29.0
488.0	14.0
489.0	19.0
490.0	19.0
491.0	35.0
492.0	20.0
493.0	18.0
494.0	29.0
495.0	8.0
496.0	18.0
497.0	17.0
498.0	17.0
499.0	10.0
500.0	10.0
501.0	32.0
502.0	21.0
503.0	24.0
504.0	31.0
505.0	18.0
506.0	19.0
507.0	25.0
508.0	24.0
509.0	27.0
510.0	22.0
511.0	16.0
512.0	19.0
513.0	11.0
514.0	14.0
515.0	17.0
516.0	13.0
517.0	16.0
518.0	12.0
519.0	17.0
520.0	23.0
521.0	13.0
522.0	16.0
523.0	14.0
524.0	15.0
525.0	10.0
526.0	15.0
527.0	12.0
528.0	9.0
529.0	19.0
530.0	14.0
531.0	22.0
532.0	23.0
533.0	15.0
534.0	26.0
535.0	16.0
536.0	28.0
537.0	13.0
538.0	13.0
539.0	11.0
540.0	13.0
541.0	14.0
542.0	21.0
543.0	20.0
544.0	21.0
545.0	15.0
546.0	18.0
547.0	15.0
548.0	24.0
549.0	25.0
550.0	11.0
551.0	12.0
552.0	16.0
553.0	16.0
554.0	23.0
555.0	18.0
556.0	22.0
557.0	29.0
558.0	23.0
559.0	15.0
560.0	16.0
561.0	21.0
562.0	21.0
563.0	19.0
564.0	12.0
565.0	22.0
566.0	14.0
567.0	16.0
568.0	17.0
569.0	27.0
570.0	30.0
571.0	15.0
572.0	26.0
573.0	19.0
574.0	21.0
575.0	14.0
576.0	52.0
577.0	20.0
578.0	18.0
579.0	20.0
580.0	30.0
581.0	38.0
582.0	24.0
583.0	22.0
584.0	27.0
585.0	25.0
586.0	28.0
587.0	23.0
588.0	32.0
589.0	38.0
590.0	32.0
591.0	34.0
592.0	27.0
593.0	26.0
594.0	18.0
595.0	19.0
596.0	23.0
597.0	39.0
598.0	34.0
599.0	29.0
600.0	41.0
601.0	21.0
602.0	30.0
603.0	27.0
604.0	39.0
605.0	25.0
606.0	32.0
607.0	30.0
608.0	28.0
609.0	34.0
610.0	45.0
611.0	29.0
612.0	27.0
613.0	26.0
614.0	30.0
615.0	33.0
616.0	30.0
617.0	36.0
618.0	36.0
619.0	39.0
620.0	32.0
621.0	20.0
622.0	28.0
623.0	31.0
624.0	21.0
625.0	38.0
626.0	27.0
627.0	27.0
628.0	25.0
629.0	33.0
630.0	29.0
631.0	33.0
632.0	29.0
633.0	23.0
634.0	27.0
635.0	23.0
636.0	29.0
637.0	22.0
638.0	29.0
639.0	24.0
640.0	26.0
641.0	29.0
642.0	35.0
643.0	19.0
644.0	23.0
645.0	34.0
646.0	28.0
647.0	48.0
648.0	24.0
649.0	35.0
650.0	29.0
