#Coverage (X)	Coverage
1.0	100.0
2.0	100.0
3.0	100.0
4.0	100.0
5.0	100.0
6.0	100.0
7.0	99.99732025618351
8.0	99.98928102473404
9.0	99.93434627649597
10.0	99.86333306535896
11.0	99.76418254414878
12.0	99.74274459361685
13.0	99.63019535332423
14.0	99.61009727470054
15.0	99.54578342310475
16.0	99.51228662539862
17.0	99.44529302998633
18.0	99.32872417396896
19.0	99.1799983921537
20.0	99.04333145751266
21.0	98.83699118364284
22.0	98.74855963769863
23.0	98.68156604228636
24.0	98.52078141329689
25.0	98.4149315325455
26.0	98.3184607551518
27.0	98.19787228340971
28.0	98.06924458021813
29.0	97.99689149717287
30.0	97.9566953399255
31.0	97.90042071977919
32.0	97.85754481871533
33.0	97.81198917383499
34.0	97.73963609078972
35.0	97.68202159873516
36.0	97.64852480102903
37.0	97.60296915614867
38.0	97.55607363936008
39.0	97.51319773829621
40.0	97.48104081249832
41.0	97.46362247769113
42.0	97.44888388670043
43.0	97.4153870889943
44.0	97.40064849800359
45.0	97.36313208457271
46.0	97.33499477449956
47.0	97.30149797679341
48.0	97.28675938580272
49.0	97.27470053862851
50.0	97.24656322855535
51.0	97.22378540611518
