#Coverage	Number of genomic locations
6.0	2.0
7.0	6.0
8.0	41.0
9.0	53.0
10.0	74.0
11.0	16.0
12.0	84.0
13.0	15.0
14.0	48.0
15.0	25.0
16.0	50.0
17.0	87.0
18.0	111.0
19.0	102.0
20.0	154.0
21.0	66.0
22.0	50.0
23.0	120.0
24.0	79.0
25.0	72.0
26.0	90.0
27.0	96.0
28.0	54.0
29.0	30.0
30.0	42.0
31.0	32.0
32.0	34.0
33.0	54.0
34.0	43.0
35.0	25.0
36.0	34.0
37.0	35.0
38.0	32.0
39.0	24.0
40.0	13.0
41.0	11.0
42.0	25.0
43.0	11.0
44.0	28.0
45.0	21.0
46.0	25.0
47.0	11.0
48.0	9.0
49.0	21.0
50.0	17.0
51.0	18.0
52.0	21.0
53.0	13.0
54.0	21.0
55.0	27.0
56.0	35.0
57.0	38.0
58.0	49.0
59.0	21.0
60.0	30.0
61.0	24.0
62.0	48.0
63.0	31.0
64.0	40.0
65.0	45.0
66.0	37.0
67.0	36.0
68.0	10.0
69.0	15.0
70.0	14.0
71.0	27.0
72.0	24.0
73.0	8.0
74.0	13.0
75.0	17.0
76.0	12.0
77.0	19.0
78.0	12.0
79.0	10.0
80.0	26.0
81.0	16.0
82.0	18.0
83.0	19.0
84.0	30.0
85.0	41.0
86.0	24.0
87.0	17.0
88.0	25.0
89.0	21.0
90.0	47.0
91.0	36.0
92.0	40.0
93.0	15.0
94.0	22.0
95.0	16.0
96.0	22.0
97.0	16.0
98.0	19.0
99.0	23.0
100.0	31.0
101.0	16.0
102.0	42.0
103.0	17.0
104.0	14.0
105.0	18.0
106.0	16.0
107.0	15.0
108.0	7.0
109.0	20.0
110.0	24.0
111.0	15.0
112.0	12.0
114.0	3.0
115.0	14.0
116.0	8.0
117.0	18.0
118.0	18.0
119.0	14.0
120.0	31.0
121.0	19.0
122.0	21.0
123.0	26.0
124.0	24.0
125.0	20.0
126.0	14.0
127.0	13.0
128.0	16.0
129.0	10.0
130.0	12.0
131.0	13.0
132.0	4.0
133.0	22.0
134.0	20.0
135.0	32.0
136.0	27.0
137.0	20.0
138.0	12.0
139.0	13.0
140.0	21.0
141.0	21.0
142.0	27.0
143.0	49.0
144.0	62.0
145.0	35.0
146.0	23.0
147.0	41.0
148.0	35.0
149.0	51.0
150.0	27.0
151.0	32.0
152.0	29.0
153.0	34.0
154.0	37.0
155.0	48.0
156.0	31.0
157.0	30.0
158.0	44.0
159.0	34.0
160.0	38.0
161.0	38.0
162.0	32.0
163.0	48.0
164.0	37.0
165.0	30.0
166.0	31.0
167.0	21.0
168.0	22.0
169.0	32.0
170.0	46.0
171.0	42.0
172.0	32.0
173.0	31.0
174.0	46.0
175.0	30.0
176.0	51.0
177.0	44.0
178.0	42.0
179.0	46.0
180.0	33.0
181.0	35.0
182.0	48.0
183.0	26.0
184.0	35.0
185.0	31.0
186.0	30.0
187.0	20.0
188.0	21.0
189.0	30.0
190.0	56.0
191.0	31.0
192.0	31.0
193.0	37.0
194.0	53.0
195.0	55.0
196.0	37.0
197.0	49.0
198.0	45.0
199.0	61.0
200.0	61.0
201.0	67.0
202.0	68.0
203.0	61.0
204.0	53.0
205.0	63.0
206.0	87.0
207.0	89.0
208.0	101.0
209.0	126.0
210.0	128.0
211.0	132.0
212.0	140.0
213.0	138.0
214.0	167.0
215.0	174.0
216.0	160.0
217.0	158.0
218.0	170.0
219.0	192.0
220.0	179.0
221.0	250.0
222.0	208.0
223.0	266.0
224.0	239.0
225.0	268.0
226.0	305.0
227.0	314.0
228.0	316.0
229.0	331.0
230.0	352.0
231.0	379.0
232.0	376.0
233.0	381.0
234.0	434.0
235.0	416.0
236.0	457.0
237.0	461.0
238.0	548.0
239.0	514.0
240.0	540.0
241.0	500.0
242.0	580.0
243.0	578.0
244.0	641.0
245.0	625.0
246.0	654.0
247.0	645.0
248.0	708.0
249.0	753.0
250.0	716.0
251.0	720.0
252.0	728.0
253.0	755.0
254.0	698.0
255.0	724.0
256.0	787.0
257.0	753.0
258.0	790.0
259.0	908.0
260.0	849.0
261.0	849.0
262.0	881.0
263.0	832.0
264.0	824.0
265.0	865.0
266.0	825.0
267.0	852.0
268.0	913.0
269.0	844.0
270.0	831.0
271.0	788.0
272.0	852.0
273.0	748.0
274.0	777.0
275.0	763.0
276.0	872.0
277.0	818.0
278.0	866.0
279.0	779.0
280.0	756.0
281.0	773.0
282.0	728.0
283.0	725.0
284.0	733.0
285.0	634.0
286.0	663.0
287.0	657.0
288.0	708.0
289.0	665.0
290.0	652.0
291.0	574.0
292.0	594.0
293.0	494.0
294.0	553.0
295.0	554.0
296.0	458.0
297.0	513.0
298.0	486.0
299.0	445.0
300.0	435.0
301.0	391.0
302.0	427.0
303.0	398.0
304.0	386.0
305.0	397.0
306.0	358.0
307.0	381.0
308.0	330.0
309.0	318.0
310.0	318.0
311.0	274.0
312.0	245.0
313.0	292.0
314.0	234.0
315.0	208.0
316.0	188.0
317.0	232.0
318.0	218.0
319.0	179.0
320.0	218.0
321.0	151.0
322.0	171.0
323.0	140.0
324.0	166.0
325.0	174.0
326.0	150.0
327.0	151.0
328.0	128.0
329.0	137.0
330.0	112.0
331.0	118.0
332.0	99.0
333.0	115.0
334.0	107.0
335.0	104.0
336.0	98.0
337.0	93.0
338.0	96.0
339.0	104.0
340.0	95.0
341.0	95.0
342.0	86.0
343.0	98.0
344.0	76.0
345.0	75.0
346.0	100.0
347.0	117.0
348.0	112.0
349.0	71.0
350.0	104.0
351.0	76.0
352.0	71.0
353.0	78.0
354.0	63.0
355.0	69.0
356.0	53.0
357.0	56.0
358.0	71.0
359.0	83.0
360.0	72.0
361.0	75.0
362.0	68.0
363.0	77.0
364.0	70.0
365.0	56.0
366.0	61.0
367.0	59.0
368.0	84.0
369.0	45.0
370.0	53.0
371.0	54.0
372.0	55.0
373.0	64.0
374.0	62.0
375.0	55.0
376.0	72.0
377.0	45.0
378.0	54.0
379.0	43.0
380.0	43.0
381.0	53.0
382.0	54.0
383.0	33.0
384.0	37.0
385.0	35.0
386.0	29.0
387.0	33.0
388.0	27.0
389.0	46.0
390.0	35.0
391.0	43.0
392.0	20.0
393.0	33.0
394.0	30.0
395.0	31.0
396.0	23.0
397.0	39.0
398.0	20.0
399.0	37.0
400.0	37.0
401.0	35.0
402.0	29.0
403.0	25.0
404.0	37.0
405.0	38.0
406.0	40.0
407.0	20.0
408.0	26.0
409.0	42.0
410.0	30.0
411.0	35.0
412.0	20.0
413.0	31.0
414.0	18.0
415.0	22.0
416.0	15.0
417.0	26.0
418.0	19.0
419.0	18.0
420.0	25.0
421.0	12.0
422.0	10.0
423.0	26.0
424.0	19.0
425.0	18.0
426.0	24.0
427.0	11.0
428.0	16.0
429.0	17.0
430.0	21.0
431.0	26.0
432.0	23.0
433.0	18.0
434.0	13.0
435.0	24.0
436.0	16.0
437.0	17.0
438.0	4.0
439.0	14.0
440.0	20.0
441.0	17.0
442.0	8.0
443.0	16.0
444.0	17.0
445.0	9.0
446.0	9.0
447.0	9.0
448.0	13.0
449.0	12.0
450.0	13.0
451.0	14.0
452.0	19.0
453.0	17.0
454.0	13.0
455.0	15.0
456.0	9.0
457.0	11.0
458.0	16.0
459.0	14.0
460.0	11.0
461.0	12.0
462.0	18.0
463.0	24.0
464.0	16.0
465.0	17.0
466.0	11.0
467.0	12.0
468.0	7.0
469.0	5.0
470.0	10.0
471.0	4.0
472.0	5.0
473.0	8.0
474.0	4.0
475.0	8.0
476.0	6.0
477.0	4.0
478.0	4.0
479.0	7.0
480.0	10.0
481.0	4.0
482.0	7.0
483.0	3.0
484.0	5.0
485.0	4.0
486.0	3.0
487.0	7.0
488.0	2.0
489.0	4.0
490.0	3.0
491.0	3.0
492.0	4.0
493.0	1.0
494.0	2.0
495.0	3.0
496.0	11.0
497.0	6.0
498.0	2.0
499.0	8.0
500.0	3.0
501.0	8.0
502.0	5.0
503.0	3.0
504.0	2.0
