#Insert size (bp)	insert size
19.0	176.0
20.0	31.0
21.0	32.0
22.0	10.0
23.0	11.0
24.0	5.0
25.0	5.0
26.0	1.0
27.0	15.0
28.0	10.0
29.0	8.0
30.0	9.0
31.0	6.0
32.0	8.0
33.0	16.0
34.0	22.0
35.0	14.0
36.0	18.0
37.0	27.0
38.0	8.0
39.0	19.0
40.0	16.0
41.0	18.0
42.0	23.0
43.0	29.0
44.0	32.0
45.0	37.0
46.0	19.0
47.0	19.0
48.0	6.0
49.0	14.0
50.0	19.0
51.0	23.0
52.0	33.0
53.0	32.0
54.0	23.0
55.0	36.0
56.0	21.0
57.0	16.0
58.0	13.0
59.0	19.0
60.0	15.0
61.0	24.0
62.0	33.0
63.0	31.0
64.0	41.0
65.0	31.0
66.0	34.0
67.0	28.0
68.0	28.0
69.0	24.0
70.0	29.0
71.0	27.0
72.0	53.0
73.0	41.0
74.0	38.0
75.0	35.0
76.0	32.0
77.0	51.0
78.0	31.0
79.0	24.0
80.0	30.0
81.0	47.0
82.0	45.0
83.0	42.0
84.0	28.0
85.0	41.0
86.0	55.0
87.0	52.0
88.0	33.0
89.0	23.0
90.0	32.0
91.0	33.0
92.0	37.0
93.0	57.0
94.0	36.0
95.0	57.0
96.0	41.0
97.0	38.0
98.0	71.0
99.0	31.0
100.0	39.0
101.0	40.0
102.0	66.0
103.0	50.0
104.0	63.0
105.0	58.0
106.0	60.0
107.0	56.0
108.0	48.0
109.0	75.0
110.0	35.0
111.0	32.0
112.0	53.0
113.0	70.0
114.0	65.0
115.0	75.0
116.0	75.0
117.0	60.0
118.0	61.0
119.0	42.0
120.0	27.0
121.0	43.0
122.0	41.0
123.0	49.0
124.0	64.0
125.0	67.0
126.0	83.0
127.0	65.0
128.0	61.0
129.0	45.0
130.0	56.0
131.0	42.0
132.0	65.0
133.0	61.0
134.0	61.0
135.0	80.0
136.0	85.0
137.0	88.0
138.0	68.0
139.0	73.0
140.0	88.0
141.0	71.0
142.0	64.0
143.0	73.0
144.0	62.0
145.0	96.0
146.0	98.0
147.0	87.0
148.0	94.0
149.0	96.0
150.0	84.0
151.0	77.0
152.0	52.0
153.0	96.0
154.0	78.0
155.0	91.0
156.0	100.0
157.0	100.0
158.0	112.0
159.0	111.0
160.0	103.0
161.0	85.0
162.0	75.0
163.0	83.0
164.0	91.0
165.0	77.0
166.0	101.0
167.0	104.0
168.0	134.0
169.0	114.0
170.0	94.0
171.0	111.0
172.0	101.0
173.0	104.0
174.0	92.0
175.0	120.0
176.0	138.0
177.0	135.0
178.0	132.0
179.0	148.0
180.0	147.0
181.0	104.0
182.0	108.0
183.0	102.0
184.0	129.0
185.0	121.0
186.0	121.0
187.0	143.0
188.0	135.0
189.0	149.0
190.0	151.0
191.0	127.0
192.0	113.0
193.0	128.0
194.0	211.0
195.0	151.0
196.0	147.0
197.0	262.0
198.0	157.0
199.0	192.0
200.0	192.0
201.0	168.0
202.0	164.0
203.0	151.0
204.0	138.0
205.0	161.0
206.0	155.0
207.0	162.0
208.0	172.0
209.0	178.0
210.0	207.0
211.0	164.0
212.0	178.0
213.0	227.0
214.0	181.0
215.0	179.0
216.0	204.0
217.0	203.0
218.0	208.0
219.0	257.0
220.0	218.0
221.0	275.0
222.0	228.0
223.0	170.0
224.0	185.0
225.0	191.0
226.0	192.0
227.0	197.0
228.0	233.0
229.0	228.0
230.0	252.0
231.0	235.0
232.0	236.0
233.0	231.0
234.0	212.0
235.0	204.0
236.0	228.0
237.0	216.0
238.0	250.0
239.0	280.0
240.0	246.0
241.0	244.0
242.0	281.0
243.0	220.0
244.0	264.0
245.0	261.0
246.0	238.0
247.0	248.0
248.0	255.0
249.0	301.0
250.0	261.0
251.0	251.0
252.0	305.0
253.0	302.0
254.0	297.0
255.0	283.0
256.0	268.0
257.0	245.0
258.0	292.0
259.0	278.0
260.0	290.0
261.0	291.0
262.0	274.0
263.0	307.0
264.0	290.0
265.0	310.0
266.0	297.0
267.0	299.0
268.0	308.0
269.0	321.0
270.0	300.0
271.0	312.0
272.0	306.0
273.0	311.0
274.0	338.0
275.0	297.0
276.0	281.0
277.0	296.0
278.0	326.0
279.0	357.0
280.0	333.0
281.0	344.0
282.0	332.0
283.0	390.0
284.0	357.0
285.0	339.0
286.0	297.0
287.0	307.0
288.0	342.0
289.0	337.0
290.0	334.0
291.0	367.0
292.0	343.0
293.0	383.0
294.0	393.0
295.0	348.0
296.0	374.0
297.0	339.0
298.0	353.0
299.0	375.0
300.0	368.0
301.0	411.0
302.0	335.0
303.0	380.0
304.0	382.0
305.0	360.0
306.0	381.0
307.0	336.0
308.0	361.0
309.0	382.0
310.0	369.0
311.0	364.0
312.0	361.0
313.0	358.0
314.0	358.0
315.0	331.0
316.0	361.0
317.0	326.0
318.0	336.0
319.0	341.0
320.0	386.0
321.0	362.0
322.0	351.0
323.0	326.0
324.0	415.0
325.0	367.0
326.0	331.0
327.0	339.0
328.0	381.0
329.0	365.0
330.0	358.0
331.0	360.0
332.0	380.0
333.0	379.0
334.0	385.0
335.0	345.0
336.0	333.0
337.0	354.0
338.0	379.0
339.0	367.0
340.0	337.0
341.0	349.0
342.0	332.0
343.0	354.0
344.0	351.0
345.0	345.0
346.0	358.0
347.0	316.0
348.0	306.0
349.0	308.0
350.0	333.0
351.0	292.0
352.0	315.0
353.0	363.0
354.0	352.0
355.0	317.0
356.0	337.0
357.0	320.0
358.0	314.0
359.0	327.0
360.0	335.0
361.0	331.0
362.0	327.0
363.0	304.0
364.0	327.0
365.0	327.0
366.0	305.0
367.0	314.0
368.0	325.0
369.0	293.0
370.0	282.0
371.0	278.0
372.0	307.0
373.0	315.0
374.0	322.0
375.0	299.0
376.0	332.0
377.0	293.0
378.0	300.0
379.0	303.0
380.0	257.0
381.0	271.0
382.0	266.0
383.0	258.0
384.0	331.0
385.0	308.0
386.0	289.0
387.0	309.0
388.0	295.0
389.0	258.0
390.0	251.0
391.0	263.0
392.0	247.0
393.0	252.0
394.0	235.0
395.0	272.0
396.0	256.0
397.0	256.0
398.0	248.0
399.0	259.0
400.0	216.0
401.0	237.0
402.0	267.0
403.0	251.0
404.0	259.0
405.0	262.0
406.0	251.0
407.0	235.0
408.0	224.0
409.0	237.0
410.0	219.0
411.0	222.0
412.0	203.0
413.0	228.0
414.0	248.0
415.0	202.0
416.0	250.0
417.0	221.0
418.0	195.0
419.0	235.0
420.0	196.0
421.0	216.0
422.0	200.0
423.0	229.0
424.0	215.0
425.0	203.0
426.0	235.0
427.0	201.0
428.0	245.0
429.0	203.0
430.0	219.0
431.0	177.0
432.0	208.0
433.0	185.0
434.0	197.0
435.0	182.0
436.0	193.0
437.0	193.0
438.0	184.0
439.0	189.0
440.0	174.0
441.0	190.0
442.0	193.0
443.0	196.0
444.0	153.0
445.0	182.0
446.0	191.0
447.0	161.0
448.0	174.0
449.0	138.0
450.0	166.0
451.0	158.0
452.0	174.0
453.0	175.0
454.0	147.0
455.0	150.0
456.0	153.0
457.0	173.0
458.0	168.0
459.0	158.0
460.0	152.0
461.0	174.0
462.0	131.0
463.0	167.0
464.0	140.0
465.0	154.0
466.0	134.0
467.0	143.0
468.0	146.0
469.0	153.0
470.0	136.0
471.0	141.0
472.0	140.0
473.0	128.0
474.0	118.0
475.0	117.0
476.0	122.0
477.0	120.0
478.0	130.0
479.0	145.0
480.0	133.0
481.0	155.0
482.0	130.0
483.0	108.0
484.0	117.0
485.0	100.0
486.0	142.0
487.0	117.0
488.0	134.0
489.0	109.0
490.0	122.0
491.0	106.0
492.0	120.0
493.0	107.0
494.0	113.0
495.0	104.0
496.0	95.0
497.0	96.0
498.0	113.0
499.0	109.0
500.0	101.0
501.0	109.0
502.0	107.0
503.0	97.0
504.0	87.0
505.0	96.0
506.0	94.0
507.0	92.0
508.0	93.0
509.0	81.0
510.0	81.0
511.0	102.0
512.0	89.0
513.0	92.0
514.0	88.0
515.0	81.0
516.0	75.0
517.0	76.0
518.0	103.0
519.0	67.0
520.0	82.0
521.0	87.0
522.0	70.0
523.0	93.0
524.0	79.0
525.0	86.0
526.0	95.0
527.0	83.0
528.0	83.0
529.0	75.0
530.0	82.0
531.0	75.0
532.0	89.0
533.0	67.0
534.0	71.0
535.0	63.0
536.0	68.0
537.0	81.0
538.0	63.0
539.0	70.0
540.0	69.0
541.0	60.0
542.0	62.0
543.0	72.0
544.0	66.0
545.0	59.0
546.0	58.0
547.0	72.0
548.0	63.0
549.0	60.0
550.0	59.0
551.0	63.0
552.0	71.0
553.0	69.0
554.0	55.0
555.0	49.0
556.0	57.0
557.0	66.0
558.0	42.0
559.0	48.0
560.0	66.0
561.0	63.0
562.0	54.0
563.0	57.0
564.0	58.0
565.0	59.0
566.0	54.0
567.0	41.0
568.0	47.0
569.0	53.0
570.0	52.0
571.0	44.0
572.0	53.0
573.0	45.0
574.0	47.0
575.0	52.0
576.0	34.0
577.0	41.0
578.0	32.0
579.0	32.0
580.0	47.0
581.0	43.0
582.0	37.0
583.0	29.0
584.0	40.0
585.0	53.0
586.0	38.0
587.0	32.0
588.0	43.0
589.0	44.0
590.0	31.0
591.0	36.0
592.0	46.0
593.0	34.0
594.0	35.0
595.0	37.0
596.0	45.0
597.0	39.0
598.0	33.0
599.0	33.0
600.0	31.0
601.0	24.0
602.0	24.0
603.0	35.0
604.0	36.0
605.0	32.0
606.0	37.0
607.0	36.0
608.0	28.0
609.0	34.0
610.0	32.0
611.0	25.0
612.0	24.0
613.0	32.0
614.0	28.0
615.0	20.0
616.0	34.0
617.0	25.0
618.0	24.0
619.0	36.0
620.0	26.0
621.0	21.0
622.0	21.0
623.0	32.0
624.0	22.0
625.0	20.0
626.0	20.0
627.0	21.0
628.0	23.0
629.0	19.0
630.0	23.0
631.0	20.0
632.0	24.0
633.0	18.0
634.0	22.0
635.0	23.0
636.0	17.0
637.0	13.0
638.0	23.0
639.0	20.0
640.0	22.0
641.0	24.0
642.0	18.0
643.0	10.0
644.0	20.0
645.0	22.0
646.0	20.0
647.0	22.0
648.0	23.0
649.0	12.0
650.0	15.0
651.0	19.0
652.0	18.0
653.0	12.0
654.0	18.0
655.0	19.0
656.0	11.0
657.0	12.0
658.0	18.0
659.0	13.0
660.0	19.0
661.0	10.0
662.0	13.0
663.0	21.0
664.0	12.0
665.0	7.0
666.0	5.0
667.0	15.0
668.0	11.0
669.0	12.0
670.0	11.0
671.0	15.0
672.0	15.0
673.0	22.0
674.0	14.0
675.0	11.0
676.0	11.0
677.0	7.0
678.0	14.0
679.0	12.0
680.0	11.0
681.0	6.0
682.0	8.0
683.0	13.0
684.0	6.0
685.0	14.0
686.0	9.0
687.0	10.0
688.0	7.0
689.0	7.0
690.0	15.0
691.0	10.0
692.0	8.0
693.0	6.0
694.0	12.0
695.0	12.0
696.0	11.0
697.0	6.0
698.0	7.0
699.0	4.0
700.0	4.0
701.0	10.0
702.0	12.0
703.0	5.0
704.0	5.0
705.0	7.0
706.0	8.0
707.0	9.0
708.0	7.0
709.0	7.0
710.0	5.0
711.0	11.0
712.0	8.0
713.0	10.0
714.0	6.0
715.0	10.0
716.0	4.0
717.0	5.0
718.0	6.0
719.0	6.0
720.0	5.0
721.0	5.0
722.0	6.0
723.0	10.0
724.0	14.0
725.0	4.0
726.0	3.0
727.0	7.0
728.0	5.0
729.0	4.0
730.0	8.0
731.0	3.0
732.0	3.0
733.0	2.0
734.0	10.0
735.0	8.0
736.0	3.0
737.0	6.0
738.0	6.0
739.0	5.0
740.0	6.0
741.0	3.0
742.0	7.0
743.0	4.0
744.0	4.0
745.0	6.0
746.0	8.0
747.0	8.0
748.0	4.0
749.0	3.0
750.0	7.0
751.0	3.0
752.0	5.0
753.0	7.0
754.0	6.0
755.0	5.0
757.0	4.0
758.0	3.0
759.0	1.0
760.0	2.0
761.0	2.0
762.0	1.0
763.0	6.0
764.0	2.0
765.0	1.0
766.0	4.0
767.0	1.0
768.0	2.0
769.0	4.0
770.0	2.0
771.0	1.0
772.0	2.0
773.0	5.0
774.0	4.0
776.0	6.0
777.0	4.0
778.0	4.0
779.0	4.0
780.0	5.0
781.0	1.0
782.0	2.0
783.0	4.0
784.0	4.0
785.0	2.0
786.0	6.0
787.0	1.0
788.0	3.0
789.0	2.0
790.0	4.0
791.0	1.0
792.0	1.0
793.0	3.0
794.0	5.0
795.0	1.0
796.0	2.0
797.0	2.0
798.0	1.0
799.0	3.0
800.0	1.0
