#Coverage	Number of genomic locations
0.0	465335.0
1.0	2756.0
2.0	2327.0
3.0	2197.0
4.0	1555.0
5.0	1218.0
6.0	1235.0
7.0	1280.0
8.0	1308.0
9.0	1283.0
10.0	1315.0
11.0	970.0
12.0	991.0
13.0	858.0
14.0	977.0
15.0	989.0
16.0	1060.0
17.0	642.0
18.0	676.0
19.0	717.0
20.0	776.0
21.0	753.0
22.0	760.0
23.0	887.0
24.0	835.0
25.0	793.0
26.0	894.0
27.0	858.0
28.0	897.0
29.0	849.0
30.0	851.0
31.0	866.0
32.0	942.0
33.0	1054.0
34.0	981.0
35.0	1166.0
36.0	957.0
37.0	1116.0
38.0	1270.0
39.0	1408.0
40.0	1607.0
41.0	1846.0
42.0	2133.0
43.0	2588.0
44.0	2698.0
45.0	3040.0
46.0	3703.0
47.0	4473.0
48.0	5178.0
49.0	6213.0
50.0	7060.0
51.0	8502.0
52.0	10151.0
53.0	12274.0
54.0	13920.0
55.0	15848.0
56.0	19542.0
57.0	21997.0
58.0	25407.0
59.0	28959.0
60.0	32663.0
61.0	38168.0
62.0	42894.0
63.0	48178.0
64.0	53489.0
65.0	59193.0
66.0	64898.0
67.0	71920.0
68.0	77404.0
69.0	83956.0
70.0	90530.0
71.0	96117.0
72.0	103507.0
73.0	109962.0
74.0	115281.0
75.0	118650.0
76.0	123924.0
77.0	127058.0
78.0	130401.0
79.0	133237.0
80.0	135949.0
81.0	137547.0
82.0	137334.0
83.0	138099.0
84.0	137040.0
85.0	135365.0
86.0	134880.0
87.0	131577.0
88.0	128356.0
89.0	125566.0
90.0	120775.0
91.0	117533.0
92.0	112488.0
93.0	107245.0
94.0	102715.0
95.0	96222.0
96.0	90310.0
97.0	84541.0
98.0	79197.0
99.0	74211.0
100.0	68616.0
101.0	63477.0
102.0	57369.0
103.0	53306.0
104.0	49016.0
105.0	44805.0
106.0	40528.0
107.0	37140.0
108.0	33669.0
109.0	29660.0
110.0	26757.0
111.0	23833.0
112.0	21142.0
113.0	18822.0
114.0	16453.0
115.0	14836.0
116.0	13039.0
117.0	11574.0
118.0	10106.0
119.0	8958.0
120.0	7854.0
121.0	6766.0
122.0	5974.0
123.0	5224.0
124.0	4279.0
125.0	3745.0
126.0	3165.0
127.0	2768.0
128.0	2281.0
129.0	1964.0
130.0	1710.0
131.0	1448.0
132.0	1184.0
133.0	1038.0
134.0	874.0
135.0	735.0
136.0	559.0
137.0	488.0
138.0	422.0
139.0	354.0
140.0	314.0
141.0	359.0
142.0	260.0
143.0	253.0
144.0	211.0
145.0	164.0
146.0	169.0
147.0	110.0
148.0	162.0
149.0	158.0
150.0	155.0
151.0	190.0
152.0	192.0
153.0	204.0
154.0	158.0
155.0	196.0
156.0	174.0
157.0	125.0
158.0	170.0
159.0	125.0
160.0	131.0
161.0	123.0
162.0	125.0
163.0	155.0
164.0	122.0
165.0	128.0
166.0	105.0
167.0	99.0
168.0	132.0
169.0	128.0
170.0	119.0
171.0	225.0
172.0	134.0
173.0	95.0
174.0	178.0
175.0	154.0
176.0	113.0
177.0	126.0
178.0	97.0
179.0	98.0
180.0	143.0
181.0	122.0
182.0	101.0
183.0	86.0
184.0	97.0
185.0	101.0
186.0	99.0
187.0	113.0
188.0	88.0
189.0	91.0
190.0	86.0
191.0	110.0
192.0	126.0
193.0	116.0
194.0	136.0
195.0	104.0
196.0	89.0
197.0	114.0
198.0	138.0
199.0	90.0
200.0	87.0
201.0	97.0
202.0	96.0
203.0	102.0
204.0	92.0
205.0	82.0
206.0	150.0
207.0	140.0
208.0	96.0
209.0	97.0
210.0	94.0
211.0	92.0
212.0	88.0
213.0	88.0
214.0	96.0
215.0	84.0
216.0	117.0
217.0	113.0
218.0	101.0
219.0	116.0
220.0	93.0
221.0	111.0
222.0	95.0
223.0	112.0
224.0	104.0
225.0	131.0
226.0	126.0
227.0	141.0
228.0	134.0
229.0	126.0
230.0	144.0
231.0	167.0
232.0	140.0
233.0	110.0
234.0	185.0
235.0	141.0
236.0	103.0
237.0	143.0
238.0	117.0
239.0	154.0
240.0	137.0
241.0	128.0
242.0	107.0
243.0	129.0
244.0	128.0
245.0	143.0
246.0	116.0
247.0	117.0
248.0	145.0
249.0	142.0
250.0	114.0
251.0	128.0
252.0	152.0
253.0	118.0
254.0	138.0
255.0	114.0
256.0	116.0
257.0	129.0
258.0	139.0
259.0	150.0
260.0	109.0
261.0	107.0
262.0	117.0
263.0	111.0
264.0	114.0
265.0	107.0
266.0	144.0
267.0	123.0
268.0	106.0
269.0	100.0
270.0	101.0
271.0	96.0
272.0	138.0
273.0	116.0
274.0	115.0
275.0	134.0
276.0	110.0
277.0	118.0
278.0	109.0
279.0	112.0
280.0	115.0
281.0	120.0
282.0	146.0
283.0	127.0
284.0	124.0
285.0	137.0
286.0	156.0
287.0	118.0
288.0	138.0
289.0	151.0
290.0	114.0
291.0	104.0
292.0	114.0
293.0	76.0
294.0	93.0
295.0	118.0
296.0	95.0
297.0	104.0
298.0	129.0
299.0	94.0
300.0	95.0
301.0	97.0
302.0	83.0
303.0	106.0
304.0	121.0
305.0	108.0
306.0	124.0
307.0	99.0
308.0	131.0
309.0	120.0
310.0	140.0
311.0	89.0
312.0	136.0
313.0	107.0
314.0	105.0
315.0	116.0
316.0	118.0
317.0	125.0
318.0	121.0
319.0	111.0
320.0	146.0
321.0	118.0
322.0	133.0
323.0	157.0
324.0	126.0
325.0	156.0
326.0	131.0
327.0	160.0
328.0	138.0
329.0	129.0
330.0	108.0
331.0	132.0
332.0	137.0
333.0	128.0
334.0	147.0
335.0	128.0
336.0	132.0
337.0	111.0
338.0	106.0
339.0	126.0
340.0	181.0
341.0	128.0
342.0	128.0
343.0	136.0
344.0	136.0
345.0	158.0
346.0	176.0
347.0	193.0
348.0	173.0
349.0	165.0
350.0	158.0
351.0	167.0
352.0	160.0
353.0	189.0
354.0	144.0
355.0	204.0
356.0	164.0
357.0	162.0
358.0	168.0
359.0	186.0
360.0	167.0
361.0	157.0
362.0	165.0
363.0	149.0
364.0	155.0
365.0	190.0
366.0	172.0
367.0	163.0
368.0	189.0
369.0	224.0
370.0	212.0
371.0	214.0
372.0	185.0
373.0	211.0
374.0	208.0
375.0	231.0
376.0	246.0
377.0	216.0
378.0	214.0
379.0	243.0
380.0	218.0
381.0	207.0
382.0	195.0
383.0	169.0
384.0	192.0
385.0	185.0
386.0	178.0
387.0	219.0
388.0	182.0
389.0	196.0
390.0	163.0
391.0	221.0
392.0	191.0
393.0	200.0
394.0	239.0
395.0	246.0
396.0	227.0
397.0	219.0
398.0	216.0
399.0	179.0
