JAJIVQ010000011.1_tRNA1_Glu	70006	70081
JAJIVQ010000011.1_tRNA2_Ala	70129	70204
JAJIVQ010000011.1_tRNA3_Glu	70954	71029
JAJIVQ010000011.1_tRNA4_Ala	71077	71152
JAJIVQ010000016.1_tRNA1_Leu	65577	65663
JAJIVQ010000001.1_tRNA1_Ser	19475	19565
JAJIVQ010000001.1_tRNA2_Asp	27268	27344
JAJIVQ010000001.1_tRNA3_Asp	27439	27515
JAJIVQ010000001.1_tRNA4_Val	27544	27618
JAJIVQ010000001.1_tRNA5_Leu	34357	34441
JAJIVQ010000001.1_tRNA6_Lys	36352	36427
JAJIVQ010000001.1_tRNA7_His	36521	36597
JAJIVQ010000001.1_tRNA8_Arg	36630	36706
JAJIVQ010000001.1_tRNA9_Pro	36749	36825
JAJIVQ010000020.1_tRNA1_Leu	242079	242158
JAJIVQ010000023.1_tRNA1_Ser	38949	39041
JAJIVQ010000033.1_tRNA1_Lys	48974	49049
JAJIVQ010000037.1_tRNA1_Val	65445	65519
JAJIVQ010000038.1_tRNA1_Met	86727	86802
JAJIVQ010000060.1_tRNA1_Phe	52779	52854
JAJIVQ010000060.1_tRNA2_Pro	81450	81526
JAJIVQ010000069.1_tRNA1_Gly	50054	50129
JAJIVQ010000069.1_tRNA2_Cys	50211	50284
