JAJIVQ010000016.1_1 # 592 # 1839 # -1 # ID=7_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.502	PF00589.RP35	5.580E-14	64
JAJIVQ010000066.1_85 # 73335 # 74555 # -1 # ID=62_85;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;genetic_code=11;gc_cont=0.606	PF00589.RP35	5.639E-10	51
JAJIVQ010000069.1_25 # 19396 # 20667 # -1 # ID=66_25;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.686	PF00589.RP35	2.050E-12	59
JAJIVQ010000073.1_135 # 150233 # 151447 # 1 # ID=70_135;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.614	PRK09692	1.296E-73	244
JAJIVQ010000074.1_2 # 735 # 1682 # 1 # ID=71_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.650	TIGR02249	8.339E-153	469
JAJIVQ010000011.1_59 # 64990 # 66216 # 1 # ID=2_59;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.673	PRK09692	6.354E-75	248
JAJIVQ010000066.1_94 # 82736 # 83704 # -1 # ID=62_94;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.682	PF00589.RP35	2.963E-14	64
JAJIVQ010000011.1_98 # 109317 # 110597 # 1 # ID=2_98;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.605	PRK09692	1.351E-52	183
JAJIVQ010000073.1_7 # 3276 # 4478 # -1 # ID=70_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.629	PRK09692	3.646E-45	160
JAJIVQ010000001.1_22 # 17905 # 19386 # -1 # ID=10_22;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.503	PF00589.RP35	2.692E-12	59
JAJIVQ010000019.1_4 # 8763 # 9854 # -1 # ID=11_4;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.680	TIGR02225	5.438E-118	371
