#Coverage	Number of genomic locations
0.0	1386.0
1.0	3.0
2.0	30.0
3.0	145.0
4.0	128.0
5.0	108.0
6.0	51.0
7.0	131.0
8.0	55.0
9.0	53.0
10.0	31.0
11.0	41.0
12.0	39.0
13.0	59.0
14.0	41.0
15.0	11.0
16.0	22.0
17.0	64.0
18.0	59.0
19.0	46.0
20.0	65.0
21.0	76.0
22.0	77.0
23.0	100.0
24.0	46.0
25.0	36.0
26.0	35.0
27.0	54.0
28.0	21.0
29.0	19.0
30.0	16.0
31.0	14.0
32.0	17.0
33.0	15.0
34.0	22.0
35.0	36.0
36.0	29.0
37.0	40.0
38.0	12.0
39.0	20.0
40.0	26.0
41.0	24.0
42.0	38.0
43.0	28.0
44.0	30.0
45.0	32.0
46.0	27.0
47.0	15.0
48.0	56.0
49.0	53.0
50.0	90.0
51.0	64.0
52.0	85.0
53.0	98.0
54.0	101.0
55.0	89.0
56.0	94.0
57.0	99.0
58.0	108.0
59.0	127.0
60.0	198.0
61.0	199.0
62.0	278.0
63.0	334.0
64.0	365.0
65.0	336.0
66.0	397.0
67.0	483.0
68.0	471.0
69.0	685.0
70.0	761.0
71.0	949.0
72.0	965.0
73.0	1031.0
74.0	1192.0
75.0	1286.0
76.0	1422.0
77.0	1636.0
78.0	1841.0
79.0	2095.0
80.0	2341.0
81.0	2584.0
82.0	2839.0
83.0	3076.0
84.0	3391.0
85.0	3694.0
86.0	3978.0
87.0	4146.0
88.0	4328.0
89.0	4187.0
90.0	4552.0
91.0	4422.0
92.0	4569.0
93.0	4707.0
94.0	4934.0
95.0	4960.0
96.0	4785.0
97.0	4674.0
98.0	4746.0
99.0	4667.0
100.0	4642.0
101.0	4413.0
102.0	4130.0
103.0	4110.0
104.0	3779.0
105.0	3466.0
106.0	3367.0
107.0	3200.0
108.0	3077.0
109.0	2909.0
110.0	2599.0
111.0	2433.0
112.0	2198.0
113.0	1942.0
114.0	1567.0
115.0	1481.0
116.0	1344.0
117.0	1165.0
118.0	972.0
119.0	911.0
120.0	760.0
121.0	710.0
122.0	562.0
123.0	431.0
124.0	403.0
125.0	406.0
126.0	334.0
127.0	249.0
128.0	179.0
129.0	150.0
130.0	110.0
131.0	93.0
132.0	60.0
133.0	35.0
134.0	45.0
135.0	63.0
136.0	26.0
137.0	41.0
138.0	23.0
139.0	25.0
140.0	22.0
141.0	19.0
142.0	8.0
143.0	11.0
144.0	9.0
145.0	14.0
146.0	20.0
147.0	15.0
148.0	9.0
149.0	1.0
150.0	5.0
151.0	1.0
152.0	3.0
153.0	11.0
154.0	9.0
155.0	2.0
