gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JBHJBN010000023.1_1	2	130	129	1	0.612	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_2	645	1466	822	1	0.695	11	None	GENOMAD.023008.PP	2.145e-161	503	0	1	0	1	NA	NA	NA	PF02387	NA
JBHJBN010000023.1_3	2351	3160	810	1	0.606	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_4	3174	4199	1026	1	0.621	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_5	4252	4581	330	1	0.494	11	GGAG/GAGG	GENOMAD.110060.PV	2.539e-05	44	0	0	0	1	NA	NA	NA	PF03333;COG1342;TIGR03879;K02479	Adhesin biosynthesis transcription regulatory protein
JBHJBN010000023.1_6	4584	4751	168	1	0.607	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_7	5005	5394	390	-1	0.654	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_8	5407	6114	708	-1	0.565	11	GGAG/GAGG	GENOMAD.123110.PV	8.389e-57	199	0	0	0	1	NA	NA	NA	PF07755;COG0132;TIGR03371	Dethiobiotin synthetase
JBHJBN010000023.1_9	6111	6557	447	-1	0.539	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_10	6905	7300	396	1	0.611	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_11	7408	8028	621	1	0.604	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_12	8032	8568	537	1	0.607	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_13	8709	10283	1575	1	0.617	11	AGGAG	GENOMAD.228061.PC	3.6e-05	49	0	1	0	1	NA	t4cp2	NA	PF10412;COG3505;TIGR02759	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
JBHJBN010000023.1_14	10297	13272	2976	1	0.649	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_15	13341	13664	324	-1	0.593	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_16	13664	13882	219	-1	0.616	11	GGAG/GAGG	GENOMAD.128941.PC	4.534e-30	113	0	0	0	1	NA	NA	NA	PF11455	Antitoxin MazE-like
JBHJBN010000023.1_17	14019	14405	387	-1	0.610	11	AGGAG	GENOMAD.113538.PP	2.373e-63	212	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_18	14482	14901	420	-1	0.540	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_19	15027	15938	912	-1	0.651	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_20	15925	16947	1023	-1	0.580	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_21	16958	18178	1221	-1	0.645	11	GGxGG	GENOMAD.106848.PC	6.123e-225	694	0	1	0	1	NA	T_virB10	NA	PF03743	Bacterial conjugation TrbI-like protein
JBHJBN010000023.1_22	18180	18962	783	-1	0.576	11	AGGA	GENOMAD.112644.PC	1.275e-117	376	0	1	0	1	NA	T_virB9	NA	PF03524;K03204;TIGR02781;COG3504	P-type conjugative transfer protein VirB9
JBHJBN010000023.1_23	18987	19661	675	-1	0.588	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_24	19658	20524	867	-1	0.522	11	GGA/GAG/AGG	GENOMAD.117368.PC	1.082e-150	473	0	1	0	1	NA	T_virB6	NA	PF04610;COG3704;TIGR02783;K03201	Type IV secretory pathway, VirB6 components
JBHJBN010000023.1_25	20512	20919	408	-1	0.554	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_26	20912	21124	213	-1	0.535	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_27	21176	21835	660	-1	0.600	11	AGGAG	GENOMAD.105322.PC	1.278e-114	365	0	1	0	1	NA	T_virB5	NA	PF07996;K03200;TIGR02791;COG5314	P-type DNA transfer protein VirB5
JBHJBN010000023.1_28	21838	24507	2670	-1	0.592	11	GGA/GAG/AGG	GENOMAD.108687.PC	2.172e-38	159	0	1	0	1	NA	virb4	NA	PF19044;PF03135;PF05101;K03199;TIGR00929;COG3451	type IV secretion/conjugal transfer ATPase, VirB4 family
JBHJBN010000023.1_29	24494	24793	300	-1	0.547	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_30	24790	25161	372	-1	0.583	11	GGAG/GAGG	GENOMAD.044601.PP	1.391e-66	221	0	1	0	1	NA	NA	NA	PF04956;K03197;COG3838	TrbC/VIRB2 pilin
JBHJBN010000023.1_31	25189	25458	270	-1	0.470	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_32	26079	26342	264	1	0.576	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_33	26336	27181	846	1	0.639	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_34	27412	28062	651	1	0.621	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_35	28372	28695	324	1	0.546	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_36	29340	30413	1074	1	0.615	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_37	30789	30995	207	-1	0.676	11	GGA/GAG/AGG	GENOMAD.141865.PV	9.787e-36	129	0	0	0	1	NA	NA	NA	PF20090	NA
JBHJBN010000023.1_38	31457	31789	333	1	0.538	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_39	31814	32176	363	-1	0.570	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_40	32629	32916	288	1	0.594	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000023.1_41	33006	33257	252	1	0.591	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
