#Coverage	Number of genomic locations
0.0	458637.0
1.0	3984.0
2.0	3388.0
3.0	2472.0
4.0	2764.0
5.0	1870.0
6.0	1941.0
7.0	1839.0
8.0	1761.0
9.0	1480.0
10.0	1626.0
11.0	1531.0
12.0	1571.0
13.0	1135.0
14.0	1573.0
15.0	1485.0
16.0	1642.0
17.0	1782.0
18.0	1765.0
19.0	2063.0
20.0	2386.0
21.0	2636.0
22.0	2890.0
23.0	3679.0
24.0	4062.0
25.0	5481.0
26.0	7046.0
27.0	9341.0
28.0	12212.0
29.0	14936.0
30.0	19333.0
31.0	24004.0
32.0	29190.0
33.0	36144.0
34.0	44149.0
35.0	53890.0
36.0	63382.0
37.0	73672.0
38.0	85659.0
39.0	96490.0
40.0	108348.0
41.0	121483.0
42.0	134672.0
43.0	147117.0
44.0	158337.0
45.0	169267.0
46.0	177104.0
47.0	185495.0
48.0	188900.0
49.0	192126.0
50.0	194030.0
51.0	191276.0
52.0	191931.0
53.0	186986.0
54.0	181714.0
55.0	174393.0
56.0	165809.0
57.0	155562.0
58.0	146389.0
59.0	135353.0
60.0	124461.0
61.0	113756.0
62.0	102869.0
63.0	93595.0
64.0	84791.0
65.0	76253.0
66.0	67409.0
67.0	59479.0
68.0	51992.0
69.0	45212.0
70.0	39022.0
71.0	33372.0
72.0	28010.0
73.0	24119.0
74.0	19642.0
75.0	17690.0
76.0	14849.0
77.0	12347.0
78.0	10148.0
79.0	8440.0
80.0	6905.0
81.0	5673.0
82.0	4671.0
83.0	3739.0
84.0	3106.0
85.0	2421.0
86.0	2034.0
87.0	1703.0
88.0	1542.0
89.0	1253.0
90.0	1008.0
91.0	977.0
92.0	743.0
93.0	608.0
94.0	503.0
95.0	551.0
96.0	509.0
97.0	474.0
98.0	541.0
99.0	478.0
100.0	387.0
101.0	362.0
102.0	278.0
103.0	452.0
104.0	341.0
105.0	381.0
106.0	307.0
107.0	390.0
108.0	449.0
109.0	404.0
110.0	465.0
111.0	490.0
112.0	493.0
113.0	433.0
