#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	7.595811669445467E-6
28.0	0.0
29.0	7.595811669445467E-6
30.0	7.595811669445467E-6
31.0	3.7979058347227337E-6
32.0	1.8989529173613668E-5
33.0	2.2787435008336404E-5
34.0	3.7979058347227335E-5
35.0	5.3170681686118273E-5
36.0	1.0634136337223653E-4
37.0	1.367246100500184E-4
38.0	1.5571413922363207E-4
39.0	2.0888482090975033E-4
40.0	4.367591709931144E-4
41.0	5.886754043820238E-4
42.0	6.380481802334192E-4
43.0	8.051560369612196E-4
44.0	9.532743645154062E-4
45.0	0.0013216712304835116
46.0	0.0016634827556085573
47.0	0.0018571759531794169
48.0	0.0021496147024530677
49.0	0.002552192720933677
50.0	0.003102889066968474
51.0	0.004040971808144989
52.0	0.004040971808144989
53.0	0.005563932047868805
54.0	0.007390724754370439
55.0	0.008871908029912307
56.0	0.011302567764134856
57.0	0.015863852671636862
58.0	0.02080872606844586
59.0	0.028039938777757945
60.0	0.03684728240847997
61.0	0.046642081556229883
62.0	0.05927771426835243
63.0	0.07038658883491643
64.0	0.07906860157309259
65.0	0.08511106975613647
66.0	0.0875227399611854
67.0	0.08520601740200454
68.0	0.07925849686482873
69.0	0.0683774966483481
70.0	0.05571148068954779
71.0	0.04250236419638212
72.0	0.030968124176329173
73.0	0.020637820305883337
74.0	0.012859709156371179
75.0	0.007941421100405237
76.0	0.004234665005715848
77.0	0.0023205204650155902
78.0	0.0012533089254585022
79.0	5.772816868778556E-4
80.0	3.418115251250461E-4
81.0	1.2153298671112748E-4
82.0	2.27874350083364E-5
83.0	3.7979058347227337E-6
84.0	3.7979058347227337E-6
85.0	3.7979058347227337E-6
86.0	3.7979058347227337E-6
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	3.7979058347227337E-6
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	3.038324667778187E-5
