JAJITJ010000109.1_tRNA1_Glu	69975	70050
JAJITJ010000109.1_tRNA2_Ala	70098	70173
JAJITJ010000109.1_tRNA3_Glu	70923	70998
JAJITJ010000109.1_tRNA4_Ala	71046	71121
JAJITJ010000031.1_tRNA1_Ser	38949	39041
JAJITJ010000043.1_tRNA1_Leu	128073	128152
JAJITJ010000044.1_tRNA1_Phe	29348	29423
JAJITJ010000044.1_tRNA2_Pro	58019	58095
JAJITJ010000044.1_tRNA3_Val	93330	93404
JAJITJ010000044.1_tRNA4_Asn	96254	96330
JAJITJ010000044.1_tRNA5_Met	124982	125058
JAJITJ010000044.1_tRNA6_Leu	140185	140269
JAJITJ010000056.1_tRNA1_Ser	19477	19567
JAJITJ010000056.1_tRNA2_Asp	27242	27318
JAJITJ010000056.1_tRNA3_Asp	27413	27489
JAJITJ010000056.1_tRNA4_Val	27518	27592
JAJITJ010000056.1_tRNA5_Leu	34331	34415
JAJITJ010000056.1_tRNA6_Lys	36326	36401
JAJITJ010000056.1_tRNA7_His	36495	36571
JAJITJ010000056.1_tRNA8_Arg	36604	36680
JAJITJ010000056.1_tRNA9_Pro	36723	36799
JAJITJ010000064.1_tRNA1_Met	75141	75216
JAJITJ010000072.1_tRNA1_Leu	8485	8571
