seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JAUALM020000001.1	478	3	1	0	11	0.3124	0.8630	0.3054	0.0000	0.6946	0.0000	0.0816	0.2971	0.0293	0.0356	0.0021	0.0000	0.0146	0.0000	0.0105	0.4079	0.0377	0.0251	0.8003	0.5654	0.0000	0.0000	0.0000	0.0000	0.0063	105.4866	-173.7515	-542.3407
JAUALM020000010.1	149	1	0	0	11	0.3108	0.8203	0.2752	0.0000	0.7248	0.0000	0.0403	0.3154	0.0134	0.0268	0.0067	0.0000	0.0134	0.0000	0.0201	0.3691	0.0336	0.0336	0.7773	0.6148	0.0000	0.0000	0.0000	0.0000	0.0000	18.0156	-40.0384	-158.4794
JAUALM020000011.1	137	0	1	0	11	0.2426	0.8451	0.2555	0.0000	0.7445	0.0000	0.0292	0.2409	0.0146	0.0438	0.0146	0.0000	0.0073	0.0000	0.0219	0.2847	0.0584	0.0292	0.7655	0.6073	0.0000	0.0000	0.0000	0.0002	0.0000	9.2250	-27.0797	-121.2659
JAUALM020000012.1	142	3	0	0	11	0.2624	0.8635	0.2817	0.0000	0.7183	0.0000	0.0493	0.2324	0.0423	0.0211	0.0141	0.0070	0.0282	0.0000	0.0211	0.3239	0.0423	0.0493	0.8249	0.5206	0.0000	0.0000	0.0000	0.0000	0.0000	18.3551	-54.2159	-123.0269
JAUALM020000013.1	141	29	0	0	11	0.2286	0.8290	0.2482	0.0000	0.7518	0.0000	0.1560	0.2128	0.1135	0.0000	0.0000	0.0000	0.0071	0.0000	0.0213	0.4823	0.0000	0.0284	0.9575	0.0000	0.0000	0.0000	0.0288	0.0000	0.0071	71.1091	-108.1128	-135.2876
JAUALM020000014.1	120	1	5	0	11	0.2773	0.8527	0.3500	0.0000	0.6500	0.0000	0.1083	0.3250	0.0417	0.0167	0.0417	0.0000	0.0000	0.0000	0.0000	0.4750	0.0583	0.0000	0.8234	0.5675	0.0000	0.0000	0.0000	0.0000	0.0000	33.4802	-39.9420	-158.9578
JAUALM020000015.1	102	1	0	0	11	0.1980	0.8761	0.3039	0.0000	0.6961	0.0000	0.0490	0.3824	0.0098	0.0490	0.0000	0.0000	0.0098	0.0000	0.0000	0.4412	0.0490	0.0098	0.7721	0.6327	0.0000	0.0000	0.0000	0.0001	0.0000	16.6867	-22.6272	-139.6918
JAUALM020000016.1	111	1	0	0	11	0.2273	0.8927	0.3333	0.0000	0.6667	0.0000	0.0450	0.3153	0.0180	0.0360	0.0000	0.0000	0.0090	0.0000	0.0090	0.3784	0.0360	0.0180	0.7783	0.5959	0.0000	0.0000	0.0000	0.0000	0.0000	16.8732	-28.3427	-122.7705
JAUALM020000017.1	101	0	2	0	11	0.3000	0.8875	0.2475	0.0000	0.7525	0.0000	0.0693	0.2178	0.0297	0.0495	0.0396	0.0000	0.0000	0.0000	0.0099	0.3168	0.0891	0.0099	0.7757	0.6242	0.0000	0.0000	0.0000	0.0021	0.0000	8.4483	-19.1077	-101.1443
JAUALM020000018.1	89	1	0	0	11	0.3977	0.8579	0.2697	0.0000	0.7303	0.0000	0.0449	0.2135	0.0449	0.0787	0.0000	0.0000	0.0000	0.0000	0.0112	0.3034	0.0787	0.0112	0.7499	0.6347	0.0000	0.0000	0.0000	0.0019	0.0000	8.9804	-18.7043	-87.8165
JAUALM020000019.1	78	0	0	0	11	0.2987	0.8822	0.3718	0.0000	0.6282	0.0000	0.0385	0.3718	0.0000	0.0897	0.0000	0.0000	0.0256	0.0000	0.0000	0.4103	0.0897	0.0256	0.7983	0.6008	0.0000	0.0000	0.0000	0.0013	0.0000	10.2675	-17.8022	-110.2013
JAUALM020000002.1	375	0	2	3	11	0.3262	0.8425	0.2533	0.0000	0.7467	0.0000	0.0480	0.2960	0.0160	0.0640	0.0080	0.0000	0.0107	0.0000	0.0107	0.3600	0.0720	0.0213	0.7622	0.6290	0.0000	0.0000	0.0000	0.0000	0.0000	39.7624	-76.5835	-433.9558
JAUALM020000020.1	81	0	0	0	11	0.4250	0.8180	0.3086	0.0000	0.6914	0.0000	0.0494	0.2469	0.0123	0.0247	0.0247	0.0000	0.0000	0.0123	0.0000	0.3086	0.0494	0.0123	0.7582	0.6495	0.0000	0.0000	0.0000	0.0211	0.0000	4.8873	-10.6551	-76.7464
JAUALM020000021.1	59	1	0	0	11	0.2414	0.8696	0.2881	0.0000	0.7119	0.0000	0.0339	0.3220	0.0169	0.1356	0.0000	0.0000	0.0169	0.0000	0.0000	0.3729	0.1356	0.0169	0.7667	0.6400	0.0000	0.0000	0.0000	0.0551	0.0000	3.8042	-9.1067	-83.9862
JAUALM020000022.1	75	1	0	0	11	0.2838	0.8317	0.3467	0.0000	0.6533	0.0000	0.0133	0.1600	0.0133	0.1467	0.0267	0.0000	0.0133	0.0000	0.0000	0.1867	0.1733	0.0133	0.6054	0.7702	0.0000	0.0000	0.0000	0.7964	0.0000	-4.6895	-0.8886	-72.9697
JAUALM020000023.1	57	5	0	0	11	0.3036	0.8589	0.3158	0.0000	0.6842	0.0000	0.0175	0.3860	0.0702	0.0175	0.0000	0.0000	0.0000	0.0000	0.0000	0.4737	0.0175	0.0000	0.7828	0.6223	0.0000	0.0000	0.0001	0.0003	0.0000	14.7487	-19.5330	-74.5184
JAUALM020000024.1	56	0	0	0	11	0.2909	0.8608	0.2321	0.0000	0.7679	0.0000	0.0893	0.3036	0.0000	0.0536	0.0000	0.0000	0.0000	0.0000	0.0357	0.3929	0.0536	0.0357	0.7624	0.6200	0.0000	0.0000	0.0003	0.0047	0.0000	6.9742	-14.2731	-65.5893
JAUALM020000025.1	84	0	3	1	11	0.1807	0.8932	0.1786	0.0000	0.8214	0.0000	0.0000	0.0000	0.0000	0.0714	0.0952	0.0000	0.0000	0.0238	0.0119	0.0000	0.1667	0.0357	0.1904	0.9540	0.0000	0.4761	0.0001	0.9999	0.0000	-25.6389	15.0765	-30.7595
JAUALM020000026.1	81	0	6	2	11	0.1500	0.9196	0.1358	0.0000	0.8642	0.0000	0.0000	0.0000	0.0000	0.0988	0.0247	0.0123	0.0000	0.0494	0.0123	0.0000	0.1358	0.0617	0.2495	0.9110	0.0000	0.8377	0.0019	0.9996	0.0000	-27.6271	8.4707	-22.6881
JAUALM020000027.1	38	0	0	0	11	0.4324	0.8114	0.3421	0.0000	0.6579	0.0000	0.0263	0.2368	0.0000	0.1053	0.0000	0.0000	0.0000	0.0000	0.0000	0.2632	0.1053	0.0000	0.6519	0.7584	0.0000	0.0006	0.0012	0.3441	0.0000	1.2901	-1.2901	-40.5256
JAUALM020000028.1	31	0	0	0	11	0.0333	0.8775	0.2903	0.0000	0.7097	0.0000	0.0323	0.4194	0.0000	0.0323	0.0000	0.0000	0.0323	0.0000	0.0000	0.4516	0.0323	0.0323	0.7810	0.6200	0.0000	0.0002	0.0056	0.0357	0.0000	4.9352	-8.6387	-42.9535
JAUALM020000029.1	27	0	0	0	11	0.2692	0.8411	0.2222	0.0000	0.7778	0.0000	0.0741	0.2222	0.0000	0.0000	0.0741	0.0000	0.0000	0.0000	0.0000	0.2963	0.0741	0.0000	0.6636	0.7481	0.0000	0.0088	0.0076	0.5355	0.0000	-0.2843	0.2843	-25.4554
JAUALM020000003.1	324	1	1	1	11	0.3560	0.8422	0.2994	0.0000	0.7006	0.0000	0.0401	0.2222	0.0309	0.0617	0.0031	0.0000	0.0247	0.0062	0.0154	0.2932	0.0648	0.0463	0.7708	0.5542	0.0000	0.0000	0.0000	0.0000	0.0031	25.5212	-94.7734	-288.6066
JAUALM020000030.1	30	0	0	0	11	0.3448	0.8454	0.4667	0.0000	0.5333	0.0000	0.0333	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3667	0.0000	0.0000	0.7963	0.6050	0.0000	0.0011	0.0150	0.0674	0.0000	5.2556	-5.2556	-31.1419
JAUALM020000031.1	25	0	0	0	11	0.3750	0.8310	0.4000	0.0000	0.6000	0.0000	0.0000	0.3200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3200	0.0000	0.0000	0.7612	0.6484	0.0000	0.0121	0.0225	0.3462	0.0000	1.2718	-1.2718	-24.2973
JAUALM020000032.1	37	0	10	0	11	0.1667	0.8358	0.1351	0.0000	0.8649	0.0000	0.0000	0.0000	0.0000	0.2973	0.0811	0.0000	0.0000	0.0000	0.0000	0.0000	0.3784	0.0000	0.3471	0.9378	0.0000	0.0694	0.0000	0.9998	0.0000	-16.5936	16.5936	-34.7445
