#Coverage	Number of genomic locations
0.0	283.0
1.0	2.0
2.0	1.0
5.0	1.0
7.0	22.0
8.0	23.0
9.0	45.0
10.0	23.0
11.0	19.0
12.0	4.0
13.0	9.0
14.0	36.0
15.0	13.0
16.0	37.0
17.0	39.0
18.0	48.0
19.0	68.0
20.0	114.0
21.0	83.0
22.0	40.0
23.0	57.0
24.0	72.0
25.0	125.0
26.0	81.0
27.0	90.0
28.0	33.0
29.0	70.0
30.0	68.0
31.0	62.0
32.0	128.0
33.0	110.0
34.0	127.0
35.0	86.0
36.0	32.0
37.0	65.0
38.0	54.0
39.0	51.0
40.0	57.0
41.0	59.0
42.0	76.0
43.0	66.0
44.0	88.0
45.0	54.0
46.0	49.0
47.0	42.0
48.0	32.0
49.0	39.0
50.0	49.0
51.0	33.0
52.0	21.0
53.0	35.0
54.0	45.0
55.0	22.0
56.0	31.0
57.0	29.0
58.0	41.0
59.0	42.0
60.0	30.0
61.0	11.0
62.0	24.0
63.0	24.0
64.0	22.0
65.0	9.0
66.0	17.0
67.0	30.0
68.0	24.0
69.0	21.0
70.0	24.0
71.0	15.0
72.0	28.0
73.0	14.0
74.0	11.0
75.0	14.0
76.0	6.0
77.0	9.0
78.0	14.0
79.0	15.0
80.0	12.0
81.0	10.0
82.0	33.0
83.0	28.0
84.0	22.0
85.0	17.0
86.0	23.0
87.0	22.0
88.0	36.0
89.0	54.0
90.0	32.0
91.0	24.0
92.0	33.0
93.0	45.0
94.0	53.0
95.0	37.0
96.0	51.0
97.0	49.0
98.0	55.0
99.0	66.0
100.0	49.0
101.0	81.0
102.0	61.0
103.0	42.0
104.0	54.0
105.0	40.0
106.0	47.0
107.0	39.0
108.0	32.0
109.0	52.0
110.0	70.0
111.0	71.0
112.0	98.0
113.0	91.0
114.0	78.0
115.0	62.0
116.0	58.0
117.0	97.0
118.0	100.0
119.0	86.0
120.0	106.0
121.0	153.0
122.0	136.0
123.0	180.0
124.0	138.0
125.0	160.0
126.0	178.0
127.0	164.0
128.0	207.0
129.0	226.0
130.0	194.0
131.0	266.0
132.0	283.0
133.0	334.0
134.0	408.0
135.0	394.0
136.0	404.0
137.0	397.0
138.0	435.0
139.0	476.0
140.0	546.0
141.0	615.0
142.0	618.0
143.0	618.0
144.0	669.0
145.0	720.0
146.0	761.0
147.0	839.0
148.0	834.0
149.0	794.0
150.0	806.0
151.0	836.0
152.0	859.0
153.0	838.0
154.0	915.0
155.0	794.0
156.0	844.0
157.0	845.0
158.0	970.0
159.0	945.0
160.0	905.0
161.0	1040.0
162.0	1097.0
163.0	1057.0
164.0	1137.0
165.0	1017.0
166.0	1060.0
167.0	1046.0
168.0	1137.0
169.0	1179.0
170.0	975.0
171.0	1071.0
172.0	997.0
173.0	968.0
174.0	1045.0
175.0	996.0
176.0	900.0
177.0	989.0
178.0	947.0
179.0	917.0
180.0	996.0
181.0	961.0
182.0	931.0
183.0	973.0
184.0	893.0
185.0	818.0
186.0	783.0
187.0	778.0
188.0	669.0
189.0	660.0
190.0	600.0
191.0	615.0
192.0	618.0
193.0	553.0
194.0	568.0
195.0	536.0
196.0	500.0
197.0	476.0
198.0	420.0
199.0	425.0
200.0	400.0
201.0	363.0
202.0	377.0
203.0	403.0
204.0	357.0
205.0	359.0
206.0	306.0
207.0	257.0
208.0	294.0
209.0	228.0
210.0	208.0
211.0	247.0
212.0	179.0
213.0	194.0
214.0	170.0
215.0	169.0
216.0	182.0
217.0	165.0
218.0	132.0
219.0	138.0
220.0	115.0
221.0	142.0
222.0	111.0
223.0	119.0
224.0	122.0
225.0	103.0
226.0	118.0
227.0	104.0
228.0	101.0
229.0	94.0
230.0	102.0
231.0	89.0
232.0	75.0
233.0	92.0
234.0	86.0
235.0	105.0
236.0	92.0
237.0	67.0
238.0	64.0
239.0	93.0
240.0	59.0
241.0	76.0
242.0	63.0
243.0	49.0
244.0	63.0
245.0	63.0
246.0	81.0
247.0	71.0
248.0	72.0
249.0	30.0
250.0	44.0
251.0	31.0
252.0	41.0
253.0	45.0
254.0	37.0
255.0	46.0
256.0	43.0
257.0	38.0
258.0	28.0
259.0	23.0
260.0	31.0
261.0	26.0
262.0	28.0
263.0	22.0
