gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
CP018464.1_1	3	209	207	-1	0.671	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_2	353	2824	2472	1	0.622	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_3	2834	5272	2439	1	0.620	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_4	5269	5646	378	1	0.630	11	GGAG/GAGG	GENOMAD.065189.PP	1.157e-77	253	0	0	0	1	NA	NA	NA	PF20402;COG3895;TIGR03516	NA
CP018464.1_5	5657	6037	381	1	0.654	11	GGA/GAG/AGG	GENOMAD.065193.PP	2.222e-79	258	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_6	6102	6569	468	1	0.656	11	GGAG/GAGG	GENOMAD.211273.PV	1.422e-22	96	0	0	0	1	NA	NA	NA	PF21217	Stability determinant
CP018464.1_7	6569	6856	288	1	0.656	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_8	6886	7269	384	1	0.602	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_9	7271	7474	204	1	0.598	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_10	7471	7725	255	1	0.608	11	GGAG/GAGG	GENOMAD.034670.PP	2.815e-48	166	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_11	7738	9273	1536	1	0.658	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_12	9541	9846	306	1	0.605	11	AGGAG	GENOMAD.054868.PP	5.846e-49	169	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_13	9930	14981	5052	1	0.613	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_14	15489	15584	96	1	0.510	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_15	15747	16049	303	1	0.706	11	GGA/GAG/AGG	GENOMAD.181907.CP	5.606e-10	57	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_16	16043	16315	273	1	0.692	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP018464.1_17	16504	16704	201	1	0.706	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
