JAJIWD010000007.1_92 # 104848 # 106152 # 1 # ID=76_92;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.568	PF00589.RP35	1.531E-10	53
JAJIWD010000006.1_165 # 148678 # 149949 # -1 # ID=65_165;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.674	PF00589.RP35	8.509E-12	57
JAJIWD010000017.1_59 # 64990 # 66216 # 1 # ID=8_59;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.673	PRK09692	6.354E-75	248
JAJIWD010000079.1_7 # 3277 # 4479 # -1 # ID=77_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.629	PRK09692	3.646E-45	160
JAJIWD010000006.1_155 # 140049 # 141284 # -1 # ID=65_155;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.606	PF00589.RP35	1.171E-09	50
JAJIWD010000030.1_75 # 89937 # 91028 # 1 # ID=23_75;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.679	TIGR02225	5.438E-118	371
JAJIWD010000002.1_14 # 14382 # 15299 # -1 # ID=21_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.669	COG4973	2.520E-126	392
JAJIWD010000017.1_98 # 109319 # 110599 # 1 # ID=8_98;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.605	PRK09692	1.351E-52	183
JAJIWD010000038.1_50 # 55158 # 56405 # 1 # ID=31_50;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.500	PF00589.RP35	5.580E-14	64
JAJIWD010000079.1_135 # 150081 # 151295 # 1 # ID=77_135;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.614	PRK09692	1.296E-73	244
JAJIWD010000052.1_22 # 17907 # 19388 # -1 # ID=47_22;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.504	PF00589.RP35	6.536E-13	61
JAJIWD010000090.1_2 # 735 # 1682 # 1 # ID=89_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.650	TIGR02249	8.339E-153	469
