seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIUB010000029.1	2593	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIUB010000114.1	13464	No terminal repeats	14	11	1.0000	NA	4	10.2505	t4cp2;T_virB9;T_virB8	NA
JAJIUB010000037.1	6243	No terminal repeats	8	11	1.0000	NA	0	4.2600	NA	NA
JAJIUB010000058.1	10349	No terminal repeats	14	11	1.0000	NA	0	4.2103	NA	NA
JAJIUB010000001.1	31328	No terminal repeats	41	11	1.0000	NA	11	25.6300	T_virB6;T_virB5;virb4;t4cp2;T_virB1;T_virB10;T_virB9;T_virB6	NA
JAJIUB010000113.1	13735	No terminal repeats	15	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAJIUB010000015.1	14703	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIUB010000005.1	7081	No terminal repeats	8	11	1.0000	NA	0	2.1428	NA	NA
JAJIUB010000087.1	17446	No terminal repeats	23	11	1.0000	NA	6	11.8896	T_virB1;T_virB2;T_virB3;virb4;T_virB5;T_virB6	NA
JAJIUB010000091.1	8301	No terminal repeats	12	11	1.0000	NA	1	2.7002	NA	NA
JAJIUB010000003.1	38501	No terminal repeats	53	11	0.9999	NA	11	17.4228	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2;I_traV	NA
JAJIUB010000040.1	7638	No terminal repeats	9	11	0.9999	NA	1	7.1485	NA	NA
JAJIUB010000052.1	106537	No terminal repeats	99	11	0.9999	NA	18	46.2860	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NF012174;NF033087
JAJIUB010000065.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIUB010000108.1	7012	No terminal repeats	7	11	0.9998	NA	0	6.7752	NA	NA
JAJIUB010000055.1	40054	No terminal repeats	31	11	0.9998	NA	0	6.3270	NA	NA
JAJIUB010000008.1	159054	No terminal repeats	174	11	0.9998	NA	8	34.4628	I_trbA;I_traW;I_traY;I_traK;I_traI;I_traM;I_traN;traU	NF000272
JAJIUB010000026.1	7823	No terminal repeats	8	11	0.9996	NA	2	5.1548	T_virB6;T_virB6	NA
JAJIUB010000034.1	22607	No terminal repeats	16	11	0.9995	NA	0	3.7441	NA	NA
JAJIUB010000127.1	16504	No terminal repeats	13	11	0.9994	NA	0	1.3109	NA	NA
JAJIUB010000097.1	54154	No terminal repeats	34	11	0.9994	NA	0	0.1136	NA	NA
JAJIUB010000084.1	62476	No terminal repeats	61	11	0.9991	NA	0	0.6677	NA	NA
JAJIUB010000078.1	42554	No terminal repeats	27	11	0.9987	NA	0	2.7171	NA	NA
JAJIUB010000006.1	20586	No terminal repeats	19	11	0.9870	NA	0	0.3959	NA	NA
JAJIUB010000043.1	15064	No terminal repeats	15	11	0.9848	NA	0	3.2741	NA	NA
JAJIUB010000076.1	11507	No terminal repeats	9	11	0.9753	NA	1	1.5582	NA	NA
JAJIUB010000092.1	23163	No terminal repeats	19	11	0.7462	NA	0	0.7907	NA	NF033135
