#Insert size (bp)	insert size
3.0	2.0
4.0	1.0
5.0	1.0
6.0	5.0
7.0	1.0
8.0	4.0
9.0	3.0
10.0	7.0
11.0	1.0
12.0	2.0
13.0	1.0
15.0	2.0
17.0	1.0
18.0	2.0
19.0	196.0
20.0	74.0
21.0	67.0
22.0	51.0
23.0	38.0
24.0	45.0
25.0	47.0
26.0	53.0
27.0	59.0
28.0	71.0
29.0	68.0
30.0	69.0
31.0	65.0
32.0	64.0
33.0	89.0
34.0	71.0
35.0	122.0
36.0	89.0
37.0	77.0
38.0	82.0
39.0	80.0
40.0	71.0
41.0	77.0
42.0	128.0
43.0	81.0
44.0	96.0
45.0	86.0
46.0	101.0
47.0	79.0
48.0	89.0
49.0	99.0
50.0	85.0
51.0	122.0
52.0	100.0
53.0	113.0
54.0	82.0
55.0	105.0
56.0	127.0
57.0	107.0
58.0	92.0
59.0	108.0
60.0	105.0
61.0	94.0
62.0	134.0
63.0	125.0
64.0	149.0
65.0	127.0
66.0	120.0
67.0	87.0
68.0	110.0
69.0	128.0
70.0	150.0
71.0	134.0
72.0	164.0
73.0	140.0
74.0	152.0
75.0	219.0
76.0	143.0
77.0	191.0
78.0	158.0
79.0	184.0
80.0	194.0
81.0	226.0
82.0	154.0
83.0	232.0
84.0	167.0
85.0	197.0
86.0	210.0
87.0	206.0
88.0	207.0
89.0	234.0
90.0	237.0
91.0	249.0
92.0	235.0
93.0	232.0
94.0	260.0
95.0	247.0
96.0	275.0
97.0	268.0
98.0	271.0
99.0	319.0
100.0	248.0
101.0	261.0
102.0	276.0
103.0	305.0
104.0	313.0
105.0	362.0
106.0	298.0
107.0	367.0
108.0	384.0
109.0	351.0
110.0	370.0
111.0	460.0
112.0	399.0
113.0	396.0
114.0	452.0
115.0	408.0
116.0	446.0
117.0	441.0
118.0	458.0
119.0	456.0
120.0	458.0
121.0	503.0
122.0	519.0
123.0	492.0
124.0	549.0
125.0	565.0
126.0	561.0
127.0	626.0
128.0	648.0
129.0	636.0
130.0	717.0
131.0	718.0
132.0	648.0
133.0	593.0
134.0	700.0
135.0	728.0
136.0	698.0
137.0	729.0
138.0	760.0
139.0	735.0
140.0	869.0
141.0	801.0
142.0	857.0
143.0	896.0
144.0	810.0
145.0	958.0
146.0	927.0
147.0	1003.0
148.0	935.0
149.0	1068.0
150.0	1024.0
151.0	1046.0
152.0	1078.0
153.0	1015.0
154.0	1051.0
155.0	1159.0
