#Coverage (X)	Coverage
1.0	4.398911018770605
2.0	4.272937861202664
3.0	4.1260686822371895
4.0	4.0532311219372446
5.0	3.9039738262406303
6.0	3.8729283087357373
7.0	3.8114343029087365
8.0	3.8012848068013625
9.0	3.6944165830825852
10.0	3.680684911878501
11.0	3.524860295171237
12.0	3.503367244590919
13.0	3.3839614080336275
14.0	3.365453503367249
15.0	3.2860486220566543
16.0	3.2544060753689763
17.0	3.2341070831542424
18.0	3.217390266036219
19.0	3.1499259683813534
20.0	3.1182834216936755
21.0	3.111119071500241
22.0	3.104551750489591
23.0	3.080670583178133
24.0	3.080670583178133
25.0	3.069327028705189
26.0	3.051416153221595
27.0	3.0430577446625904
28.0	3.0341023069208006
29.0	3.018579548168347
30.0	3.007235993695403
31.0	2.9935043224913187
32.0	2.9911162057601786
33.0	2.983354826383959
34.0	2.9767875053733093
35.0	2.9714142427282297
36.0	2.9678320676315053
37.0	2.96484692171758
38.0	2.963055834169225
39.0	2.9439509003200612
40.0	2.930816258298762
41.0	2.917681616277463
42.0	2.9051440034389486
43.0	2.9033529158905935
44.0	2.9021588575250234
45.0	2.8997707407938833
46.0	2.897979653245528
47.0	2.897382624062743
48.0	2.885442040407014
49.0	2.884845011224229
50.0	2.883650952858659
51.0	2.8812628361275188
