seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIWE010000026.1	2596	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIWE010000075.1	13735	No terminal repeats	15	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAJIWE010000060.1	14850	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIWE010000061.1	36783	ITR	48	11	1.0000	NA	11	28.6635	T_virB1;T_virB2;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JAJIWE010000004.1	18853	No terminal repeats	25	11	1.0000	NA	3	8.3277	MOBP1;I_traY	NA
JAJIWE010000003.1	33722	No terminal repeats	39	11	1.0000	NA	9	15.1371	t4cp2;T_virB1;T_virB10;T_virB9;T_virB6;T_virB5;virb4	NA
JAJIWE010000037.1	18287	No terminal repeats	17	11	0.9999	NA	1	15.3408	NA	NA
JAJIWE010000051.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIWE010000002.1	114440	No terminal repeats	124	11	0.9997	NA	7	23.1926	I_trbA;I_traW;I_traY;I_traK;I_traI;I_traN;traU	NA
JAJIWE010000022.1	7703	No terminal repeats	8	11	0.9993	NA	1	3.4366	T_virB6	NA
JAJIWE010000036.1	24124	No terminal repeats	25	11	0.9078	NA	1	0.5425	NA	NA
JAJIWE010000035.1	5770	No terminal repeats	5	11	0.8892	NA	0	0.7129	NA	NA
