seq_name	chromosome_score	plasmid_score	virus_score
JBBIGE010000001.1	0.4805	0.4901	0.0294
JBBIGE010000002.1	0.4685	0.5164	0.0152
JBBIGE010000003.1	0.5033	0.4733	0.0234
JBBIGE010000004.1	0.4723	0.5050	0.0227
JBBIGE010000005.1	0.4599	0.5194	0.0207
JBBIGE010000006.1	0.4666	0.5082	0.0252
JBBIGE010000007.1	0.5000	0.4696	0.0304
JBBIGE010000008.1	0.5587	0.4208	0.0205
JBBIGE010000009.1	0.4410	0.5384	0.0206
JBBIGE010000010.1	0.4420	0.5495	0.0086
JBBIGE010000011.1	0.5200	0.4526	0.0274
JBBIGE010000012.1	0.2308	0.6640	0.1052
JBBIGE010000013.1	0.4334	0.5448	0.0218
JBBIGE010000014.1	0.4749	0.5172	0.0079
JBBIGE010000015.1	0.4011	0.5830	0.0158
JBBIGE010000016.1	0.5587	0.3918	0.0495
JBBIGE010000017.1	0.5537	0.4366	0.0097
JBBIGE010000018.1	0.4923	0.5017	0.0060
JBBIGE010000019.1	0.4983	0.4816	0.0201
JBBIGE010000020.1	0.3642	0.5865	0.0492
JBBIGE010000021.1	0.3399	0.6062	0.0539
JBBIGE010000022.1	0.4965	0.4923	0.0112
JBBIGE010000023.1	0.4718	0.5102	0.0180
JBBIGE010000024.1	0.4173	0.5570	0.0257
JBBIGE010000025.1	0.3296	0.5421	0.1283
JBBIGE010000026.1	0.5234	0.4626	0.0139
JBBIGE010000027.1	0.3456	0.6409	0.0135
JBBIGE010000028.1	0.6959	0.2905	0.0135
JBBIGE010000029.1	0.3786	0.5508	0.0706
JBBIGE010000030.1	0.4271	0.5466	0.0263
JBBIGE010000031.1	0.4447	0.5386	0.0166
JBBIGE010000032.1	0.4731	0.5088	0.0181
JBBIGE010000033.1	0.3119	0.6192	0.0689
JBBIGE010000034.1	0.5685	0.3928	0.0387
JBBIGE010000035.1	0.3892	0.5553	0.0556
JBBIGE010000036.1	0.3701	0.5919	0.0380
JBBIGE010000037.1	0.4482	0.4974	0.0544
JBBIGE010000038.1	0.0080	0.9132	0.0788
JBBIGE010000039.1	0.4105	0.4932	0.0962
JBBIGE010000040.1	0.0022	0.7629	0.2349
JBBIGE010000041.1	0.1375	0.7642	0.0982
JBBIGE010000042.1	0.0356	0.5373	0.4271
JBBIGE010000043.1	0.0259	0.4761	0.4980
JBBIGE010000044.1	0.0075	0.9436	0.0490
JBBIGE010000045.1	0.3977	0.5563	0.0459
JBBIGE010000046.1	0.0048	0.8618	0.1334
JBBIGE010000047.1	0.5149	0.3734	0.1117
JBBIGE010000048.1	0.7169	0.2503	0.0328
JBBIGE010000049.1	0.1367	0.8473	0.0160
JBBIGE010000050.1	0.5234	0.4666	0.0100
JBBIGE010000051.1	0.0719	0.8649	0.0632
JBBIGE010000052.1	0.1066	0.7227	0.1706
JBBIGE010000053.1	0.0292	0.7052	0.2656
JBBIGE010000054.1	0.3799	0.5929	0.0272
JBBIGE010000055.1	0.3177	0.5748	0.1075
JBBIGE010000056.1	0.0043	0.9794	0.0163
JBBIGE010000057.1	0.0650	0.9233	0.0117
JBBIGE010000058.1	0.5939	0.3707	0.0354
JBBIGE010000059.1	0.1796	0.8121	0.0083
JBBIGE010000060.1	0.8883	0.0773	0.0344
JBBIGE010000061.1	0.2428	0.7448	0.0124
JBBIGE010000062.1	0.0031	0.3870	0.6099
JBBIGE010000063.1	0.3721	0.5611	0.0668
JBBIGE010000064.1	0.1752	0.3095	0.5153
JBBIGE010000065.1	0.3784	0.5935	0.0282
JBBIGE010000066.1	0.2283	0.4678	0.3038
JBBIGE010000067.1	0.4761	0.4803	0.0436
JBBIGE010000068.1	0.0860	0.8454	0.0685
JBBIGE010000069.1	0.5698	0.3639	0.0662
JBBIGE010000070.1	0.0515	0.5755	0.3731
JBBIGE010000071.1	0.2385	0.5797	0.1817
JBBIGE010000072.1	0.3971	0.4132	0.1897
JBBIGE010000073.1	0.2191	0.3577	0.4232
JBBIGE010000074.1	0.2237	0.6141	0.1623
JBBIGE010000075.1	0.2417	0.5933	0.1650
JBBIGE010000076.1	0.4030	0.3942	0.2028
JBBIGE010000077.1	0.1413	0.4535	0.4052
JBBIGE010000078.1	0.1974	0.4347	0.3679
JBBIGE010000079.1	0.1825	0.5764	0.2411
JBBIGE010000080.1	0.6736	0.2455	0.0808
JBBIGE010000081.1	0.1654	0.3391	0.4955
JBBIGE010000082.1	0.5363	0.2555	0.2082
JBBIGE010000083.1	0.3098	0.4046	0.2857
JBBIGE010000084.1	0.7548	0.1602	0.0849
JBBIGE010000085.1	0.4830	0.2063	0.3107
JBBIGE010000086.1	0.7097	0.1216	0.1687
JBBIGE010000087.1	0.5462	0.2525	0.2012
JBBIGE010000088.1	0.6650	0.1931	0.1419
JBBIGE010000089.1	0.4191	0.3217	0.2592
JBBIGE010000090.1	0.3047	0.3381	0.3572
JBBIGE010000091.1	0.2643	0.3637	0.3720
JBBIGE010000092.1	0.7123	0.1083	0.1794
