#Coverage (X)	Coverage
1.0	5.460428905764914
2.0	5.224005349381471
3.0	4.96787982996608
4.0	4.877728423365326
5.0	4.801905717151442
6.0	4.775039403926058
7.0	4.658021684099907
8.0	4.639513779433528
9.0	4.4932416296508535
10.0	4.47413669580169
11.0	4.364880355351772
12.0	4.331446721115725
13.0	4.231742847590382
14.0	4.218011176386298
15.0	4.167263695849456
16.0	4.161293404021592
17.0	4.116516215312615
18.0	4.078306347614287
19.0	3.991737116110258
20.0	3.9750202989922343
21.0	3.920690643358668
22.0	3.9021827386922894
23.0	3.8699431628218264
24.0	3.8591966375316673
25.0	3.8287481492095594
26.0	3.804866981898101
27.0	3.7756125519415633
28.0	3.771433347662054
29.0	3.7660600850169743
30.0	3.76128385155468
31.0	3.7457610928022262
32.0	3.7409848593399317
33.0	3.725462100587478
34.0	3.7194918087596136
35.0	3.70396905000716
36.0	3.6776997659645616
37.0	3.659191861298183
38.0	3.6472512776424537
39.0	3.6376988107178647
40.0	3.63053446052443
41.0	3.600683001385107
42.0	3.5839661842670836
43.0	3.5642642212351348
44.0	3.5505325500310505
45.0	3.534412762095812
46.0	3.5182929741605733
47.0	3.4985910111286245
48.0	3.482471223193386
49.0	3.4693365811720867
50.0	3.463366289344222
51.0	3.4562019391507874
