#Coverage (X)	Coverage
1.0	94.5061292494942
2.0	94.37527908157254
3.0	94.28908196525789
4.0	94.23595646981993
5.0	94.19341243856569
6.0	94.15537734737602
7.0	94.12265116948815
8.0	94.08510697096679
9.0	94.0425811209225
10.0	94.00000072724839
11.0	93.96283833413572
12.0	93.92513050472493
13.0	93.88487730592286
14.0	93.8426059928177
15.0	93.79577119601817
16.0	93.74613649288824
17.0	93.69530182990242
18.0	93.64250359624333
19.0	93.5779239385446
20.0	93.50436276313665
21.0	93.40932957879227
22.0	93.30220588983933
23.0	93.17571921230271
24.0	93.02697873380237
25.0	92.85131188338427
26.0	92.63970078091933
27.0	92.4030177899503
28.0	92.13282682906608
29.0	91.82245539421953
30.0	91.46792180043431
31.0	91.06729883945701
32.0	90.62638631725775
33.0	90.13592999797825
34.0	89.56976712051815
35.0	88.95604219786102
36.0	88.26242903873762
37.0	87.4949819860572
38.0	86.65528280508434
39.0	85.74780407346373
40.0	84.76847320016931
41.0	83.69194557854792
42.0	82.5150031344406
43.0	81.24908184889816
44.0	79.92621701383081
45.0	78.5358089838449
46.0	77.08113037672922
47.0	75.54345454624792
48.0	73.9305085066245
49.0	72.23889237160066
50.0	70.47413322899743
51.0	68.64901246940103
