#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	6.017824797048859E-6
26.0	0.0
27.0	0.0
28.0	0.0
29.0	3.0089123985244294E-6
30.0	1.2035649594097718E-5
31.0	2.7080211586719863E-5
32.0	5.416042317343973E-5
33.0	2.1062386789671004E-5
34.0	1.0230302154983058E-4
35.0	1.1734758354245275E-4
36.0	1.3540105793359932E-4
37.0	1.7752583151294134E-4
38.0	2.6478429107014976E-4
39.0	5.054972829521042E-4
40.0	5.716933557196416E-4
41.0	7.612548368266806E-4
42.0	9.086915443543776E-4
43.0	0.0013058679809596024
44.0	0.001603750308413521
45.0	0.001982873270627599
46.0	0.0023860675320298724
47.0	0.002891564814981977
48.0	0.003520427506273582
49.0	0.004031942614022735
50.0	0.00455850228376451
51.0	0.006664740962731611
52.0	0.006899436129816518
53.0	0.009156120428709839
54.0	0.011102886750555142
55.0	0.014039585251514988
56.0	0.017957189194393798
57.0	0.022323121084652744
58.0	0.028262714159339963
59.0	0.03563454953572481
60.0	0.04371648823816143
61.0	0.05314341078273847
62.0	0.061649606133367035
63.0	0.06899436129816516
64.0	0.07511148020436532
65.0	0.07863190771063891
66.0	0.07758480619595241
67.0	0.0744043857907121
68.0	0.0680375271554344
69.0	0.05855343527528539
70.0	0.04766418130502549
71.0	0.03735564742768079
72.0	0.027426236512550172
73.0	0.019630144487973376
74.0	0.012125916966053451
75.0	0.007991671330480883
76.0	0.004465225999410253
77.0	0.0026658963850926445
78.0	0.0014412690388932018
79.0	6.348805160886546E-4
80.0	4.272655605904689E-4
81.0	1.8956148110703904E-4
82.0	7.522280996311075E-5
83.0	3.911586118081759E-5
84.0	2.7080211586719863E-5
85.0	3.0089123985244294E-6
86.0	3.0089123985244294E-6
87.0	0.0
88.0	0.0
89.0	3.0089123985244294E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	3.0089123985244294E-6
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.2035649594097718E-5
