seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIWI010000018.1	2587	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIWI010000036.1	12815	No terminal repeats	18	11	1.0000	NA	0	3.7839	NA	NA
JAJIWI010000021.1	6243	No terminal repeats	8	11	1.0000	NA	0	4.2600	NA	NA
JAJIWI010000077.1	5257	No terminal repeats	5	11	1.0000	NA	0	5.0569	NA	NA
JAJIWI010000069.1	14687	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIWI010000091.1	14940	No terminal repeats	16	11	1.0000	NA	3	10.3231	MOBH;T_virB6;B_traI	NA
JAJIWI010000052.1	9511	No terminal repeats	13	11	1.0000	NA	1	4.1705	NA	NA
JAJIWI010000063.1	24403	No terminal repeats	28	11	1.0000	NA	9	20.2614	T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JAJIWI010000007.1	6312	No terminal repeats	8	11	1.0000	NA	0	2.1428	NA	NA
JAJIWI010000043.1	31107	No terminal repeats	38	11	1.0000	NA	10	16.5936	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JAJIWI010000029.1	10575	No terminal repeats	10	11	0.9999	NA	1	8.5656	NA	NA
JAJIWI010000042.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIWI010000034.1	40046	No terminal repeats	31	11	0.9998	NA	0	6.3270	NA	NA
JAJIWI010000016.1	7823	No terminal repeats	8	11	0.9996	NA	2	5.1548	T_virB6;T_virB6	NA
JAJIWI010000050.1	60486	No terminal repeats	52	11	0.9995	NA	0	3.6551	NA	NF033135;NF000272
JAJIWI010000059.1	62537	No terminal repeats	58	11	0.9969	NA	0	0.6677	NA	NA
JAJIWI010000056.1	9320	No terminal repeats	9	11	0.9934	NA	0	1.4171	NA	NA
JAJIWI010000024.1	10545	No terminal repeats	8	11	0.9808	NA	0	0.3959	NA	NA
