seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JSZH01000001.1	60	3	5	0	11	0.1356	0.8958	0.2500	0.0000	0.7500	0.0000	0.0667	0.2333	0.0500	0.0833	0.0333	0.0000	0.0333	0.0000	0.0000	0.3500	0.1167	0.0333	0.7751	0.5748	0.0000	0.0000	0.0001	0.0049	0.0000	7.0886	-18.2852	-69.2789
JSZH01000010.1	34	3	0	0	11	0.2727	0.8510	0.2647	0.0000	0.7353	0.0000	0.0588	0.2941	0.0588	0.0294	0.0000	0.0000	0.0000	0.0000	0.0000	0.4118	0.0294	0.0000	0.7763	0.6304	0.0000	0.0001	0.0080	0.0152	0.0000	7.5964	-10.2623	-39.2677
JSZH01000100.1	33	0	0	0	11	0.3125	0.8544	0.2727	0.0000	0.7273	0.0000	0.0606	0.3636	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0606	0.4242	0.0000	0.0606	0.7729	0.6225	0.0000	0.0010	0.0255	0.0368	0.0000	3.0920	-10.0054	-36.4092
JSZH01000101.1	13	0	0	0	11	0.4167	0.8536	0.3077	0.0000	0.6923	0.0000	0.0000	0.1538	0.0000	0.0000	0.0000	0.0000	0.0769	0.0000	0.0000	0.1538	0.0000	0.0769	0.6113	0.6289	0.0000	0.4026	0.4388	0.4629	0.0000	-1.2923	-2.4598	-4.9182
JSZH01000102.1	16	0	0	0	11	0.1333	0.9361	0.2500	0.0000	0.7500	0.0000	0.0000	0.5625	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5625	0.0000	0.0000	0.7903	0.6128	0.0000	0.0045	0.0221	0.1666	0.0000	3.2196	-3.2196	-27.1847
JSZH01000103.1	23	1	0	0	11	0.2727	0.8507	0.3913	0.0000	0.6087	0.0000	0.0435	0.1739	0.0435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2609	0.0000	0.0000	0.7368	0.6682	0.0000	0.0284	0.1183	0.1791	0.0000	2.7976	-3.7004	-15.4299
JSZH01000104.1	11	0	0	0	11	0.4000	0.8905	0.5455	0.0000	0.4545	0.0000	0.0909	0.1818	0.0909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3636	0.0000	0.0000	0.7327	0.3765	0.0000	0.1193	0.3248	0.2198	0.0000	1.7303	-4.3359	-8.3509
JSZH01000105.1	16	0	3	0	11	0.4000	0.8637	0.2500	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0625	0.3750	0.0000	0.0000	0.0000	0.0000	0.0000	0.4375	0.0000	0.0000	1.0000	0.0000	0.4473	0.0027	0.9967	0.0000	-11.4351	11.4351	-12.9374
JSZH01000106.1	19	1	0	0	11	0.2222	0.8736	0.3684	0.0000	0.6316	0.0000	0.1579	0.1053	0.0526	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3158	0.0000	0.0000	0.9805	0.0000	0.0000	0.0084	0.4403	0.0107	0.0000	8.7172	-9.9283	-11.6088
JSZH01000107.1	15	0	0	0	11	0.5000	0.7321	0.3333	0.0000	0.6667	0.0000	0.0000	0.0000	0.0667	0.0667	0.1333	0.0000	0.0000	0.0000	0.0000	0.0667	0.2000	0.0000	0.3164	0.9289	0.0000	0.2883	0.1041	0.7771	0.0000	-2.9846	1.2774	-7.7333
JSZH01000108.1	15	3	0	0	11	0.1429	0.9387	0.3333	0.0000	0.6667	0.0000	0.2667	0.3333	0.0667	0.0000	0.0000	0.0000	0.0667	0.0000	0.0000	0.6667	0.0000	0.0667	0.9107	0.0000	0.0000	0.0008	0.3331	0.0015	0.0000	11.1928	-16.4883	-21.8784
JSZH01000109.1	18	1	0	0	11	0.2353	0.9052	0.3889	0.0000	0.6111	0.0000	0.0556	0.3333	0.0556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4444	0.0000	0.0000	0.9601	0.2676	0.0000	0.0036	0.2553	0.0103	0.0000	8.4151	-10.7874	-18.0910
JSZH01000011.1	37	1	0	0	11	0.4444	0.8069	0.2703	0.0000	0.7297	0.0000	0.0541	0.2703	0.0270	0.0270	0.0000	0.0000	0.0000	0.0000	0.0270	0.3514	0.0270	0.0270	0.7422	0.6659	0.0000	0.0008	0.0105	0.0728	0.0270	2.9687	-7.8417	-36.4603
JSZH01000110.1	11	0	2	0	11	0.2000	0.9415	0.0909	0.0000	0.9091	0.0000	0.0000	0.0000	0.0000	0.1818	0.2727	0.0000	0.0000	0.0000	0.0000	0.0000	0.4545	0.0000	0.1695	0.9855	0.0000	0.3555	0.0172	0.9692	0.0000	-6.8956	6.8956	-11.0461
JSZH01000111.1	14	0	0	0	11	0.3077	0.9116	0.3571	0.0000	0.6429	0.0000	0.0000	0.0714	0.0000	0.0000	0.0000	0.0000	0.0000	0.0714	0.0000	0.0714	0.0000	0.0714	0.4287	0.4831	0.4610	0.5267	0.5320	0.4947	0.0000	-2.1821	-1.6249	-2.0562
