seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JTEJ01000308.1	2038	No terminal repeats	3	11	1.0000	NA	2	5.1548	T_virB6;B_traI	NA
JTEJ01000214.1	6235	No terminal repeats	8	11	1.0000	NA	1	6.2803	MOBH	NA
JTEJ01000196.1	7731	No terminal repeats	9	11	1.0000	NA	1	7.1485	NA	NA
JTEJ01000296.1	2792	No terminal repeats	3	11	1.0000	NA	0	1.4703	NA	NA
JTEJ01000124.1	18473	No terminal repeats	23	11	1.0000	NA	3	9.6170	I_traV	NA
JTEJ01000174.1	25713	No terminal repeats	21	11	1.0000	NA	1	12.3570	NA	NA
JTEJ01000192.1	7939	No terminal repeats	8	11	1.0000	NA	3	6.8731	T_virB6;T_virB6;T_virB6	NA
JTEJ01000223.1	5884	No terminal repeats	6	11	0.9999	NA	1	1.7183	B_traI	NA
JTEJ01000119.1	12335	No terminal repeats	11	11	0.9999	NA	0	4.9816	NA	NA
JTEJ01000125.1	11810	No terminal repeats	9	11	0.9999	NA	0	3.3485	NA	NA
JTEJ01000277.1	3485	No terminal repeats	3	11	0.9999	NA	0	1.7183	NA	NA
JTEJ01000053.1	19681	No terminal repeats	27	11	0.9999	NA	8	9.2760	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JTEJ01000179.1	13614	No terminal repeats	12	11	0.9998	NA	1	1.5270	NA	NA
JTEJ01000019.1	35474	No terminal repeats	34	11	0.9998	NA	2	9.0961	T_virB5	NA
JTEJ01000161.1	25259	No terminal repeats	30	11	0.9997	NA	0	5.6043	NA	NA
JTEJ01000279.1	4151	No terminal repeats	4	11	0.9997	NA	0	2.0708	NA	NA
JTEJ01000237.1	5282	No terminal repeats	4	11	0.9996	NA	0	1.7183	NA	NA
JTEJ01000244.1	4892	No terminal repeats	7	11	0.9996	NA	2	3.3788	NA	NA
JTEJ01000114.1	17992	No terminal repeats	17	11	0.9994	NA	1	1.5582	NA	NA
JTEJ01000132.1	11495	No terminal repeats	10	11	0.9991	NA	0	2.1387	NA	NA
JTEJ01000077.1	17501	No terminal repeats	17	11	0.9988	NA	0	2.7500	NA	NA
JTEJ01000278.1	5269	No terminal repeats	8	11	0.9987	NA	0	3.0659	NA	NA
JTEJ01000110.1	13594	No terminal repeats	15	11	0.9960	NA	0	0.5447	NA	NA
JTEJ01000190.1	9616	No terminal repeats	11	11	0.9952	NA	0	2.3029	NA	NA
JTEJ01000219.1	5974	No terminal repeats	4	11	0.9934	NA	0	1.2918	NA	NA
JTEJ01000045.1	20829	No terminal repeats	19	11	0.9933	NA	0	0.3959	NA	NA
JTEJ01000163.1	9757	No terminal repeats	11	11	0.9917	NA	0	2.3182	NA	NA
JTEJ01000160.1	10105	No terminal repeats	12	11	0.9880	NA	0	1.3470	NA	NF033105
JTEJ01000240.1	8414	No terminal repeats	8	11	0.9842	NA	0	0.3470	NA	NA
JTEJ01000281.1	3245	No terminal repeats	4	11	0.9787	NA	0	0.9075	NA	NA
JTEJ01000095.1	15072	No terminal repeats	11	11	0.9680	NA	0	0.2391	NA	NA
JTEJ01000138.1	11206	No terminal repeats	12	11	0.9657	NA	1	1.2793	NA	NA
JTEJ01000144.1	12094	No terminal repeats	7	11	0.9406	NA	0	2.0940	NA	NA
JTEJ01000231.1	5826	No terminal repeats	9	11	0.9272	NA	0	0.3988	NA	NA
JTEJ01000083.1	16115	No terminal repeats	16	11	0.9163	NA	0	1.1322	NA	NA
JTEJ01000185.1	8244	No terminal repeats	6	11	0.8718	NA	0	0.6179	NA	NA
JTEJ01000069.1	17456	No terminal repeats	15	11	0.8695	NA	0	0.9362	NA	NF033135
JTEJ01000270.1	3997	No terminal repeats	3	11	0.8496	NA	0	0.7223	NA	NA
JTEJ01000007.1	35901	No terminal repeats	18	11	0.8328	NA	0	2.9366	NA	NF000272
JTEJ01000199.1	7578	No terminal repeats	8	11	0.7538	NA	1	0.6542	NA	NA
JTEJ01000208.1	13668	No terminal repeats	13	11	0.7245	NA	0	0.5271	NA	NF000272
