seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBHJCF010000072.1	1590	No terminal repeats	2	11	1.0000	NA	1	2.8437	MOBH	NA
JBHJCF010000050.1	7854	No terminal repeats	11	11	1.0000	NA	0	2.0162	NA	NA
JBHJCF010000041.1	14030	No terminal repeats	17	11	1.0000	NA	3	10.1142	T_virB5;MOBP1	NA
JBHJCF010000057.1	6130	No terminal repeats	8	11	1.0000	NA	0	4.2600	NA	NA
JBHJCF010000044.1	12820	No terminal repeats	18	11	1.0000	NA	0	3.7839	NA	NA
JBHJCF010000051.1	7184	No terminal repeats	9	11	1.0000	NA	1	7.1485	NA	NA
JBHJCF010000045.1	12130	No terminal repeats	13	11	1.0000	NA	2	6.8731	B_traI;T_virB6	NA
JBHJCF010000058.1	6087	No terminal repeats	7	11	1.0000	NA	0	2.1428	NA	NA
JBHJCF010000061.1	4733	No terminal repeats	4	11	1.0000	NA	0	5.0569	NA	NA
JBHJCF010000043.1	13680	No terminal repeats	16	11	1.0000	NA	5	10.2921	t4cp2;T_virB9;T_virB8;T_virB6	NA
JBHJCF010000040.1	14813	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JBHJCF010000034.1	31060	No terminal repeats	38	11	1.0000	NA	10	16.5936	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JBHJCF010000052.1	6868	No terminal repeats	11	11	1.0000	NA	1	2.7002	NA	NA
JBHJCF010000046.1	11322	No terminal repeats	16	11	0.9999	NA	5	9.4377	T_virB1;T_virB3;virb4;T_virB5	NA
JBHJCF010000047.1	11236	No terminal repeats	9	11	0.9999	NA	0	3.4312	NA	NA
JBHJCF010000029.1	43731	No terminal repeats	29	11	0.9998	NA	0	3.8854	NA	NA
JBHJCF010000031.1	39716	No terminal repeats	31	11	0.9998	NA	0	6.3270	NA	NA
JBHJCF010000025.1	62527	No terminal repeats	58	11	0.9967	NA	0	0.6677	NA	NA
JBHJCF010000060.1	4939	No terminal repeats	4	11	0.9643	NA	0	0.3959	NA	NA
JBHJCF010000055.1	6384	No terminal repeats	8	11	0.9152	NA	0	0.7162	NA	NA
