#Coverage (X)	Coverage
1.0	99.55998949228638
2.0	99.34565601566605
3.0	99.22445909156039
4.0	99.18147299039977
5.0	99.15699479390553
6.0	99.08893346706787
7.0	99.06027606629412
8.0	99.01848402349907
9.0	98.99758800210154
10.0	98.96654248459664
11.0	98.91101877059751
12.0	98.87400296126475
13.0	98.845345560491
14.0	98.80355351769595
15.0	98.77489611692219
16.0	98.73310407412714
17.0	98.69250608969766
18.0	98.68892391460095
19.0	98.66384868892392
20.0	98.65011701771982
21.0	98.63459425896738
22.0	98.62265367531165
23.0	98.5939962745379
24.0	98.55817452357071
25.0	98.54683096909777
26.0	98.53548741462482
27.0	98.51638248077566
28.0	98.50265080957158
29.0	98.4662320294216
30.0	98.44712709557243
31.0	98.42443998662655
32.0	98.41190237378802
33.0	98.38861823565937
34.0	98.38563308974543
35.0	98.38324497301429
36.0	98.36831924344462
37.0	98.35040836796102
38.0	98.34204995940202
39.0	98.33966184267086
40.0	98.3342885800258
41.0	98.3163777045422
42.0	98.30563117925205
43.0	98.29369059559632
44.0	98.26861536991929
45.0	98.2459282609734
46.0	98.23936093996275
47.0	98.22562926875865
48.0	98.22085303529637
49.0	98.20712136409227
50.0	98.18443425514639
51.0	98.16652337966279
