#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	3.927729772191673E-5
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	3.927729772191673E-5
25.0	3.927729772191673E-5
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	7.855459544383346E-5
35.0	0.0
36.0	0.0
37.0	0.0
38.0	1.9638648860958367E-4
39.0	1.5710919088766692E-4
40.0	3.1421838177533385E-4
41.0	1.178318931657502E-4
42.0	4.32050274941084E-4
43.0	9.426551453260016E-4
44.0	0.0015318146111547525
45.0	0.0018067556952081694
46.0	0.0015710919088766694
47.0	0.0021602513747054205
48.0	0.0036135113904163393
49.0	0.006205813040062844
50.0	0.008444619010212097
51.0	0.01225451688923802
52.0	0.015396700706991359
53.0	0.022152395915161036
54.0	0.029379418695993715
55.0	0.03758837391987431
56.0	0.043205027494108414
57.0	0.057501963864886096
58.0	0.06936370777690495
59.0	0.07501963864886096
60.0	0.0744304791830322
61.0	0.07305577376276512
62.0	0.07058130400628435
63.0	0.06335428122545168
64.0	0.060879811468970944
65.0	0.056834249803613505
66.0	0.04434406912804399
67.0	0.034485467399842894
68.0	0.029968578161822468
69.0	0.024783974862529458
70.0	0.021681068342498035
71.0	0.017399842890809116
72.0	0.01492537313432836
73.0	0.01107619795758052
74.0	0.006166535742340928
75.0	0.0038491751767478397
76.0	0.002081696779261587
77.0	4.7132757266300074E-4
78.0	7.855459544383346E-5
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
