JAJIVV010000108.1_tRNA1_Leu	127867	127946
JAJIVV010000015.1_tRNA1_Glu	69986	70061
JAJIVV010000015.1_tRNA2_Ala	70109	70184
JAJIVV010000015.1_tRNA3_Glu	70934	71009
JAJIVV010000015.1_tRNA4_Ala	71057	71132
JAJIVV010000024.1_tRNA1_Leu	65570	65656
JAJIVV010000033.1_tRNA1_Ser	38949	39041
JAJIVV010000047.1_tRNA1_Val	65456	65530
JAJIVV010000049.1_tRNA1_Met	99343	99418
JAJIVV010000053.1_tRNA1_Ser	19477	19567
JAJIVV010000053.1_tRNA2_Asp	27249	27325
JAJIVV010000053.1_tRNA3_Asp	27420	27496
JAJIVV010000053.1_tRNA4_Val	27525	27599
JAJIVV010000053.1_tRNA5_Leu	34338	34422
JAJIVV010000053.1_tRNA6_Lys	36318	36393
JAJIVV010000053.1_tRNA7_His	36487	36563
JAJIVV010000053.1_tRNA8_Arg	36596	36672
JAJIVV010000053.1_tRNA9_Pro	36715	36791
JAJIVV010000095.1_tRNA1_Pro	15479	15555
JAJIVV010000095.1_tRNA2_Val	50790	50864
JAJIVV010000095.1_tRNA3_Asn	53714	53790
JAJIVV010000095.1_tRNA4_Met	82442	82518
JAJIVV010000095.1_tRNA5_Leu	97645	97729
