#Insert size (bp)	insert size
4.0	2.0
12.0	2.0
17.0	1.0
19.0	486.0
20.0	129.0
21.0	157.0
22.0	94.0
23.0	6.0
24.0	10.0
25.0	5.0
26.0	17.0
27.0	74.0
28.0	100.0
29.0	160.0
30.0	106.0
31.0	114.0
32.0	171.0
33.0	300.0
34.0	312.0
35.0	330.0
36.0	258.0
37.0	152.0
38.0	129.0
39.0	191.0
40.0	268.0
41.0	322.0
42.0	395.0
43.0	417.0
44.0	533.0
45.0	410.0
46.0	286.0
47.0	212.0
48.0	202.0
49.0	265.0
50.0	334.0
51.0	429.0
52.0	415.0
53.0	453.0
54.0	456.0
55.0	468.0
56.0	383.0
57.0	290.0
58.0	219.0
59.0	251.0
60.0	346.0
61.0	415.0
62.0	559.0
63.0	556.0
64.0	575.0
65.0	504.0
66.0	507.0
67.0	347.0
68.0	302.0
69.0	293.0
70.0	362.0
71.0	415.0
72.0	621.0
73.0	633.0
74.0	694.0
75.0	612.0
76.0	527.0
77.0	457.0
78.0	366.0
79.0	354.0
80.0	440.0
81.0	531.0
82.0	624.0
83.0	684.0
84.0	710.0
85.0	720.0
86.0	648.0
87.0	602.0
88.0	504.0
89.0	427.0
90.0	465.0
91.0	535.0
92.0	676.0
93.0	816.0
94.0	842.0
95.0	805.0
96.0	800.0
97.0	701.0
98.0	625.0
99.0	522.0
100.0	513.0
101.0	541.0
102.0	711.0
103.0	822.0
104.0	955.0
105.0	966.0
106.0	950.0
107.0	884.0
108.0	706.0
109.0	712.0
110.0	610.0
111.0	642.0
112.0	769.0
113.0	871.0
114.0	1016.0
115.0	1036.0
116.0	1100.0
117.0	1049.0
118.0	932.0
119.0	737.0
120.0	727.0
121.0	694.0
122.0	785.0
123.0	965.0
124.0	1078.0
125.0	1238.0
126.0	1253.0
127.0	1205.0
128.0	1112.0
129.0	978.0
130.0	912.0
131.0	855.0
132.0	913.0
133.0	1037.0
134.0	1169.0
135.0	1270.0
136.0	1416.0
137.0	1423.0
138.0	1278.0
139.0	1122.0
140.0	1144.0
141.0	951.0
142.0	1005.0
143.0	1165.0
144.0	1260.0
145.0	1422.0
146.0	1509.0
147.0	1649.0
148.0	1503.0
149.0	1499.0
150.0	1274.0
151.0	1256.0
152.0	1213.0
153.0	1310.0
154.0	1423.0
155.0	1603.0
156.0	1768.0
157.0	1822.0
158.0	1802.0
159.0	1699.0
160.0	1583.0
161.0	1433.0
162.0	1379.0
163.0	1437.0
164.0	1522.0
165.0	1732.0
166.0	1926.0
167.0	2048.0
168.0	2115.0
169.0	1924.0
170.0	1817.0
171.0	1754.0
172.0	1638.0
173.0	1777.0
174.0	1749.0
175.0	1941.0
176.0	2204.0
177.0	2353.0
178.0	2372.0
179.0	2309.0
180.0	2262.0
181.0	1994.0
182.0	1941.0
183.0	1907.0
184.0	2019.0
185.0	2107.0
186.0	2243.0
187.0	2474.0
188.0	2537.0
189.0	2665.0
190.0	2601.0
191.0	2420.0
192.0	2321.0
193.0	2300.0
194.0	2299.0
195.0	2517.0
196.0	2615.0
197.0	2910.0
198.0	2985.0
199.0	3056.0
200.0	3057.0
201.0	2893.0
202.0	2671.0
203.0	2627.0
204.0	2559.0
205.0	2807.0
206.0	2888.0
207.0	3051.0
208.0	3251.0
209.0	3468.0
210.0	3315.0
211.0	3375.0
212.0	3184.0
213.0	3104.0
214.0	2944.0
215.0	3169.0
216.0	3239.0
217.0	3436.0
218.0	3489.0
219.0	3764.0
220.0	3718.0
221.0	3725.0
222.0	3724.0
223.0	3546.0
224.0	3395.0
225.0	3519.0
226.0	3618.0
227.0	3841.0
228.0	3980.0
229.0	4210.0
230.0	4213.0
231.0	4324.0
232.0	4200.0
233.0	4006.0
234.0	4021.0
235.0	3836.0
236.0	3978.0
237.0	4336.0
238.0	4303.0
239.0	4613.0
240.0	4609.0
241.0	4826.0
242.0	4582.0
243.0	4613.0
244.0	4402.0
245.0	4314.0
246.0	4362.0
247.0	4486.0
248.0	4651.0
249.0	5091.0
250.0	5138.0
251.0	5158.0
252.0	5157.0
253.0	4994.0
254.0	4963.0
255.0	4943.0
256.0	4705.0
257.0	4849.0
258.0	5118.0
259.0	5160.0
260.0	5576.0
261.0	5569.0
262.0	5485.0
263.0	5374.0
264.0	5475.0
265.0	5263.0
266.0	5205.0
267.0	5328.0
268.0	5444.0
269.0	5687.0
270.0	5737.0
271.0	5928.0
272.0	6107.0
273.0	5787.0
274.0	5775.0
275.0	5653.0
276.0	5461.0
277.0	5649.0
278.0	5740.0
279.0	5935.0
280.0	6110.0
281.0	6281.0
282.0	6349.0
283.0	6342.0
284.0	6248.0
285.0	6082.0
286.0	6143.0
287.0	5843.0
288.0	6188.0
289.0	6149.0
290.0	6241.0
291.0	6476.0
292.0	6610.0
293.0	6675.0
294.0	6557.0
295.0	6437.0
296.0	6434.0
297.0	6154.0
298.0	6260.0
299.0	6427.0
300.0	6410.0
301.0	6704.0
302.0	6774.0
303.0	6831.0
304.0	6607.0
305.0	6634.0
306.0	6564.0
307.0	6282.0
308.0	6403.0
309.0	6336.0
310.0	6484.0
311.0	6843.0
312.0	6874.0
313.0	6888.0
314.0	6744.0
315.0	6523.0
316.0	6610.0
317.0	6354.0
318.0	6432.0
319.0	6457.0
320.0	6602.0
321.0	6663.0
322.0	6725.0
323.0	6800.0
324.0	6833.0
325.0	6776.0
326.0	6415.0
327.0	6413.0
328.0	6417.0
329.0	6507.0
330.0	6374.0
331.0	6343.0
332.0	6695.0
333.0	6643.0
334.0	6725.0
335.0	6595.0
336.0	6441.0
337.0	6403.0
338.0	6388.0
339.0	6159.0
340.0	6254.0
341.0	6145.0
342.0	6610.0
343.0	6441.0
344.0	6440.0
345.0	6461.0
346.0	6351.0
347.0	6200.0
348.0	5991.0
349.0	5984.0
350.0	6181.0
351.0	6062.0
352.0	6088.0
353.0	6147.0
354.0	6277.0
355.0	6252.0
356.0	5931.0
357.0	6008.0
358.0	5937.0
359.0	5770.0
360.0	5984.0
361.0	5934.0
362.0	6062.0
363.0	5890.0
364.0	5861.0
365.0	5965.0
366.0	5849.0
367.0	5736.0
368.0	5578.0
369.0	5632.0
370.0	5484.0
371.0	5573.0
372.0	5480.0
373.0	5569.0
374.0	5623.0
375.0	5565.0
376.0	5525.0
377.0	5421.0
378.0	5460.0
379.0	5310.0
380.0	5128.0
381.0	5128.0
382.0	5273.0
383.0	5253.0
384.0	5327.0
385.0	5184.0
386.0	5218.0
387.0	5252.0
388.0	5159.0
389.0	4906.0
390.0	4951.0
391.0	4886.0
392.0	4713.0
393.0	5007.0
394.0	4913.0
395.0	4910.0
396.0	4978.0
397.0	4844.0
398.0	4840.0
399.0	4634.0
400.0	4510.0
401.0	4601.0
402.0	4596.0
403.0	4490.0
404.0	4555.0
405.0	4615.0
406.0	4586.0
407.0	4576.0
408.0	4514.0
409.0	4357.0
410.0	4462.0
411.0	4258.0
412.0	4120.0
413.0	4236.0
414.0	4296.0
415.0	4244.0
416.0	4310.0
417.0	4268.0
418.0	4021.0
419.0	4107.0
420.0	3926.0
421.0	3908.0
422.0	3952.0
423.0	3879.0
424.0	3957.0
425.0	3999.0
426.0	4014.0
427.0	4042.0
428.0	4036.0
429.0	3770.0
430.0	3776.0
431.0	3714.0
432.0	3645.0
433.0	3553.0
434.0	3576.0
435.0	3585.0
436.0	3720.0
437.0	3667.0
438.0	3718.0
