#Coverage (X)	Coverage
1.0	94.93451491804637
2.0	94.8410271365467
3.0	94.77550205593121
4.0	94.73259440047823
5.0	94.70446806870461
6.0	94.68199609322161
7.0	94.65385158023804
8.0	94.63416132987551
9.0	94.61474379766204
10.0	94.59365359413431
11.0	94.57081799445255
12.0	94.55007323391362
13.0	94.53301925899206
14.0	94.51421988791648
15.0	94.49616594644834
16.0	94.47594844099761
17.0	94.45913082180523
18.0	94.44367679335818
19.0	94.42925909387759
20.0	94.41207785048645
21.0	94.39304212368168
22.0	94.37455183317503
23.0	94.35393434110568
24.0	94.33360774839532
25.0	94.31319024963528
26.0	94.2964635364926
27.0	94.27788233993627
28.0	94.25610125043089
29.0	94.23412016761621
30.0	94.21073913163632
31.0	94.18277643075213
32.0	94.15470464260832
33.0	94.12370567966454
34.0	94.08888866263383
35.0	94.05556250481801
36.0	94.01850919896498
37.0	93.97978322179767
38.0	93.93633013004656
39.0	93.8857681852098
40.0	93.82953370287248
41.0	93.7712447438122
42.0	93.70341064953463
43.0	93.6250314534932
44.0	93.53787073305183
45.0	93.4399649175373
46.0	93.32253248254968
47.0	93.19224593213609
48.0	93.04383271541461
49.0	92.87540198655172
50.0	92.68371749017851
51.0	92.46236125918696
