#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	2.083164076252138E-6
24.0	0.0
25.0	4.166328152504276E-6
26.0	0.0
27.0	2.083164076252138E-6
28.0	6.249492228756414E-6
29.0	4.166328152504276E-6
30.0	4.166328152504276E-6
31.0	1.4582148533764966E-5
32.0	1.874847668626924E-5
33.0	5.2079101906303444E-5
34.0	4.999593783005131E-5
35.0	6.0411758211311994E-5
36.0	8.749289120258979E-5
37.0	1.0207503973635475E-4
38.0	1.8331843871018815E-4
39.0	2.56229181379013E-4
40.0	4.1038332302167116E-4
41.0	5.332900035205472E-4
42.0	6.749451607056927E-4
43.0	8.707625838733935E-4
44.0	0.0010978274681848767
45.0	0.001283229070971317
46.0	0.001570705713494112
47.0	0.0018831803249319326
48.0	0.002333143765402395
49.0	0.0029289286912105063
50.0	0.0034913829917985824
51.0	0.004801693195761178
52.0	0.004935015696641316
53.0	0.006991098639902175
54.0	0.009057597403544296
55.0	0.011376159020412925
56.0	0.014200929507810824
57.0	0.01909011559477459
58.0	0.025254198096404668
59.0	0.0323036253304419
60.0	0.040573786713162883
61.0	0.04956680603034337
62.0	0.060347180124948184
63.0	0.06950685256822883
64.0	0.07768743789567098
65.0	0.08192251046269158
66.0	0.08350779832471944
67.0	0.07978101779230437
68.0	0.07395649103510339
69.0	0.06344901143448761
70.0	0.05268321948841657
71.0	0.040771687300406846
72.0	0.02983299273600687
73.0	0.020462920721024753
74.0	0.012911450944610752
75.0	0.007832696926708039
76.0	0.004410058349425775
77.0	0.002497713727426313
78.0	0.0012353162972175175
79.0	5.895354335793549E-4
80.0	3.4372207258160276E-4
81.0	1.2915617272763255E-4
82.0	3.749695337253848E-5
83.0	8.332656305008552E-6
84.0	4.166328152504276E-6
85.0	0.0
86.0	2.083164076252138E-6
87.0	2.083164076252138E-6
88.0	0.0
89.0	2.083164076252138E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	8.332656305008552E-6
