#Coverage	Number of genomic locations
0.0	737.0
1.0	359.0
2.0	203.0
3.0	72.0
4.0	41.0
5.0	114.0
6.0	48.0
7.0	70.0
8.0	35.0
9.0	52.0
10.0	93.0
11.0	62.0
12.0	48.0
13.0	70.0
14.0	48.0
15.0	70.0
16.0	68.0
17.0	6.0
18.0	42.0
19.0	23.0
20.0	26.0
21.0	20.0
22.0	48.0
23.0	60.0
24.0	19.0
25.0	19.0
26.0	32.0
27.0	23.0
28.0	61.0
29.0	32.0
30.0	38.0
31.0	21.0
32.0	39.0
33.0	5.0
34.0	4.0
35.0	25.0
36.0	30.0
37.0	14.0
38.0	4.0
39.0	9.0
40.0	30.0
41.0	18.0
42.0	20.0
43.0	42.0
44.0	38.0
45.0	11.0
46.0	23.0
47.0	8.0
48.0	23.0
49.0	38.0
50.0	30.0
51.0	13.0
52.0	8.0
53.0	11.0
54.0	12.0
55.0	11.0
56.0	8.0
57.0	8.0
58.0	12.0
59.0	5.0
60.0	10.0
61.0	16.0
62.0	14.0
63.0	19.0
64.0	21.0
65.0	20.0
66.0	21.0
67.0	20.0
68.0	34.0
69.0	33.0
70.0	41.0
71.0	45.0
72.0	49.0
73.0	31.0
74.0	36.0
75.0	48.0
76.0	53.0
77.0	35.0
78.0	56.0
79.0	54.0
80.0	45.0
81.0	54.0
82.0	51.0
83.0	54.0
84.0	52.0
85.0	80.0
86.0	85.0
87.0	107.0
88.0	119.0
89.0	91.0
90.0	129.0
91.0	140.0
92.0	147.0
93.0	164.0
94.0	130.0
95.0	138.0
96.0	168.0
97.0	209.0
98.0	205.0
99.0	207.0
100.0	192.0
101.0	214.0
102.0	245.0
103.0	253.0
104.0	288.0
105.0	351.0
106.0	440.0
107.0	502.0
108.0	537.0
109.0	561.0
110.0	724.0
111.0	828.0
112.0	848.0
113.0	897.0
114.0	1062.0
115.0	1175.0
116.0	1285.0
117.0	1436.0
118.0	1623.0
119.0	1752.0
120.0	2065.0
121.0	2044.0
122.0	2052.0
123.0	2201.0
124.0	2496.0
125.0	2635.0
126.0	2776.0
127.0	2942.0
128.0	3125.0
129.0	3194.0
130.0	3287.0
131.0	3308.0
132.0	3318.0
133.0	3541.0
134.0	3336.0
135.0	3505.0
136.0	3619.0
137.0	3635.0
138.0	3654.0
139.0	3784.0
140.0	3727.0
141.0	3645.0
142.0	3756.0
143.0	3650.0
144.0	3546.0
145.0	3596.0
146.0	3446.0
147.0	3308.0
148.0	3217.0
149.0	3166.0
150.0	3067.0
151.0	3027.0
152.0	2711.0
153.0	2781.0
154.0	2608.0
155.0	2512.0
156.0	2544.0
157.0	2225.0
158.0	2094.0
159.0	2038.0
160.0	1859.0
161.0	1650.0
162.0	1578.0
163.0	1351.0
164.0	1228.0
165.0	1129.0
166.0	1047.0
167.0	1012.0
168.0	918.0
169.0	888.0
170.0	773.0
171.0	660.0
172.0	664.0
173.0	513.0
174.0	448.0
175.0	436.0
176.0	329.0
177.0	339.0
178.0	273.0
179.0	252.0
180.0	176.0
181.0	182.0
182.0	200.0
183.0	172.0
184.0	144.0
185.0	134.0
186.0	117.0
187.0	106.0
188.0	74.0
189.0	82.0
190.0	91.0
191.0	66.0
192.0	76.0
193.0	43.0
194.0	59.0
195.0	61.0
196.0	55.0
197.0	63.0
198.0	67.0
199.0	52.0
200.0	54.0
201.0	48.0
202.0	49.0
203.0	35.0
204.0	34.0
205.0	31.0
206.0	39.0
207.0	41.0
208.0	34.0
209.0	26.0
210.0	31.0
211.0	16.0
212.0	27.0
213.0	23.0
214.0	18.0
215.0	22.0
216.0	18.0
217.0	25.0
218.0	19.0
219.0	15.0
220.0	7.0
221.0	21.0
222.0	16.0
223.0	22.0
224.0	9.0
225.0	15.0
226.0	24.0
227.0	25.0
228.0	17.0
229.0	12.0
230.0	28.0
231.0	25.0
232.0	21.0
233.0	18.0
234.0	7.0
235.0	13.0
236.0	16.0
237.0	10.0
238.0	21.0
239.0	11.0
240.0	18.0
241.0	18.0
242.0	13.0
243.0	12.0
244.0	11.0
245.0	16.0
246.0	12.0
247.0	12.0
248.0	9.0
249.0	2.0
250.0	4.0
251.0	7.0
252.0	6.0
253.0	3.0
254.0	2.0
255.0	4.0
256.0	8.0
257.0	11.0
258.0	12.0
259.0	5.0
260.0	2.0
261.0	9.0
262.0	3.0
263.0	6.0
264.0	5.0
265.0	4.0
266.0	5.0
267.0	5.0
268.0	9.0
269.0	3.0
270.0	10.0
271.0	2.0
276.0	2.0
277.0	1.0
279.0	4.0
280.0	6.0
281.0	2.0
282.0	4.0
283.0	2.0
284.0	4.0
286.0	2.0
287.0	4.0
288.0	2.0
289.0	2.0
290.0	5.0
291.0	1.0
292.0	4.0
293.0	4.0
297.0	2.0
301.0	1.0
302.0	1.0
307.0	1.0
308.0	1.0
309.0	3.0
310.0	5.0
311.0	2.0
312.0	2.0
313.0	2.0
314.0	5.0
315.0	10.0
316.0	4.0
317.0	3.0
318.0	3.0
319.0	4.0
320.0	6.0
321.0	6.0
322.0	1.0
323.0	6.0
324.0	3.0
325.0	4.0
326.0	7.0
327.0	12.0
328.0	4.0
329.0	1.0
330.0	6.0
331.0	2.0
333.0	2.0
334.0	5.0
335.0	4.0
336.0	4.0
337.0	1.0
338.0	2.0
339.0	1.0
340.0	8.0
341.0	5.0
342.0	4.0
343.0	2.0
344.0	5.0
345.0	10.0
346.0	3.0
347.0	4.0
348.0	4.0
349.0	3.0
350.0	3.0
351.0	1.0
354.0	1.0
355.0	2.0
356.0	3.0
357.0	2.0
358.0	5.0
359.0	2.0
360.0	1.0
361.0	3.0
362.0	4.0
363.0	1.0
364.0	4.0
365.0	2.0
366.0	3.0
367.0	7.0
368.0	2.0
369.0	3.0
370.0	10.0
371.0	4.0
372.0	5.0
373.0	3.0
374.0	4.0
375.0	2.0
376.0	2.0
377.0	3.0
378.0	4.0
379.0	4.0
380.0	8.0
381.0	10.0
382.0	6.0
383.0	3.0
384.0	1.0
385.0	6.0
386.0	4.0
387.0	3.0
388.0	4.0
389.0	2.0
390.0	5.0
391.0	13.0
392.0	4.0
393.0	4.0
394.0	5.0
395.0	7.0
396.0	1.0
397.0	1.0
398.0	9.0
399.0	5.0
400.0	5.0
401.0	6.0
402.0	5.0
403.0	4.0
404.0	2.0
405.0	5.0
406.0	3.0
407.0	1.0
408.0	5.0
409.0	2.0
410.0	5.0
411.0	7.0
412.0	4.0
413.0	10.0
414.0	2.0
415.0	8.0
416.0	2.0
417.0	1.0
418.0	8.0
419.0	5.0
420.0	5.0
421.0	11.0
422.0	7.0
423.0	8.0
424.0	4.0
425.0	12.0
426.0	12.0
427.0	10.0
428.0	13.0
429.0	13.0
430.0	14.0
431.0	14.0
432.0	10.0
433.0	12.0
434.0	7.0
435.0	6.0
436.0	9.0
437.0	7.0
438.0	6.0
439.0	5.0
440.0	7.0
441.0	7.0
442.0	5.0
443.0	9.0
444.0	11.0
445.0	12.0
446.0	11.0
447.0	5.0
448.0	9.0
449.0	5.0
450.0	8.0
451.0	3.0
452.0	4.0
453.0	4.0
454.0	5.0
455.0	4.0
456.0	3.0
457.0	4.0
458.0	5.0
459.0	2.0
460.0	4.0
461.0	4.0
462.0	7.0
463.0	8.0
464.0	9.0
465.0	13.0
466.0	11.0
467.0	11.0
468.0	15.0
469.0	18.0
470.0	13.0
471.0	15.0
472.0	12.0
473.0	15.0
474.0	16.0
475.0	15.0
476.0	10.0
477.0	8.0
478.0	8.0
479.0	10.0
480.0	21.0
481.0	16.0
482.0	13.0
483.0	18.0
484.0	10.0
485.0	11.0
486.0	13.0
487.0	14.0
488.0	14.0
489.0	17.0
490.0	24.0
491.0	13.0
492.0	18.0
493.0	17.0
494.0	6.0
495.0	21.0
496.0	10.0
497.0	17.0
498.0	25.0
499.0	11.0
500.0	18.0
501.0	22.0
502.0	19.0
503.0	13.0
504.0	17.0
505.0	17.0
506.0	4.0
507.0	8.0
508.0	17.0
509.0	10.0
510.0	11.0
511.0	14.0
512.0	11.0
513.0	14.0
514.0	11.0
515.0	18.0
516.0	7.0
517.0	12.0
