#Coverage (X)	Coverage
1.0	92.13819028599771
2.0	92.05742935145443
3.0	91.98710443141539
4.0	91.9337789426681
5.0	91.90114367082992
6.0	91.86538123088246
7.0	91.82698251549402
8.0	91.79740168692538
9.0	91.76940262362132
10.0	91.73425834481174
11.0	91.7088228321089
12.0	91.6801328828272
13.0	91.64944300045235
14.0	91.62778917941654
15.0	91.60429905617703
16.0	91.5691365961575
17.0	91.5360467940709
18.0	91.50213883753707
19.0	91.46543097467284
20.0	91.42781405131174
21.0	91.38712450347116
22.0	91.33972608916356
23.0	91.28369160013555
24.0	91.2174574523325
25.0	91.13473294711595
26.0	91.04191787038397
27.0	90.92810349617395
28.0	90.78045389026985
29.0	90.59951448896982
30.0	90.36444962568525
31.0	90.06924131992675
32.0	89.7094897188894
33.0	89.26374099484671
34.0	88.71428664931936
35.0	88.04307274083922
36.0	87.24904475922988
37.0	86.3037309297289
38.0	85.20982207140706
39.0	83.97333616475376
40.0	82.56652868340404
41.0	80.95643709374086
42.0	79.13622526082764
43.0	77.14458279941181
44.0	74.94187467182917
45.0	72.58148091045682
46.0	70.09369141105097
47.0	67.44807082817593
48.0	64.67332729232331
49.0	61.78107859664331
50.0	58.80506906678031
51.0	55.745644145723126
