seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIUF010000001.1	33363	No terminal repeats	44	11	1.0000	NA	10	29.7920	t4cp2;T_virB1;T_virB10;T_virB9;T_virB6;T_virB5;virb4	NA
JAJIUF010000147.1	13735	No terminal repeats	15	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAJIUF010000130.1	14848	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIUF010000017.1	17297	No terminal repeats	20	11	1.0000	NA	1	5.3424	NA	NF012171
JAJIUF010000080.1	48859	No terminal repeats	50	11	1.0000	NA	17	31.9994	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NF033134
JAJIUF010000020.1	53608	No terminal repeats	50	11	0.9999	NA	1	8.8918	NA	NA
JAJIUF010000002.1	2465	No terminal repeats	4	11	0.9999	NA	1	0.8746	NA	NA
JAJIUF010000052.1	7638	No terminal repeats	9	11	0.9999	NA	1	7.1485	NA	NA
JAJIUF010000087.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIUF010000082.1	1877	No terminal repeats	2	11	0.9999	NA	1	1.7183	T_virB6	NA
JAJIUF010000008.1	49135	No terminal repeats	54	11	0.9999	NA	0	15.2682	NA	NA
JAJIUF010000085.1	60514	No terminal repeats	64	11	0.9998	NA	6	18.4164	I_traK;I_traI;I_traM;I_traN;traU	NA
JAJIUF010000077.1	33125	No terminal repeats	28	11	0.9998	NA	2	9.0531	NA	NA
JAJIUF010000069.1	40797	No terminal repeats	31	11	0.9997	NA	0	6.3270	NA	NA
JAJIUF010000028.1	59101	No terminal repeats	52	11	0.9997	NA	0	4.9482	NA	NF033135;NF000272
JAJIUF010000162.1	72874	No terminal repeats	81	11	0.9997	NA	3	13.6305	I_trbA;I_traW;I_traY	NA
JAJIUF010000031.1	8205	No terminal repeats	8	11	0.9996	NA	2	5.1548	T_virB6;T_virB6	NA
JAJIUF010000058.1	13503	No terminal repeats	12	11	0.9993	NA	0	2.1332	NA	NA
JAJIUF010000075.1	7111	No terminal repeats	5	11	0.9987	NA	0	1.3109	NA	NA
JAJIUF010000099.1	10996	No terminal repeats	11	11	0.9982	NA	0	0.6240	NA	NA
JAJIUF010000065.1	14780	No terminal repeats	14	11	0.9976	NA	0	2.1353	NA	NA
JAJIUF010000131.1	12565	No terminal repeats	9	11	0.9764	NA	0	1.5562	NA	NF012174
JAJIUF010000120.1	11555	No terminal repeats	9	11	0.9621	NA	1	1.5582	NA	NA
JAJIUF010000132.1	35223	No terminal repeats	25	11	0.9323	NA	0	2.1083	NA	NA
JAJIUF010000144.1	5773	No terminal repeats	5	11	0.9111	NA	0	0.7129	NA	NA
JAJIUF010000022.1	8400	No terminal repeats	8	11	0.9003	NA	0	0.2193	NA	NA
JAJIUF010000093.1	5769	No terminal repeats	5	11	0.8967	NA	0	0.3394	NA	NA
JAJIUF010000157.1	10659	No terminal repeats	9	11	0.8787	NA	0	0.3918	NA	NA
