seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JBJGKY010000001.1	312	0	2	1	11	0.3441	0.8374	0.2660	0.0000	0.7340	0.0000	0.0513	0.3045	0.0032	0.0641	0.0064	0.0000	0.0064	0.0000	0.0032	0.3590	0.0705	0.0096	0.7619	0.6473	0.0000	0.0000	0.0000	0.0000	0.0000	35.0557	-46.8422	-369.3244
JBJGKY010000002.1	263	0	1	1	11	0.3702	0.8306	0.2928	0.0000	0.7072	0.0000	0.0380	0.2243	0.0266	0.0646	0.0038	0.0000	0.0304	0.0076	0.0152	0.2890	0.0684	0.0532	0.7673	0.5539	0.0000	0.0000	0.0000	0.0000	0.0038	17.9855	-77.0118	-235.4277
JBJGKY010000003.1	207	1	0	0	11	0.2767	0.8651	0.3188	0.0000	0.6812	0.0000	0.0773	0.3092	0.0386	0.0290	0.0000	0.0000	0.0097	0.0000	0.0048	0.4251	0.0290	0.0145	0.8045	0.5918	0.0000	0.0000	0.0000	0.0000	0.0000	50.2170	-76.1987	-242.2906
JBJGKY010000004.1	206	2	0	0	11	0.3756	0.8535	0.3155	0.0000	0.6845	0.0000	0.0971	0.2670	0.0243	0.0291	0.0049	0.0000	0.0194	0.0000	0.0146	0.3883	0.0340	0.0340	0.8359	0.4728	0.0000	0.0000	0.0000	0.0000	0.0146	50.8627	-82.8694	-213.5863
JBJGKY010000005.1	181	3	1	0	11	0.2611	0.8543	0.2597	0.0000	0.7403	0.0000	0.0276	0.2707	0.0276	0.0442	0.0110	0.0000	0.0055	0.0000	0.0166	0.3260	0.0552	0.0221	0.7721	0.6209	0.0000	0.0000	0.0000	0.0000	0.0000	17.4867	-39.2231	-181.0558
JBJGKY010000006.1	166	4	0	0	11	0.2667	0.8755	0.3313	0.0000	0.6687	0.0000	0.0723	0.3253	0.0301	0.0542	0.0000	0.0060	0.0241	0.0000	0.0000	0.4277	0.0602	0.0241	0.7995	0.5882	0.0000	0.0000	0.0000	0.0000	0.0000	31.2518	-52.7052	-213.7079
JBJGKY010000007.1	143	7	5	0	11	0.1620	0.8978	0.2028	0.0000	0.7972	0.0000	0.0769	0.2867	0.0490	0.0490	0.0140	0.0000	0.0140	0.0000	0.0000	0.4126	0.0629	0.0140	0.8077	0.5676	0.0000	0.0000	0.0000	0.0000	0.0000	33.0733	-49.7752	-173.4343
JBJGKY010000008.1	136	1	0	0	11	0.3111	0.8167	0.2647	0.0000	0.7353	0.0000	0.0294	0.3309	0.0074	0.0294	0.0074	0.0000	0.0074	0.0000	0.0147	0.3676	0.0368	0.0221	0.7764	0.6230	0.0000	0.0000	0.0000	0.0000	0.0000	15.5369	-28.2190	-150.9397
JBJGKY010000009.1	139	3	0	0	11	0.2464	0.8688	0.2878	0.0000	0.7122	0.0000	0.0504	0.2302	0.0432	0.0216	0.0144	0.0072	0.0288	0.0000	0.0216	0.3237	0.0432	0.0504	0.8261	0.5205	0.0000	0.0000	0.0000	0.0000	0.0000	18.5209	-54.3817	-119.9236
JBJGKY010000010.1	101	0	3	0	11	0.3700	0.8593	0.3465	0.0000	0.6535	0.0000	0.0297	0.3168	0.0099	0.0693	0.0297	0.0000	0.0099	0.0000	0.0000	0.3564	0.0990	0.0099	0.7740	0.6252	0.0000	0.0000	0.0000	0.0109	0.0000	6.9018	-12.2983	-126.0412
