seq_name	chromosome_score	plasmid_score	virus_score
JAUALL020000001.1	1.0000	0.0000	0.0000
JAUALL020000010.1	1.0000	0.0000	0.0000
JAUALL020000011.1	0.9999	0.0001	0.0000
JAUALL020000012.1	1.0000	0.0000	0.0000
JAUALL020000013.1	1.0000	0.0000	0.0000
JAUALL020000014.1	0.9998	0.0002	0.0000
JAUALL020000015.1	0.9999	0.0001	0.0000
JAUALL020000016.1	0.9997	0.0003	0.0000
JAUALL020000017.1	0.9998	0.0002	0.0000
JAUALL020000018.1	1.0000	0.0000	0.0000
JAUALL020000019.1	0.9907	0.0092	0.0000
JAUALL020000002.1	0.9999	0.0001	0.0000
JAUALL020000020.1	0.9989	0.0011	0.0000
JAUALL020000021.1	1.0000	0.0000	0.0000
JAUALL020000022.1	0.9691	0.0309	0.0000
JAUALL020000023.1	0.0003	0.9997	0.0000
JAUALL020000024.1	1.0000	0.0000	0.0000
JAUALL020000025.1	0.9999	0.0001	0.0000
JAUALL020000026.1	0.9447	0.0553	0.0000
JAUALL020000027.1	0.0000	1.0000	0.0000
JAUALL020000028.1	1.0000	0.0000	0.0000
JAUALL020000029.1	0.0001	0.0003	0.9996
JAUALL020000003.1	0.9997	0.0003	0.0000
JAUALL020000030.1	0.0018	0.9982	0.0000
JAUALL020000031.1	0.0043	0.9957	0.0000
JAUALL020000032.1	0.9480	0.0494	0.0027
JAUALL020000033.1	0.0000	0.9999	0.0000
JAUALL020000034.1	0.0041	0.9959	0.0000
JAUALL020000035.1	0.0007	0.9993	0.0000
JAUALL020000036.1	0.0018	0.9982	0.0000
JAUALL020000037.1	0.0000	1.0000	0.0000
JAUALL020000038.1	0.7862	0.2131	0.0007
JAUALL020000039.1	0.9967	0.0031	0.0002
JAUALL020000004.1	1.0000	0.0000	0.0000
JAUALL020000040.1	0.6331	0.1372	0.2297
JAUALL020000041.1	0.0010	0.9987	0.0003
JAUALL020000042.1	0.0511	0.9488	0.0000
JAUALL020000043.1	0.9819	0.0167	0.0014
JAUALL020000044.1	0.2989	0.6974	0.0037
JAUALL020000045.1	0.0022	0.9977	0.0000
JAUALL020000046.1	0.5089	0.4899	0.0011
JAUALL020000047.1	0.7538	0.0969	0.1493
JAUALL020000048.1	0.9835	0.0164	0.0002
JAUALL020000049.1	0.5368	0.2133	0.2499
JAUALL020000005.1	0.9996	0.0004	0.0000
JAUALL020000050.1	0.0004	0.9995	0.0001
JAUALL020000051.1	0.9175	0.0348	0.0477
JAUALL020000052.1	0.6370	0.0273	0.3357
JAUALL020000053.1	0.7940	0.0696	0.1364
JAUALL020000054.1	0.9177	0.0410	0.0413
JAUALL020000055.1	0.7193	0.0400	0.2408
JAUALL020000056.1	0.9109	0.0632	0.0259
JAUALL020000057.1	0.7540	0.2445	0.0016
JAUALL020000058.1	0.6054	0.0303	0.3643
JAUALL020000059.1	0.5813	0.4175	0.0012
JAUALL020000006.1	0.9998	0.0002	0.0000
JAUALL020000060.1	0.7594	0.1093	0.1313
JAUALL020000061.1	0.4620	0.2214	0.3166
JAUALL020000062.1	0.0248	0.0003	0.9748
JAUALL020000063.1	0.6370	0.0273	0.3357
JAUALL020000064.1	0.2129	0.5770	0.2101
JAUALL020000065.1	0.6516	0.1156	0.2329
JAUALL020000066.1	0.6306	0.1432	0.2263
JAUALL020000067.1	0.6828	0.0272	0.2900
JAUALL020000068.1	0.7593	0.1062	0.1345
JAUALL020000069.1	0.9605	0.0074	0.0321
JAUALL020000007.1	0.9996	0.0004	0.0000
JAUALL020000070.1	0.0143	0.9840	0.0017
JAUALL020000071.1	0.6650	0.0294	0.3056
JAUALL020000072.1	0.6828	0.0272	0.2900
JAUALL020000073.1	0.6428	0.0284	0.3288
JAUALL020000074.1	0.7155	0.0440	0.2405
JAUALL020000075.1	0.6345	0.0410	0.3245
JAUALL020000076.1	0.6786	0.0324	0.2889
JAUALL020000008.1	0.9997	0.0003	0.0000
JAUALL020000009.1	0.9999	0.0001	0.0000
