#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	1.0283833813245579E-4
38.0	6.170300287947347E-4
39.0	4.6277252159605104E-4
40.0	7.198683669271905E-4
41.0	6.170300287947347E-4
42.0	6.684491978609625E-4
43.0	5.656108597285068E-4
44.0	0.002056766762649116
45.0	0.0032908268202385847
46.0	0.003959276018099548
47.0	0.005604689428218841
48.0	0.008072809543397778
49.0	0.009409707939119704
50.0	0.012083504730563554
51.0	0.01712258329905389
52.0	0.019127930892636775
53.0	0.025761003702180173
54.0	0.0280234471410942
55.0	0.03984985602632661
56.0	0.044991772932949405
57.0	0.053578774167009464
58.0	0.06093171534348004
59.0	0.06365693130399012
60.0	0.06597079391197039
61.0	0.06555944055944056
62.0	0.06741053064582476
63.0	0.06725627313862607
64.0	0.061805841217605934
65.0	0.055944055944055944
66.0	0.04314068284656519
67.0	0.03517071164129988
68.0	0.03218839983545867
69.0	0.02606951871657754
70.0	0.020824763471822296
71.0	0.015785684903331963
72.0	0.013266145619086794
73.0	0.009101192924722336
74.0	0.006633072809543398
75.0	0.004473467708761825
76.0	0.002570958453311395
77.0	0.0024167009461127102
78.0	0.001799670917317976
79.0	7.198683669271904E-4
80.0	3.5993418346359524E-4
81.0	1.0283833813245579E-4
82.0	5.141916906622789E-5
83.0	5.141916906622789E-5
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	5.141916906622789E-5
