#Coverage (X)	Coverage
1.0	100.0
2.0	100.0
3.0	99.99866012809176
4.0	99.99866012809176
5.0	99.99866012809176
6.0	99.99866012809176
7.0	99.99732025618351
8.0	99.99732025618351
9.0	99.99732025618351
10.0	99.99598038427526
11.0	99.99464051236701
12.0	99.99464051236701
13.0	99.99062089664228
14.0	99.98928102473404
15.0	99.98794115282578
16.0	99.98794115282578
17.0	99.98660128091754
18.0	99.95712409893615
19.0	99.86065332154246
20.0	99.7119275397272
21.0	99.6502934319479
22.0	99.623495993783
23.0	99.57794034890264
24.0	99.54980303882948
25.0	99.52300560066458
26.0	99.48012969960072
27.0	99.43725379853686
28.0	99.35150199640914
29.0	99.27244955382265
30.0	99.20143634268564
31.0	99.11166492483319
32.0	99.03529222606319
33.0	98.92810247340354
34.0	98.82761208028512
35.0	98.66950719511215
36.0	98.53418013237935
37.0	98.44708845834339
38.0	98.36267652812391
39.0	98.28228421362918
40.0	98.16973497333655
41.0	98.07460406785111
42.0	98.01966931961304
43.0	97.94329662084304
44.0	97.8950612321462
45.0	97.8655840501648
46.0	97.80127019856901
47.0	97.75303480987218
48.0	97.69408044590938
49.0	97.62038749095586
50.0	97.56009325508481
51.0	97.5332958169199
