#Coverage	Number of genomic locations
2.0	1.0
6.0	1.0
9.0	1.0
10.0	1.0
12.0	3.0
13.0	1.0
14.0	1.0
16.0	1.0
17.0	22.0
18.0	72.0
19.0	111.0
20.0	46.0
21.0	20.0
22.0	34.0
23.0	21.0
24.0	20.0
25.0	32.0
26.0	32.0
27.0	64.0
28.0	59.0
29.0	53.0
30.0	67.0
31.0	57.0
32.0	80.0
33.0	75.0
34.0	118.0
35.0	101.0
36.0	65.0
37.0	63.0
38.0	60.0
39.0	84.0
40.0	71.0
41.0	41.0
42.0	57.0
43.0	36.0
44.0	22.0
45.0	48.0
46.0	36.0
47.0	44.0
48.0	55.0
49.0	45.0
50.0	20.0
51.0	40.0
52.0	28.0
53.0	31.0
54.0	55.0
55.0	39.0
56.0	31.0
57.0	34.0
58.0	57.0
59.0	50.0
60.0	43.0
61.0	45.0
62.0	22.0
63.0	25.0
64.0	29.0
65.0	16.0
66.0	16.0
67.0	12.0
68.0	19.0
69.0	8.0
70.0	26.0
71.0	9.0
72.0	13.0
73.0	25.0
74.0	10.0
75.0	14.0
76.0	14.0
77.0	17.0
78.0	26.0
79.0	26.0
80.0	33.0
81.0	29.0
82.0	7.0
83.0	10.0
84.0	18.0
85.0	19.0
86.0	27.0
87.0	29.0
88.0	27.0
89.0	32.0
90.0	19.0
91.0	18.0
92.0	13.0
93.0	12.0
94.0	11.0
95.0	11.0
96.0	23.0
97.0	26.0
98.0	24.0
99.0	32.0
100.0	32.0
101.0	16.0
102.0	10.0
103.0	16.0
104.0	12.0
105.0	15.0
106.0	16.0
107.0	25.0
108.0	35.0
109.0	40.0
110.0	37.0
111.0	19.0
112.0	39.0
113.0	35.0
114.0	38.0
115.0	39.0
116.0	27.0
117.0	34.0
118.0	16.0
119.0	25.0
120.0	31.0
121.0	21.0
122.0	13.0
123.0	27.0
124.0	20.0
125.0	40.0
126.0	11.0
127.0	29.0
128.0	24.0
129.0	29.0
130.0	20.0
131.0	27.0
132.0	21.0
133.0	24.0
134.0	20.0
135.0	15.0
136.0	26.0
137.0	32.0
138.0	24.0
139.0	44.0
140.0	42.0
141.0	51.0
142.0	33.0
143.0	52.0
144.0	34.0
145.0	40.0
146.0	37.0
147.0	44.0
148.0	55.0
149.0	48.0
150.0	41.0
151.0	50.0
152.0	49.0
153.0	38.0
154.0	32.0
155.0	29.0
156.0	25.0
157.0	34.0
158.0	30.0
159.0	42.0
160.0	61.0
161.0	43.0
162.0	30.0
163.0	38.0
164.0	66.0
165.0	66.0
166.0	69.0
167.0	52.0
168.0	76.0
169.0	47.0
170.0	59.0
171.0	54.0
172.0	70.0
173.0	72.0
174.0	85.0
175.0	88.0
176.0	87.0
177.0	103.0
178.0	98.0
179.0	110.0
180.0	110.0
181.0	142.0
182.0	144.0
183.0	170.0
184.0	127.0
185.0	118.0
186.0	151.0
187.0	149.0
188.0	164.0
189.0	173.0
190.0	174.0
191.0	184.0
192.0	164.0
193.0	231.0
194.0	206.0
195.0	242.0
