gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JSZG01000104.1_1	15	1166	1152	1	0.664	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000104.1_2	1163	2938	1776	1	0.655	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000104.1_3	3131	3313	183	-1	0.601	11	GGAG/GAGG	GENOMAD.171588.PC	6.898e-07	46	0	0	0	1	NA	NA	NA	PF12244	NA
JSZG01000104.1_4	3416	4030	615	-1	0.667	11	AGGAG	GENOMAD.212919.PC	6.356e-115	365	0	0	0	1	NA	NA	NA	PF13628;K08995;COG3544	Uncharacterized conserved protein, DUF305 family
JSZG01000104.1_5	4299	5462	1164	1	0.631	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000104.1_6	5548	5730	183	-1	0.645	11	AGGA	GENOMAD.213149.PC	3.975e-05	41	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000104.1_7	6091	6441	351	1	0.635	11	GGA/GAG/AGG	GENOMAD.168258.CV	0.0001551	42	0	0	0	1	NA	NA	NA	COG0727	Fe-S-cluster containining protein
JSZG01000104.1_8	6451	6672	222	1	0.658	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000104.1_9	6891	7103	213	-1	0.629	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000104.1_10	7442	8179	738	1	0.680	11	None	GENOMAD.214525.PC	1.597e-53	190	0	0	0	1	NA	NA	NA	PF11828	NA
JSZG01000104.1_11	8157	10847	2691	1	0.666	11	GGA/GAG/AGG	GENOMAD.207668.CP	4.329e-158	524	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000104.1_12	10844	11515	672	1	0.677	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000104.1_13	11512	12177	666	1	0.682	11	None	GENOMAD.214524.PC	2.449e-24	104	0	0	0	1	NA	NA	NA	PF11445	NA
JSZG01000104.1_14	12513	14654	2142	-1	0.651	11	AGGAG	GENOMAD.148417.CP	1.901e-44	177	0	0	0	1246	Caudoviricetes	NA	NA	PF14905;PF07715;K16090;TIGR01783;COG4774	TonB-dependent siderophore receptor
