gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	taxid	taxname	annotation_accessions	annotation_description
JBHJBY010000037.1|provirus_15_17309_1	15	758	744	1	0.578	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBY010000037.1|provirus_15_17309_2	1476	1904	429	-1	0.608	11	GGA/GAG/AGG	GENOMAD.101014.VV	9.116e-31	119	0	0	1	1	NA	NA	NA	PF12375	Phage protein
JBHJBY010000037.1|provirus_15_17309_3	1897	2385	489	-1	0.607	11	GGA/GAG/AGG	GENOMAD.223687.VP	1.015e-06	50	0	0	1	2773	Inoviridae	NA	NA	PF12472	Phage related protein
JBHJBY010000037.1|provirus_15_17309_4	2513	2728	216	1	0.611	11	GGAGG	GENOMAD.096365.VV	3.199e-18	79	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBHJBY010000037.1|provirus_15_17309_5	2725	2898	174	1	0.546	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBY010000037.1|provirus_15_17309_6	2891	3067	177	1	0.565	11	AGxAGG/AGGxGG	GENOMAD.185254.VV	3.756e-18	78	0	0	0	1	NA	NA	NA	NA	NA
JBHJBY010000037.1|provirus_15_17309_7	3060	4100	1041	1	0.579	11	GGAG/GAGG	GENOMAD.222675.VP	8.995e-234	716	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBHJBY010000037.1|provirus_15_17309_8	4097	4393	297	1	0.566	11	GGA/GAG/AGG	GENOMAD.222243.VP	5.055e-49	169	0	0	1	2773	Inoviridae	NA	NA	PF02303	Helix-destabilising protein
JBHJBY010000037.1|provirus_15_17309_9	4397	4648	252	1	0.639	11	GGA/GAG/AGG	GENOMAD.148914.VV	4.547e-20	85	0	0	1	1	NA	NA	NA	PF17091	Inovirus G7P protein
JBHJBY010000037.1|provirus_15_17309_10	4676	4804	129	1	0.581	11	AGGAG	GENOMAD.112093.VV	2.595e-14	66	0	0	0	1	NA	NA	NA	NA	NA
JBHJBY010000037.1|provirus_15_17309_11	5066	5908	843	1	0.600	11	None	GENOMAD.097192.VV	4.686e-31	126	0	0	0	2773	Inoviridae	NA	NA	NA	NA
