gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JSZG01000001.1_1	3	455	453	1	0.638	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_2	1013	2518	1506	1	0.618	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_3	2577	3194	618	1	0.644	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_4	3762	3986	225	1	0.613	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_5	4444	5448	1005	1	0.679	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_6	5787	6089	303	1	0.657	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_7	6161	6844	684	1	0.610	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_8	6874	8289	1416	1	0.636	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_9	8408	9997	1590	1	0.652	11	GGAGG	GENOMAD.143156.CP	3.399e-49	188	0	0	0	1	NA	NA	NA	PF08811;COG5267	Uncharacterized conserved protein, DUF1800 family
JSZG01000001.1_10	10117	11301	1185	1	0.646	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_11	11439	12191	753	-1	0.647	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_12	12203	12478	276	-1	0.685	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_13	12759	13838	1080	1	0.708	11	None	GENOMAD.104118.CP	7.476e-09	60	1	0	0	1	NA	NA	NA	PF03099;COG0340;TIGR00121;K01947	Biotin-(acetyl-CoA carboxylase) ligase
JSZG01000001.1_14	13835	14563	729	1	0.719	11	GGA/GAG/AGG	GENOMAD.146670.CP	1.042e-22	100	0	0	0	1	NA	NA	NA	PF03309;COG1521;TIGR00671;K03525	Pantothenate kinase type III
JSZG01000001.1_15	15089	15484	396	1	0.722	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_16	15895	16575	681	-1	0.700	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_17	17046	17588	543	-1	0.626	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_18	17585	18502	918	-1	0.683	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_19	18599	18958	360	-1	0.628	11	AGGA	GENOMAD.197717.CP	8.77e-13	66	0	0	0	1	NA	NA	NA	PF08923;COG2018	Predicted regulator of Ras-like GTPase activity, Roadblock/LC7/MglB family
JSZG01000001.1_20	19022	19474	453	-1	0.660	11	GGA/GAG/AGG	GENOMAD.205530.CP	6.83e-71	235	0	0	0	1	NA	NA	NA	PF08923;K07131;COG2018	Mitogen-activated protein kinase kinase 1 interacting
JSZG01000001.1_21	19795	20718	924	1	0.667	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000001.1_22	20825	20977	153	1	0.614	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
