gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JAJIVX010000104.1_1	177	1103	927	-1	0.634	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVX010000104.1_2	1103	3229	2127	-1	0.667	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVX010000104.1_3	3470	3862	393	-1	0.616	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVX010000104.1_4	3884	4096	213	-1	0.592	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVX010000104.1_5	4569	6107	1539	-1	0.652	11	AGGAG	GENOMAD.208994.VP	2.183e-61	224	0	0	0	1246	Caudoviricetes	NA	NA	PF00145;K21507;TIGR00675;COG0270	DNA-methyltransferase (dcm)
JAJIVX010000104.1_6	6642	8654	2013	-1	0.640	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVX010000104.1_7	8934	9374	441	-1	0.619	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVX010000104.1_8	9448	9981	534	-1	0.614	11	GGA/GAG/AGG	GENOMAD.067442.PP	1.301e-33	129	0	0	0	1	NA	NA	NA	PF11358	NA
JAJIVX010000104.1_9	9978	10733	756	-1	0.618	11	GGA/GAG/AGG	GENOMAD.171663.PC	1.409e-94	309	0	0	0	1	NA	NA	NA	PF08900;TIGR03761	integrating conjugative element protein, PFL_4669 family
JAJIVX010000104.1_10	11055	12281	1227	-1	0.597	11	GGA/GAG/AGG	GENOMAD.192798.PC	1.098e-87	297	0	0	0	1	NA	NA	NA	NA	NA
JAJIVX010000104.1_11	12285	12845	561	-1	0.588	11	GGAG/GAGG	GENOMAD.180325.PC	2.943e-46	166	0	0	0	1	NA	NA	NA	PF11198	NA
