1	95
2638	2649
72678	72873
116110	116303
131084	131300
154397	154596
169187	169200
175353	175353
201909	202020
216479	216673
230990	231175
245436	245666
259858	260071
262000	262000
267980	267980
276823	276925
277444	277579
291420	291739
331632	331943
345872	346081
359819	359994
388023	388257
406370	406541
420473	420596
433965	434159
447677	447751
454939	454939
454963	454963
461014	461221
474298	474411
487336	487440
521243	521249
526198	526407
541483	541483
541669	541956
555042	555246
559104	559106
588519	589080
622495	622877
635622	635727
663365	663472
673740	673752
677609	677710
702577	702808
714967	715155
742137	742193
753157	753344
765281	765482
777448	777625
789566	789675
801632	802209
814106	814291
814807	814931
815597	816042
825964	826248
826846	826943
838639	838825
850454	850662
862226	862565
902817	903004
939240	939326
949067	949337
976592	976667
981823	982984
991208	991231
997413	997521
1009331	1009331
1009414	1009630
1020966	1021134
1026459	1026459
1032492	1032600
1043576	1043667
1054822	1054914
1061308	1061308
1072897	1073080
1086655	1086774
1098665	1098665
1099082	1099278
1099375	1099404
1123648	1123648
1133088	1133174
1144708	1144708
1158469	1158474
1161567	1161662
1167644	1167644
1168057	1168063
1173270	1173357
1191887	1191981
1206323	1206763
1216799	1217103
1223090	1223090
1227270	1227458
1237574	1237667
1247529	1257723
1258424	1258451
1259741	1266305
1272646	1272949
1273415	1274220
1283978	1284101
1303120	1303172
1316596	1316596
1318095	1318307
1325585	1325585
1328051	1328060
1337707	1338165
1347546	1347735
1357178	1357275
1362868	1362868
1366616	1366706
1386470	1386499
1396136	1396232
1398894	1398898
1406746	1406949
1424215	1424333
1433539	1433697
1439074	1439074
1442760	1442961
1446521	1446522
1452272	1452272
1478005	1478010
1487130	1487224
1499969	1499986
1500973	1501740
1510759	1510759
1518279	1518495
1534832	1535029
1543654	1543863
1546915	1546915
1552505	1552593
1561219	1561338
1569732	1569973
1578425	1578520
1586564	1587039
1599187	1599210
1599218	1599249
1623405	1623620
1631920	1648898
1662922	1663012
1671111	1671484
1675560	1675560
1688398	1688459
1690370	1690595
1698618	1698704
1707747	1707990
1715875	1716090
1723909	1723995
1746016	1746158
1760368	1760368
1768961	1769080
1769176	1769197
1782843	1783414
1785418	1785420
1790788	1790996
1805059	1805716
1810955	1810955
1813237	1813749
1825808	1825997
1843389	1843483
1850711	1850806
1857372	1857570
1857589	1857597
1864111	1864371
1871386	1871477
1903032	1903033
1921672	1921672
1958535	1958630
1983283	1983283
1983292	1983297
1983299	1983299
1983328	1983328
2004689	2004781
2013475	2013696
2019968	2020089
2020438	2020438
2020443	2020554
2031134	2031241
2037158	2037337
2043233	2043504
2043940	2046764
2047018	2047043
2063753	2063951
2069471	2069471
2069642	2069940
2075641	2075861
2076401	2076401
2086308	2086501
2091848	2092071
2093013	2093146
2125973	2126159
2131524	2131623
2132925	2132925
2141190	2141410
2147019	2147084
2148248	2148352
2153545	2153662
2156136	2156136
2156888	2159687
2160266	2162441
2168491	2168829
2168831	2168860
2169406	2169528
2175599	2175613
2175891	2175977
2181007	2181196
2185961	2186158
2191889	2192093
2224898	2224997
2231176	2231386
2236064	2236230
2240875	2241057
2245695	2245855
2248811	2248817
2252007	2252103
2259428	2259603
2264225	2264331
2268675	2268855
2272370	2272370
2273306	2273518
2274651	2275100
2277825	2277955
2308543	2308661
2309425	2309425
2316265	2316458
2322071	2322098
2326486	2326582
2330894	2331100
2333321	2333321
2337507	2337607
2342208	2349860
2353861	2353989
2358019	2358115
2362150	2362240
2392379	2392492
