seq_name	chromosome_score	plasmid_score	virus_score
JBHJBW010000001.1	0.9615	0.0355	0.0030
JBHJBW010000002.1	0.9788	0.0193	0.0019
JBHJBW010000003.1	0.9254	0.0702	0.0044
JBHJBW010000004.1	0.9478	0.0483	0.0040
JBHJBW010000005.1	0.9529	0.0436	0.0036
JBHJBW010000006.1	0.9167	0.0782	0.0051
JBHJBW010000007.1	0.9678	0.0297	0.0025
JBHJBW010000008.1	0.9599	0.0372	0.0029
JBHJBW010000009.1	0.9626	0.0339	0.0036
JBHJBW010000010.1	0.9588	0.0381	0.0031
JBHJBW010000011.1	0.9686	0.0290	0.0024
JBHJBW010000012.1	0.9758	0.0222	0.0020
JBHJBW010000013.1	0.8924	0.1012	0.0064
JBHJBW010000014.1	0.9831	0.0153	0.0016
JBHJBW010000015.1	0.9591	0.0375	0.0035
JBHJBW010000016.1	0.9703	0.0271	0.0026
JBHJBW010000017.1	0.9490	0.0474	0.0036
JBHJBW010000018.1	0.9481	0.0473	0.0046
JBHJBW010000019.1	0.9698	0.0281	0.0022
JBHJBW010000020.1	0.9250	0.0697	0.0052
JBHJBW010000021.1	0.8823	0.1100	0.0077
JBHJBW010000022.1	0.9198	0.0753	0.0049
JBHJBW010000023.1	0.9966	0.0030	0.0004
JBHJBW010000024.1	0.0026	0.9970	0.0003
JBHJBW010000025.1	0.9510	0.0446	0.0044
JBHJBW010000026.1	0.8465	0.1457	0.0078
JBHJBW010000027.1	0.0003	0.9996	0.0001
JBHJBW010000028.1	0.9086	0.0855	0.0059
JBHJBW010000029.1	0.0001	0.9998	0.0001
JBHJBW010000030.1	0.9880	0.0109	0.0011
JBHJBW010000031.1	0.9745	0.0238	0.0018
JBHJBW010000032.1	0.9488	0.0479	0.0033
JBHJBW010000033.1	0.0000	1.0000	0.0000
JBHJBW010000034.1	0.9827	0.0157	0.0016
JBHJBW010000035.1	0.3424	0.6514	0.0062
JBHJBW010000036.1	0.9541	0.0421	0.0038
JBHJBW010000037.1	0.0000	1.0000	0.0000
JBHJBW010000038.1	0.0006	0.0023	0.9971
JBHJBW010000039.1	0.0000	1.0000	0.0000
JBHJBW010000040.1	0.0000	1.0000	0.0000
JBHJBW010000041.1	0.9811	0.0172	0.0017
JBHJBW010000042.1	0.0000	1.0000	0.0000
JBHJBW010000043.1	0.0000	1.0000	0.0000
JBHJBW010000044.1	0.0000	1.0000	0.0000
JBHJBW010000045.1	0.0000	0.9998	0.0002
JBHJBW010000046.1	0.9889	0.0101	0.0010
JBHJBW010000047.1	0.9866	0.0115	0.0019
JBHJBW010000048.1	0.9029	0.0380	0.0591
JBHJBW010000049.1	0.0490	0.9437	0.0072
JBHJBW010000050.1	0.0000	0.9999	0.0000
JBHJBW010000051.1	0.0000	1.0000	0.0000
JBHJBW010000052.1	0.0000	1.0000	0.0000
JBHJBW010000053.1	0.2178	0.7286	0.0536
JBHJBW010000054.1	0.0218	0.8501	0.1281
JBHJBW010000055.1	0.0000	1.0000	0.0000
JBHJBW010000056.1	0.0000	1.0000	0.0000
JBHJBW010000057.1	0.9984	0.0013	0.0003
JBHJBW010000058.1	0.1879	0.8016	0.0105
JBHJBW010000059.1	0.0000	1.0000	0.0000
JBHJBW010000060.1	0.3895	0.5980	0.0126
JBHJBW010000061.1	0.8158	0.1746	0.0096
JBHJBW010000062.1	0.0111	0.9707	0.0182
JBHJBW010000063.1	0.3367	0.3623	0.3010
JBHJBW010000064.1	0.6350	0.3127	0.0523
JBHJBW010000065.1	0.3930	0.5036	0.1034
JBHJBW010000066.1	0.2175	0.4129	0.3696
JBHJBW010000067.1	0.0001	0.9998	0.0001
JBHJBW010000068.1	0.1404	0.8258	0.0337
JBHJBW010000069.1	0.6620	0.2851	0.0529
JBHJBW010000070.1	0.5286	0.3334	0.1380
JBHJBW010000071.1	0.4766	0.2563	0.2672
JBHJBW010000072.1	0.3810	0.4360	0.1830
JBHJBW010000073.1	0.0748	0.9197	0.0055
JBHJBW010000074.1	0.0824	0.9098	0.0079
JBHJBW010000075.1	0.7609	0.1585	0.0806
JBHJBW010000076.1	0.6653	0.1185	0.2162
JBHJBW010000077.1	0.4208	0.5516	0.0275
JBHJBW010000078.1	0.7583	0.2217	0.0200
JBHJBW010000079.1	0.0518	0.9428	0.0055
JBHJBW010000080.1	0.5905	0.3216	0.0878
JBHJBW010000081.1	0.0005	0.9991	0.0004
JBHJBW010000082.1	0.9792	0.0087	0.0121
JBHJBW010000083.1	0.0680	0.0049	0.9271
JBHJBW010000084.1	0.2009	0.3551	0.4439
JBHJBW010000085.1	0.6305	0.3027	0.0668
JBHJBW010000086.1	0.6499	0.2268	0.1233
JBHJBW010000087.1	0.5114	0.0541	0.4346
JBHJBW010000088.1	0.4647	0.2728	0.2625
JBHJBW010000089.1	0.4482	0.4678	0.0840
JBHJBW010000090.1	0.0003	0.9996	0.0001
JBHJBW010000091.1	0.5164	0.0876	0.3960
JBHJBW010000092.1	0.8720	0.0672	0.0608
JBHJBW010000093.1	0.4672	0.1942	0.3386
JBHJBW010000094.1	0.7123	0.1529	0.1347
JBHJBW010000095.1	0.4784	0.1958	0.3257
JBHJBW010000096.1	0.2213	0.2354	0.5434
JBHJBW010000097.1	0.6034	0.2098	0.1868
JBHJBW010000098.1	0.7790	0.0432	0.1778
JBHJBW010000099.1	0.5133	0.0415	0.4452
JBHJBW010000100.1	0.5434	0.1855	0.2710
JBHJBW010000101.1	0.5721	0.0490	0.3789
JBHJBW010000102.1	0.5210	0.0631	0.4159
JBHJBW010000103.1	0.7853	0.0884	0.1263
JBHJBW010000104.1	0.1991	0.0923	0.7086
JBHJBW010000105.1	0.9054	0.0327	0.0619
JBHJBW010000106.1	0.6574	0.0929	0.2496
JBHJBW010000107.1	0.0205	0.9721	0.0074
JBHJBW010000108.1	0.2237	0.0538	0.7226
JBHJBW010000109.1	0.2702	0.1822	0.5476
JBHJBW010000110.1	0.8289	0.0630	0.1082
JBHJBW010000111.1	0.7587	0.0457	0.1956
JBHJBW010000112.1	0.4850	0.0562	0.4588
JBHJBW010000113.1	0.4457	0.0551	0.4992
JBHJBW010000114.1	0.5004	0.0726	0.4270
JBHJBW010000115.1	0.3363	0.0863	0.5773
JBHJBW010000116.1	0.6886	0.0564	0.2550
JBHJBW010000117.1	0.6272	0.0581	0.3148
JBHJBW010000118.1	0.4387	0.0805	0.4808
JBHJBW010000119.1	0.3603	0.0614	0.5783
