#Coverage (X)	Coverage
1.0	100.0
2.0	100.0
3.0	100.0
4.0	100.0
5.0	99.99866012809176
6.0	99.98660128091754
7.0	99.94238550794545
8.0	99.79097998231369
9.0	99.67843074202106
10.0	99.56052201409545
11.0	99.47209046815125
12.0	99.42251520754616
13.0	99.41849559182143
14.0	99.39035828174826
15.0	99.30058686389582
16.0	99.21617493367634
17.0	99.06744915186108
18.0	98.92006324195407
19.0	98.81421336120268
20.0	98.7619583567811
21.0	98.67620655465338
22.0	98.6266312940483
23.0	98.5623174424525
24.0	98.50202320658146
25.0	98.40287268537128
26.0	98.3211404989683
27.0	98.28094434172093
28.0	98.21261087440041
29.0	98.16169574188707
30.0	98.1241793284562
31.0	98.0478066296862
32.0	97.99287188144814
33.0	97.97277380282445
34.0	97.9298979017606
35.0	97.89640110405445
36.0	97.84816571535761
37.0	97.81198917383499
38.0	97.77313288849587
39.0	97.76241391322989
40.0	97.74901519414743
41.0	97.72489749979901
42.0	97.69140070209288
43.0	97.68872095827639
44.0	97.66594313583622
45.0	97.64986467293727
46.0	97.63512608194657
47.0	97.61904761904762
48.0	97.58153120561674
49.0	97.53463568882815
50.0	97.50113889112201
51.0	97.43950478334271
