#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	2.1989765962920856E-6
26.0	2.1989765962920856E-6
27.0	2.1989765962920856E-6
28.0	2.1989765962920856E-6
29.0	6.596929788876257E-6
30.0	4.397953192584171E-6
31.0	8.795906385168342E-6
32.0	1.7591812770336685E-5
33.0	3.2984648944381286E-5
34.0	7.036725108134674E-5
35.0	6.816827448505466E-5
36.0	8.136213406280717E-5
37.0	1.385355255664014E-4
38.0	1.6932119791449057E-4
39.0	3.1445365326976827E-4
40.0	4.1120862350662E-4
41.0	5.409482426878532E-4
42.0	6.267083299432445E-4
43.0	8.246162236095321E-4
44.0	9.917384449277305E-4
45.0	0.0012732074492531177
46.0	0.0014425286471676081
47.0	0.0017283956046855794
48.0	0.002128609345210739
49.0	0.002504634343176686
50.0	0.003008199983727574
51.0	0.003944964013748002
52.0	0.0039449640137480015
53.0	0.005646971899278076
54.0	0.0070763066868679315
55.0	0.008925646004349575
56.0	0.01158860666245929
57.0	0.01576006526562538
58.0	0.02124431289677784
59.0	0.028756016949711607
60.0	0.03695600067728479
61.0	0.047427527228827704
62.0	0.05880283316144666
63.0	0.06895770708312352
64.0	0.07917195337290026
65.0	0.08391514589110227
66.0	0.08570731181708034
67.0	0.08436153814014957
68.0	0.07761507794272546
69.0	0.0673788418869858
70.0	0.05626081621613302
71.0	0.043011982223473195
72.0	0.03200390538243501
73.0	0.021807250905428614
74.0	0.013923919807721485
75.0	0.008435274223376442
76.0	0.004949896318253485
77.0	0.0028828583177389244
78.0	0.00148650817909345
79.0	8.290141768021164E-4
80.0	4.925707575694272E-4
81.0	2.133007298403323E-4
82.0	5.277543831101004E-5
83.0	2.858669575179711E-5
84.0	1.53928361740446E-5
85.0	2.1989765962920856E-6
86.0	6.596929788876257E-6
87.0	0.0
88.0	0.0
89.0	2.1989765962920856E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	2.1989765962920856E-6
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	8.795906385168342E-6
