seq_name	chromosome_score	plasmid_score	virus_score
JBBIGD010000001.1	0.9683	0.0291	0.0026
JBBIGD010000002.1	0.9489	0.0474	0.0037
JBBIGD010000003.1	0.9312	0.0641	0.0046
JBBIGD010000004.1	0.9703	0.0273	0.0025
JBBIGD010000005.1	0.9774	0.0206	0.0020
JBBIGD010000006.1	0.9492	0.0473	0.0035
JBBIGD010000007.1	0.9715	0.0262	0.0022
JBBIGD010000008.1	0.9573	0.0396	0.0031
JBBIGD010000009.1	0.9486	0.0477	0.0037
JBBIGD010000010.1	0.9852	0.0134	0.0014
JBBIGD010000011.1	0.9465	0.0499	0.0036
JBBIGD010000012.1	0.9697	0.0280	0.0024
JBBIGD010000013.1	0.0000	1.0000	0.0000
JBBIGD010000014.1	0.9506	0.0461	0.0033
JBBIGD010000015.1	0.9864	0.0124	0.0013
JBBIGD010000016.1	0.9791	0.0192	0.0017
JBBIGD010000017.1	0.9796	0.0183	0.0020
JBBIGD010000018.1	0.9266	0.0683	0.0051
JBBIGD010000019.1	0.0921	0.9048	0.0032
JBBIGD010000020.1	0.8680	0.1240	0.0080
JBBIGD010000021.1	0.7879	0.2004	0.0117
JBBIGD010000022.1	0.7746	0.2164	0.0089
JBBIGD010000023.1	0.9734	0.0242	0.0024
JBBIGD010000024.1	0.9871	0.0115	0.0013
JBBIGD010000025.1	0.9663	0.0312	0.0024
JBBIGD010000026.1	0.0790	0.9182	0.0028
JBBIGD010000027.1	0.9761	0.0221	0.0018
JBBIGD010000028.1	0.0000	1.0000	0.0000
JBBIGD010000029.1	0.9472	0.0486	0.0042
JBBIGD010000030.1	0.8763	0.1139	0.0098
JBBIGD010000031.1	0.9336	0.0618	0.0046
JBBIGD010000032.1	0.9763	0.0220	0.0017
JBBIGD010000033.1	0.0000	1.0000	0.0000
JBBIGD010000034.1	0.0000	1.0000	0.0000
JBBIGD010000035.1	0.0000	0.9999	0.0000
JBBIGD010000036.1	0.0093	0.9581	0.0325
JBBIGD010000037.1	0.9984	0.0013	0.0003
JBBIGD010000038.1	0.0145	0.9746	0.0109
JBBIGD010000039.1	0.6734	0.2858	0.0408
JBBIGD010000040.1	0.1644	0.7508	0.0848
JBBIGD010000041.1	0.1473	0.6864	0.1662
JBBIGD010000042.1	0.4022	0.4307	0.1671
JBBIGD010000043.1	0.0002	0.9997	0.0001
JBBIGD010000044.1	0.5504	0.1079	0.3417
JBBIGD010000045.1	0.0433	0.9449	0.0118
JBBIGD010000046.1	0.3046	0.4625	0.2329
JBBIGD010000047.1	0.1453	0.6315	0.2232
JBBIGD010000048.1	0.9024	0.0331	0.0645
JBBIGD010000049.1	0.6946	0.0878	0.2177
JBBIGD010000050.1	0.6669	0.2683	0.0649
