seq_name	chromosome_score	plasmid_score	virus_score
JBBIGD010000001.1	0.4832	0.4878	0.0290
JBBIGD010000002.1	0.4481	0.5230	0.0290
JBBIGD010000003.1	0.4112	0.5676	0.0212
JBBIGD010000004.1	0.4893	0.4839	0.0268
JBBIGD010000005.1	0.5140	0.4632	0.0227
JBBIGD010000006.1	0.4642	0.5162	0.0196
JBBIGD010000007.1	0.5136	0.4698	0.0165
JBBIGD010000008.1	0.4729	0.5051	0.0220
JBBIGD010000009.1	0.4427	0.5345	0.0228
JBBIGD010000010.1	0.5525	0.4202	0.0273
JBBIGD010000011.1	0.4480	0.5437	0.0084
JBBIGD010000012.1	0.5145	0.4614	0.0240
JBBIGD010000013.1	0.2071	0.6923	0.1006
JBBIGD010000014.1	0.4740	0.5126	0.0134
JBBIGD010000015.1	0.5653	0.4238	0.0109
JBBIGD010000016.1	0.5509	0.4394	0.0097
JBBIGD010000017.1	0.4994	0.4598	0.0409
JBBIGD010000018.1	0.4262	0.5255	0.0483
JBBIGD010000019.1	0.4247	0.5540	0.0213
JBBIGD010000020.1	0.3232	0.6564	0.0204
JBBIGD010000021.1	0.3351	0.5568	0.1081
JBBIGD010000022.1	0.3480	0.6197	0.0323
JBBIGD010000023.1	0.4611	0.5268	0.0121
JBBIGD010000024.1	0.5664	0.3945	0.0391
JBBIGD010000025.1	0.5291	0.4509	0.0200
JBBIGD010000026.1	0.3810	0.6048	0.0142
JBBIGD010000027.1	0.6144	0.3491	0.0365
JBBIGD010000028.1	0.1071	0.7216	0.1713
JBBIGD010000029.1	0.4818	0.4492	0.0690
JBBIGD010000030.1	0.3566	0.5261	0.1173
JBBIGD010000031.1	0.4138	0.5586	0.0276
JBBIGD010000032.1	0.7092	0.2559	0.0349
JBBIGD010000033.1	0.0067	0.7734	0.2199
JBBIGD010000034.1	0.1197	0.8086	0.0717
JBBIGD010000035.1	0.2285	0.6344	0.1370
JBBIGD010000036.1	0.0331	0.8072	0.1598
JBBIGD010000037.1	0.8899	0.0845	0.0256
JBBIGD010000038.1	0.2283	0.7424	0.0293
JBBIGD010000039.1	0.4752	0.3942	0.1306
JBBIGD010000040.1	0.3119	0.5331	0.1550
JBBIGD010000041.1	0.2417	0.5933	0.1650
JBBIGD010000042.1	0.2455	0.3695	0.3850
JBBIGD010000043.1	0.5201	0.3722	0.1078
JBBIGD010000044.1	0.3415	0.4184	0.2400
JBBIGD010000045.1	0.1849	0.4377	0.3774
JBBIGD010000046.1	0.3006	0.3881	0.3113
JBBIGD010000047.1	0.2483	0.5714	0.1803
JBBIGD010000048.1	0.6897	0.1602	0.1501
JBBIGD010000049.1	0.4766	0.2078	0.3156
JBBIGD010000050.1	0.2971	0.3549	0.3480
