#Position (bp)	mapping quality
94.0	54.816691807844045
281.0	59.99847273838009
468.0	59.99946171443951
655.0	59.99757855289709
842.0	60.0
1029.0	59.990364260164974
1216.0	56.1148652262274
1403.0	59.99703835332445
1590.0	59.99566932178486
1777.0	59.988595502031956
1964.0	59.994304740208534
2151.0	59.99633275850778
2338.0	59.99762488507508
2525.0	60.0
2712.0	59.99223968293562
2899.0	59.9964174826845
3086.0	59.77034283353986
3273.0	59.02169287696577
3460.0	59.64287994163513
3647.0	59.694412891295734
3834.0	59.97922960725076
4021.0	60.0
4208.0	59.96737235896782
4395.0	60.0
4582.0	59.99865144295604
4769.0	60.0
4956.0	59.99866295264624
5143.0	59.99639330184628
5330.0	59.998705334023825
5517.0	59.92357107962872
5704.0	59.971849008317335
5891.0	60.0
6078.0	59.99549899531145
6265.0	60.0
6452.0	59.99022004889976
6639.0	60.0
6826.0	59.997126130920705
7013.0	59.98972853998533
7200.0	59.99967579083877
7387.0	59.64055963558613
7574.0	59.99680485661794
7761.0	60.0
7948.0	59.99874235408449
8135.0	59.975555875714356
8322.0	59.9974109473775
8509.0	60.0
8696.0	59.99588759424263
8883.0	59.996597587380144
9070.0	59.930748872770046
9257.0	59.95168732033722
9444.0	54.00157006411095
9631.0	20.40166606822262
9818.0	12.53863354037267
10005.0	11.90118715083799
10192.0	33.47506925207756
10379.0	30.31773597041325
10566.0	34.805942773294205
10753.0	48.814704513727314
10940.0	59.9743454239731
11127.0	59.98084049713868
11314.0	60.0
11501.0	60.0
11688.0	59.99559731543624
11875.0	60.0
12062.0	59.99054192839571
12249.0	59.989722507708116
12436.0	59.99747994455878
12623.0	59.99504928996396
12810.0	58.74447907151684
12997.0	48.704836020011115
13184.0	51.59496001207183
13371.0	58.60866947621915
13558.0	59.788906190322294
13745.0	59.94809155953365
13932.0	59.9989010989011
14119.0	60.0
14306.0	59.99614227651611
14493.0	59.99855247285887
14680.0	59.993374192479706
14867.0	59.9985217669812
15054.0	60.0
15241.0	59.99522835719155
15428.0	59.99884149552396
15615.0	60.0
15802.0	60.0
15989.0	59.98583396358136
16176.0	59.95664074144332
16363.0	59.996824815289735
16550.0	60.0
16737.0	59.99853070819865
16924.0	56.496822471044595
17111.0	60.0
17298.0	59.99840251337895
17485.0	59.94469908330012
17672.0	59.42565785098317
17859.0	59.06574108127988
18046.0	58.6737910312376
18233.0	59.27648471796571
18420.0	59.91016472764792
18607.0	59.74934201216924
18794.0	59.98136501281155
18981.0	59.993049800850066
19168.0	60.0
19355.0	59.99677835051546
19542.0	59.99684086528165
19729.0	59.97240161320083
19916.0	60.0
20103.0	60.0
20290.0	59.99481382071287
20477.0	59.99854485484927
20664.0	59.99638581432121
20851.0	59.99945453553701
21038.0	60.0
21225.0	60.0
21412.0	59.9985832683998
21599.0	59.98257802763119
21786.0	59.983169785486076
21973.0	59.99738430583501
22160.0	60.0
22347.0	59.970501779175905
22534.0	59.989674441205054
22721.0	59.98785995592008
22908.0	60.0
23095.0	59.99542203147353
23282.0	60.0
23469.0	59.989897234771384
23656.0	51.914957264957266
23843.0	40.092732370066855
24030.0	37.94135338345865
24217.0	38.926432291666664
24404.0	40.22159690467816
24591.0	52.01591813530415
24778.0	40.43655241322386
24965.0	37.952768361581924
25152.0	27.387365911799762
25339.0	16.183234269317484
25526.0	19.89191197720986
25713.0	26.45131789675353
25900.0	59.99825084041652
26087.0	59.99893079575526
26274.0	59.998217203981575
26461.0	59.995096035962405
26648.0	60.0
26835.0	60.0
27022.0	59.99850273251317
27209.0	59.994880424735136
27396.0	59.9986619836093
27583.0	59.99681461032066
27770.0	59.99346273760435
27957.0	59.99868961299904
28144.0	59.98948767520541
28331.0	60.0
28518.0	60.0
28705.0	59.815549432277066
28892.0	60.0
29079.0	59.99872990214473
29266.0	60.0
29453.0	59.98006734006734
29640.0	59.99808304907958
29827.0	59.99399057141377
30014.0	59.99385050879719
30201.0	60.0
30388.0	59.994257293749676
30575.0	59.99142700493446
30762.0	59.97615280548486
30949.0	59.99849060400996
31136.0	60.0
31323.0	60.0
31510.0	60.0
31697.0	59.933980498186635
31884.0	59.99545683997981
32071.0	59.993891002625794
32258.0	60.0
32445.0	60.0
32632.0	59.99523766735556
32819.0	60.0
33006.0	59.9921559580113
33193.0	59.993417031081016
33380.0	59.99699029369717
33567.0	59.97168566286743
33754.0	60.0
33941.0	60.0
34128.0	60.0
34315.0	60.0
34502.0	60.0
34689.0	59.99752786668138
34876.0	59.9962439505935
35063.0	59.99713021642951
35250.0	60.0
35437.0	59.989781100414135
35624.0	60.0
35811.0	59.99733797481315
35998.0	60.0
36185.0	59.983535507614825
36372.0	59.888854437474656
36559.0	59.94274999267528
36746.0	59.9080270023288
36933.0	59.98071317660519
37120.0	59.99681663837012
37307.0	60.0
37494.0	59.99853078015574
37681.0	59.997052176476366
37868.0	59.995940950494095
38055.0	60.0
38242.0	60.0
38429.0	59.991822907540445
38616.0	59.99110037505562
38803.0	59.998458466173844
38990.0	59.98743114857122
39177.0	59.99323855232576
39364.0	59.9906482879548
39551.0	59.99517556834991
39738.0	60.0
39925.0	59.99840827695981
40112.0	60.0
40299.0	59.99554671968191
40486.0	60.0
40673.0	59.99849147684417
40860.0	59.995601633678916
41047.0	60.0
41234.0	59.98014057793149
41421.0	59.98848368522073
41608.0	59.99434996953415
41795.0	59.992866040086064
41982.0	59.996813849135755
42169.0	60.0
42356.0	60.0
42543.0	59.99310608962084
42730.0	60.0
42917.0	60.0
43104.0	59.98504012270212
43291.0	59.982972992472526
43478.0	59.99612313656713
43665.0	59.99697847161022
43852.0	60.0
44039.0	60.0
44226.0	59.99307348786341
44413.0	59.99637333333333
44600.0	59.999165819452045
44787.0	60.0
