gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	taxid	taxname	annotation_accessions	annotation_description
JSZG01000158.1|provirus_134_11674_1	134	877	744	1	0.578	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000158.1|provirus_134_11674_2	1595	2023	429	-1	0.608	11	GGA/GAG/AGG	GENOMAD.101014.VV	9.116e-31	119	0	0	1	1	NA	NA	NA	PF12375	Phage protein
JSZG01000158.1|provirus_134_11674_3	2016	2504	489	-1	0.607	11	GGA/GAG/AGG	GENOMAD.223687.VP	1.015e-06	50	0	0	1	2773	Inoviridae	NA	NA	PF12472	Phage related protein
JSZG01000158.1|provirus_134_11674_4	2632	2847	216	1	0.611	11	GGAGG	GENOMAD.096365.VV	3.199e-18	79	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JSZG01000158.1|provirus_134_11674_5	2844	3017	174	1	0.546	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000158.1|provirus_134_11674_6	3010	3186	177	1	0.565	11	AGxAGG/AGGxGG	GENOMAD.185254.VV	3.756e-18	78	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000158.1|provirus_134_11674_7	3179	4219	1041	1	0.579	11	GGAG/GAGG	GENOMAD.222675.VP	8.995e-234	716	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JSZG01000158.1|provirus_134_11674_8	4216	4512	297	1	0.566	11	GGA/GAG/AGG	GENOMAD.222243.VP	5.055e-49	169	0	0	1	2773	Inoviridae	NA	NA	PF02303	Helix-destabilising protein
JSZG01000158.1|provirus_134_11674_9	4516	4767	252	1	0.639	11	GGA/GAG/AGG	GENOMAD.148914.VV	4.547e-20	85	0	0	1	1	NA	NA	NA	PF17091	Inovirus G7P protein
JSZG01000158.1|provirus_134_11674_10	4795	4923	129	1	0.581	11	AGGAG	GENOMAD.112093.VV	2.595e-14	66	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000158.1|provirus_134_11674_11	5185	6039	855	1	0.601	11	None	GENOMAD.097192.VV	2.31e-32	130	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JSZG01000158.1|provirus_134_11674_12	6174	6494	321	1	0.583	11	GGAG/GAGG	GENOMAD.214060.VP	4.995e-45	158	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JSZG01000158.1|provirus_134_11674_13	6496	7818	1323	1	0.613	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000158.1|provirus_134_11674_14	7848	8240	393	1	0.583	11	GGAGG	GENOMAD.141606.VV	9.358e-50	173	0	0	0	16538	Coriovirus Cf1c	NA	NA	PF13511	NA
JSZG01000158.1|provirus_134_11674_15	8279	8617	339	-1	0.640	11	GGA/GAG/AGG	GENOMAD.212325.VP	8.98e-58	195	0	0	1	2773	Inoviridae	NA	NA	PF12375;PF12472	Phage protein; Phage related protein
JSZG01000158.1|provirus_134_11674_16	8782	10698	1917	1	0.664	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JSZG01000158.1|provirus_134_11674_17	11249	11674	426	-1	0.601	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
