#Coverage (X)	Coverage
1.0	94.46111257368844
2.0	94.37160647716513
3.0	94.3119902897794
4.0	94.27339158108165
5.0	94.23722915451556
6.0	94.20128490246871
7.0	94.17074046977338
8.0	94.14406863479476
9.0	94.11521505462363
10.0	94.0867069174413
11.0	94.0561806659559
12.0	94.03109059624187
13.0	94.01023674844332
14.0	93.98867383345721
15.0	93.96262015961648
16.0	93.94058453317199
17.0	93.9169671414629
18.0	93.89282249466564
19.0	93.86591430395784
20.0	93.83436990471591
21.0	93.79800748484051
22.0	93.75757247393905
23.0	93.72006463783757
24.0	93.67599338494858
25.0	93.62621323213914
26.0	93.5644698431907
27.0	93.49965382976279
28.0	93.42083828468284
29.0	93.3321867050266
30.0	93.22626297592953
31.0	93.10264892956309
32.0	92.94590871869013
33.0	92.76360572664478
34.0	92.5468129793476
35.0	92.28465811325584
36.0	91.9715413157087
37.0	91.60089916991868
38.0	91.16664097055663
39.0	90.65020370227614
40.0	90.064496024133
41.0	89.3934457465423
42.0	88.61212643067941
43.0	87.72204711696918
44.0	86.7050265954739
45.0	85.56810099443946
46.0	84.31299752880994
47.0	82.91433522951232
48.0	81.41178549663066
49.0	79.81522072716112
50.0	78.09553280399346
51.0	76.23488596017879
