#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	2.931657207186078E-6
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	5.863314414372156E-6
26.0	0.0
27.0	0.0
28.0	2.931657207186078E-6
29.0	8.794971621558234E-6
30.0	5.863314414372156E-6
31.0	5.863314414372156E-6
32.0	1.7589943243116467E-5
33.0	3.224822927904686E-5
34.0	6.449645855809372E-5
35.0	5.8633144143721555E-5
36.0	9.674468783714056E-5
37.0	1.3485623153055957E-4
38.0	1.7296777522397857E-4
39.0	2.960973779257939E-4
40.0	4.1043200900605097E-4
41.0	5.570148693653549E-4
42.0	6.654861860312397E-4
43.0	8.120690463905435E-4
44.0	0.00104660162296543
45.0	0.0013133824288193627
46.0	0.0015977531779164122
47.0	0.0017707209531403912
48.0	0.0023658473661991647
49.0	0.00260917491439561
50.0	0.003474013790515502
51.0	0.004479572212580328
52.0	0.004755147990055819
53.0	0.006725221633284864
54.0	0.008428514470659974
55.0	0.010894038181903466
56.0	0.013356630235939769
57.0	0.018111778225995592
58.0	0.02414512875838454
59.0	0.0310609081101365
60.0	0.039718091842956986
61.0	0.04918148130775364
62.0	0.05999636474506309
63.0	0.07004608565129697
64.0	0.07832508560439044
65.0	0.08252028706787373
66.0	0.08476886814578546
67.0	0.08158802007598855
68.0	0.07470155729630847
69.0	0.06459320324593086
70.0	0.05387213283925137
71.0	0.04078521506637272
72.0	0.03019313757680942
73.0	0.020571438622824706
74.0	0.012811341995403161
75.0	0.007622308738683803
76.0	0.00443266569726535
77.0	0.0024508654252075614
78.0	0.0012166377409822224
79.0	5.863314414372157E-4
80.0	3.517988648623294E-4
81.0	1.201979454946292E-4
82.0	2.931657207186078E-5
83.0	1.1726628828744312E-5
84.0	2.931657207186078E-6
85.0	2.931657207186078E-6
86.0	5.863314414372156E-6
87.0	2.931657207186078E-6
88.0	0.0
89.0	0.0
90.0	0.0
91.0	2.931657207186078E-6
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	2.931657207186078E-6
