#Coverage	Number of genomic locations
0.0	466198.0
1.0	3802.0
2.0	2078.0
3.0	1079.0
4.0	1217.0
5.0	1028.0
6.0	728.0
7.0	703.0
8.0	783.0
9.0	617.0
10.0	483.0
11.0	493.0
12.0	626.0
13.0	541.0
14.0	434.0
15.0	386.0
16.0	443.0
17.0	346.0
18.0	415.0
19.0	430.0
20.0	355.0
21.0	400.0
22.0	411.0
23.0	390.0
24.0	293.0
25.0	313.0
26.0	303.0
27.0	336.0
28.0	373.0
29.0	389.0
30.0	292.0
31.0	346.0
32.0	381.0
33.0	360.0
34.0	400.0
35.0	476.0
36.0	259.0
37.0	305.0
38.0	272.0
39.0	290.0
40.0	296.0
41.0	322.0
42.0	366.0
43.0	358.0
44.0	278.0
45.0	318.0
46.0	282.0
47.0	374.0
48.0	341.0
49.0	318.0
50.0	322.0
51.0	279.0
52.0	338.0
53.0	291.0
54.0	399.0
55.0	352.0
56.0	347.0
57.0	308.0
58.0	310.0
59.0	266.0
60.0	316.0
61.0	349.0
62.0	318.0
63.0	327.0
64.0	367.0
65.0	449.0
66.0	388.0
67.0	412.0
68.0	383.0
69.0	409.0
70.0	390.0
71.0	419.0
72.0	444.0
73.0	481.0
74.0	489.0
75.0	466.0
76.0	474.0
77.0	580.0
78.0	550.0
79.0	615.0
80.0	625.0
81.0	553.0
82.0	636.0
83.0	688.0
84.0	653.0
85.0	738.0
86.0	792.0
87.0	791.0
88.0	766.0
89.0	939.0
90.0	1095.0
91.0	1086.0
92.0	1195.0
93.0	1155.0
94.0	1276.0
95.0	1354.0
96.0	1558.0
97.0	1777.0
98.0	1944.0
99.0	2323.0
100.0	2414.0
101.0	2529.0
102.0	2751.0
103.0	3241.0
104.0	3364.0
105.0	3776.0
106.0	4077.0
107.0	4563.0
108.0	5045.0
109.0	5485.0
110.0	6133.0
111.0	6933.0
112.0	7819.0
113.0	8451.0
114.0	9216.0
115.0	10340.0
116.0	11166.0
117.0	12277.0
118.0	13115.0
119.0	14556.0
120.0	15801.0
121.0	17316.0
122.0	18746.0
123.0	20244.0
124.0	21633.0
125.0	23408.0
126.0	24272.0
127.0	25682.0
128.0	27291.0
129.0	29335.0
130.0	30511.0
131.0	31770.0
132.0	33174.0
133.0	34938.0
134.0	36146.0
135.0	38202.0
136.0	39528.0
137.0	40731.0
138.0	41910.0
139.0	43004.0
140.0	43951.0
141.0	45286.0
142.0	46434.0
143.0	47121.0
144.0	48601.0
145.0	49314.0
146.0	50285.0
147.0	51438.0
148.0	52052.0
149.0	52756.0
150.0	53686.0
151.0	54234.0
152.0	54917.0
153.0	55175.0
154.0	55765.0
155.0	56703.0
156.0	56950.0
157.0	57042.0
158.0	56910.0
159.0	57846.0
160.0	57339.0
161.0	57851.0
162.0	57568.0
163.0	58250.0
164.0	57432.0
165.0	57381.0
166.0	57575.0
167.0	57882.0
168.0	56716.0
169.0	57491.0
170.0	57011.0
171.0	56960.0
172.0	56787.0
173.0	56622.0
174.0	56583.0
175.0	56842.0
176.0	56331.0
177.0	55540.0
178.0	54979.0
179.0	54578.0
180.0	54425.0
181.0	54630.0
182.0	53903.0
183.0	53406.0
184.0	53392.0
185.0	53131.0
186.0	52984.0
187.0	52082.0
188.0	52013.0
189.0	51490.0
190.0	50880.0
191.0	50393.0
192.0	49157.0
193.0	48602.0
194.0	48311.0
195.0	46993.0
196.0	46406.0
197.0	45503.0
198.0	44661.0
199.0	43712.0
200.0	42232.0
201.0	40873.0
202.0	40435.0
203.0	38867.0
204.0	38215.0
205.0	37120.0
206.0	36172.0
207.0	35138.0
208.0	34541.0
209.0	32952.0
210.0	32144.0
211.0	31136.0
212.0	29899.0
213.0	28649.0
214.0	27255.0
215.0	26265.0
216.0	25399.0
217.0	24154.0
218.0	22895.0
219.0	21804.0
220.0	20609.0
