gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JAJIVQ010000015.1_1	3	230	228	-1	0.575	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVQ010000015.1_2	256	1605	1350	-1	0.584	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVQ010000015.1_3	1602	2186	585	-1	0.491	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVQ010000015.1_4	2575	3105	531	-1	0.484	11	GGA/GAG/AGG	GENOMAD.086806.PP	1.014e-26	109	0	0	0	1	NA	NA	NA	PF13827	NA
JAJIVQ010000015.1_5	3126	4289	1164	-1	0.582	11	GGA/GAG/AGG	GENOMAD.022765.PP	4.615e-201	624	0	1	0	1	NA	T_virB6	NA	K03201;COG3704	Type IV secretory pathway, VirB6 components
JAJIVQ010000015.1_6	4313	5662	1350	-1	0.602	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVQ010000015.1_7	5659	6243	585	-1	0.487	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVQ010000015.1_8	7332	7823	492	-1	0.614	11	None	GENOMAD.022765.PP	1.721e-75	249	0	1	0	1	NA	T_virB6	NA	K03201;COG3704	Type IV secretory pathway, VirB6 components
JAJIVQ010000018.1_1	3	653	651	1	0.621	11	None	GENOMAD.083643.PP	4.218e-65	222	0	1	0	1	NA	T_virB5	NA	PF13605;TIGR02780;COG5314;K20266	P-type conjugative transfer protein TrbJ
JAJIVQ010000018.1_2	671	946	276	1	0.652	11	GGAGG	GENOMAD.029569.PP	2.422e-45	158	0	0	0	1	NA	NA	NA	PF19499;TIGR04359;COG3895	entry exclusion lipoprotein TrbK
JAJIVQ010000018.1_3	943	2592	1650	1	0.653	11	AGGAG	GENOMAD.108501.PC	2.418e-10	66	0	1	0	1	NA	NA	NA	PF08808;COG5654;TIGR02783	Uncharacterized conserved protein, contains RES domain
JAJIVQ010000029.1_1	129	1334	1206	1	0.508	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVQ010000029.1_2	1431	1520	90	-1	0.533	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVQ010000029.1_3	1714	3105	1392	-1	0.575	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
