JAJIVY010000022.1_14 # 14383 # 15300 # -1 # ID=20_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.669	COG4973	2.520E-126	392
JAJIVY010000064.1_1 # 594 # 2087 # -1 # ID=66_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.520	PF00589.RP35	7.921E-14	64
JAJIVY010000046.1_59 # 65008 # 66234 # 1 # ID=46_59;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.673	PRK09692	6.354E-75	248
JAJIVY010000052.1_22 # 17907 # 19388 # -1 # ID=53_22;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.504	PF00589.RP35	6.536E-13	61
JAJIVY010000080.1_95 # 107043 # 108257 # 1 # ID=84_95;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.614	PRK09692	1.296E-73	244
JAJIVY010000099.1_75 # 89916 # 91007 # 1 # ID=104_75;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.679	TIGR02225	5.438E-118	371
JAJIVY010000046.1_98 # 109335 # 110615 # 1 # ID=46_98;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.605	PRK09692	1.351E-52	183
JAJIVY010000085.1_85 # 73335 # 74555 # -1 # ID=89_85;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;genetic_code=11;gc_cont=0.606	PF00589.RP35	5.639E-10	51
JAJIVY010000085.1_94 # 82736 # 83704 # -1 # ID=89_94;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.682	PF00589.RP35	2.963E-14	64
JAJIVY010000093.1_2 # 735 # 1682 # 1 # ID=98_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.650	TIGR02249	8.339E-153	469
