JAJIVY010000104.1_tRNA1_Thr	96692	96767
JAJIVY010000038.1_tRNA1_Ser	38949	39041
JAJIVY010000046.1_tRNA1_Glu	70024	70099
JAJIVY010000046.1_tRNA2_Ala	70147	70222
JAJIVY010000046.1_tRNA3_Glu	70972	71047
JAJIVY010000046.1_tRNA4_Ala	71095	71170
JAJIVY010000050.1_tRNA1_Val	65456	65530
JAJIVY010000052.1_tRNA1_Ser	19477	19567
JAJIVY010000052.1_tRNA2_Asp	27249	27325
JAJIVY010000052.1_tRNA3_Asp	27420	27496
JAJIVY010000052.1_tRNA4_Val	27525	27599
JAJIVY010000052.1_tRNA5_Leu	34338	34422
JAJIVY010000052.1_tRNA6_Lys	36318	36393
JAJIVY010000052.1_tRNA7_His	36487	36563
JAJIVY010000052.1_tRNA8_Arg	36596	36672
JAJIVY010000052.1_tRNA9_Pro	36715	36791
JAJIVY010000064.1_tRNA1_Leu	65572	65658
JAJIVY010000073.1_tRNA1_Lys	76510	76585
JAJIVY010000091.1_tRNA1_Met	99345	99420
JAJIVY010000092.1_tRNA1_Pro	15479	15555
JAJIVY010000092.1_tRNA2_Val	50790	50864
JAJIVY010000092.1_tRNA3_Asn	53714	53790
JAJIVY010000092.1_tRNA4_Met	82442	82518
JAJIVY010000092.1_tRNA5_Leu	97645	97729
