gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	taxid	taxname	annotation_accessions	annotation_description
JBHJCE010000040.1|provirus_3897_21191_7	3897	5813	1917	-1	0.664	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCE010000040.1|provirus_3897_21191_8	5880	6275	396	-1	0.540	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCE010000040.1|provirus_3897_21191_9	6412	6585	174	1	0.632	11	GGA/GAG/AGG	GENOMAD.226430.VP	3.187e-19	81	0	0	0	1	NA	NA	NA	NA	NA
JBHJCE010000040.1|provirus_3897_21191_10	6578	6730	153	1	0.647	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCE010000040.1|provirus_3897_21191_11	6727	7797	1071	1	0.604	11	GGxGG	GENOMAD.223689.VP	2.947e-164	516	0	0	0	2773	Inoviridae	MOBT	NA	PF02486;K07467;COG2946	DNA relaxase NicK
JBHJCE010000040.1|provirus_3897_21191_12	7907	8179	273	1	0.597	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCE010000040.1|provirus_3897_21191_13	8189	8389	201	1	0.597	11	AGGAG	GENOMAD.209539.VP	8.859e-14	66	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBHJCE010000040.1|provirus_3897_21191_14	8418	8645	228	1	0.667	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCE010000040.1|provirus_3897_21191_15	8769	10238	1470	1	0.618	11	GGxGG	GENOMAD.083062.VV	1.078e-64	233	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBHJCE010000040.1|provirus_3897_21191_16	10240	10530	291	1	0.639	11	AGGAG	GENOMAD.100562.VV	3.787e-43	152	0	0	0	1	NA	NA	NA	PF10734	NA
