seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAWUDV010000047.1	7614	No terminal repeats	9	11	1.0000	NA	0	4.2600	NA	NA
JAWUDV010000041.1	13061	No terminal repeats	20	11	1.0000	NA	0	3.7839	NA	NA
JAWUDV010000031.1	31455	DTR	41	11	1.0000	NA	10	24.4440	t4cp2;virb4;T_virB5;T_virB6;T_virB9;T_virB10;T_virB1	NA
JAWUDV010000035.1	25252	No terminal repeats	29	11	1.0000	NA	9	20.2614	T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JAWUDV010000040.1	13992	No terminal repeats	17	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAWUDV010000046.1	7943	No terminal repeats	10	11	1.0000	NA	1	7.1485	NA	NA
JAWUDV010000032.1	31289	No terminal repeats	39	11	1.0000	NA	10	16.5936	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JAWUDV010000045.1	9244	No terminal repeats	13	11	1.0000	NA	1	2.7002	NA	NA
JAWUDV010000049.1	6341	No terminal repeats	9	11	1.0000	NA	0	2.1428	NA	NA
JAWUDV010000043.1	12418	ITR	10	11	1.0000	NA	0	4.9816	NA	NA
JAWUDV010000038.1	15084	No terminal repeats	14	11	1.0000	NA	1	4.1647	NA	NA
JAWUDV010000053.1	4215	No terminal repeats	9	11	0.9999	NA	1	6.1371	T_virB5	NA
JAWUDV010000042.1	12654	No terminal repeats	13	11	0.9999	NA	1	3.3221	T_virB5	NA
JAWUDV010000020.1	110059	No terminal repeats	98	11	0.9999	NA	18	48.6840	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
JAWUDV010000028.1	39973	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JAWUDV010000054.1	3554	No terminal repeats	4	11	0.9996	NA	0	1.6693	NA	NA
JAWUDV010000051.1	4830	No terminal repeats	6	11	0.9986	NA	0	0.6906	NA	NA
JAWUDV010000044.1	10115	ITR	10	11	0.9965	NA	0	0.3959	NA	NA
