#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	7.230657989877079E-4
39.0	0.0028922631959508315
40.0	0.0
41.0	0.0
42.0	0.0014461315979754157
43.0	0.0014461315979754157
44.0	0.005784526391901663
45.0	0.004338394793926247
46.0	0.005061460592913955
47.0	0.0028922631959508315
48.0	0.005784526391901663
49.0	0.008676789587852495
50.0	0.005061460592913955
51.0	0.0072306579898770785
52.0	0.005061460592913955
53.0	0.005061460592913955
54.0	0.0072306579898770785
55.0	0.012292118582791034
56.0	0.011569052783803326
57.0	0.015184381778741865
58.0	0.021691973969631236
59.0	0.03181489515545915
60.0	0.03181489515545915
61.0	0.04266088214027476
62.0	0.05422993492407809
63.0	0.04266088214027477
64.0	0.08242950108459869
65.0	0.07375271149674621
66.0	0.046999276934201015
67.0	0.044107013738250184
68.0	0.04193781634128706
69.0	0.05278380332610268
70.0	0.07736804049168476
71.0	0.06001446131597976
72.0	0.057845263919016635
73.0	0.05422993492407809
74.0	0.03181489515545915
75.0	0.02024584237165582
76.0	0.015184381778741865
77.0	0.005061460592913955
78.0	0.0021691973969631237
79.0	0.0
80.0	0.0
81.0	7.230657989877079E-4
82.0	0.0
83.0	0.0
84.0	7.230657989877079E-4
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
